rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.3077, 3)]",0.3077,"[[185  69], [179  79], [174  82], [160  96]]","[[185  69], [179  79], [174  82], [160  96]]",37.2918,"[[4, 1, 0]]",790
[],0.0,"[[ 84 143], [ 72 130], [ 60 107]]","[[ 84 143], [ 72 130], [ 60 107]]",43.634,[],790
[],0.0,"[[ 36 108], [39 98], [45 88], [53 66], [65 49], [71 29]]","[[ 36 108], [39 98], [45 88], [53 66], [65 49], [71 29]]",87.2009,[],790
"[(0.3333, 2)]",0.44,"[[129 104], [117 115], [100 119], [ 91 115], [ 78 109], [ 69 103], [57 88]]","[[129 104], [117 115], [100 119], [ 91 115], [ 78 109], [ 69 103], [57 88]]",87.9358,"[[2, 0]]",790
[],0.0,"[[182  63], [172  54], [165  47], [148  35]]","[[182  63], [172  54], [165  47], [148  35]]",44.1618,[],790
[],0.0,"[[77 80], [68 77], [45 76]]","[[77 80], [68 77], [45 76]]",32.5086,[],790
"[(0.4, 1)]",0.4706,"[[128 113], [100 119], [ 91 115], [ 78 109], [ 69 103]]","[[128 113], [100 119], [ 91 115], [ 78 109], [ 69 103]]",63.619,[[5]],790
"[(0.1538, 3)]",0.1538,"[[45 88], [57 77], [72 56], [89 36]]","[[45 88], [57 77], [72 56], [89 36]]",68.3346,"[[0, 4, 5]]",790
[],0.0,"[[50 91], [ 56 113], [ 57 136]]","[[50 91], [ 56 113], [ 57 136]]",45.8252,[],790
"[(0.4, 1), (0.3077, 3)]",0.4706,"[[125 121], [115 129], [109 132], [ 84 138], [ 61 140]]","[[125 121], [115 129], [109 132], [ 84 138], [ 61 140]]",68.3112,"[[8], [0, 4, 1]]",790
[],0.0,"[[ 69 148], [ 49 137]]","[[ 69 148], [ 49 137]]",22.8254,[],790
[],0.0,"[[ 83 121], [ 77 118], [ 56 113], [ 36 108]]","[[ 83 121], [ 77 118], [ 56 113], [ 36 108]]",48.9108,[],790
"[(0.2222, 2), (0.4706, 4), (0.2222, 2)]",0.64,"[[ 82 151], [ 84 143], [109 132], [117 115], [124  89], [126  70], [116  65]]","[[ 82 151], [ 84 143], [109 132], [117 115], [124  89], [126  70], [116  65]]",111.5586,"[[2, 5], [5, 3, 5, 4], [3, 6]]",790
"[(0.0769, 3)]",0.0769,"[[ 85 115], [ 78 109], [ 69 103], [80 82]]","[[ 85 115], [ 78 109], [ 69 103], [80 82]]",43.7427,"[[6, 4, 1]]",790
[],0.0,"[[ 82 166], [ 70 158], [ 61 149], [ 49 137], [ 41 129], [ 22 124]]","[[ 82 166], [ 70 158], [ 61 149], [ 49 137], [ 41 129], [ 22 124]]",75.0813,[],790
[],0.0,"[[85 25], [79 38], [72 56], [67 72], [62 89]]","[[85 25], [79 38], [72 56], [67 72], [62 89]]",68.1141,[],790
[],0.0,"[[ 47 113], [ 50 133], [ 44 157]]","[[ 47 113], [ 50 133], [ 44 157]]",44.9624,[],790
"[(0.0588, 4), (0.0952, 7)]",0.2414,"[[ 61 149], [ 63 144], [ 82 133], [ 89 126], [111 119], [124  97], [132  90], [114  70]]","[[ 61 149], [ 63 144], [ 82 133], [ 89 126], [111 119], [124  97], [132  90], [114  70]]",123.4172,"[[0, 4, 4, 4], [3, 2, 1, 7, 4, 4, 4]]",790
"[(0.2, 1), (0.2222, 2)]",0.6667,"[[ 65 113], [ 98 119], [128 113]]","[[ 65 113], [ 98 119], [128 113]]",64.1351,"[[4], [1, 6]]",790
[],0.0,"[[176  74], [178  56]]","[[176  74], [178  56]]",18.1108,[],790
[],0.3103,"[[90 33], [86 45], [79 58], [68 77], [64 85], [ 58 109], [ 45 126], [ 37 144]]","[[90 33], [86 45], [79 58], [68 77], [64 85], [ 58 109], [ 45 126], [ 37 144]]",124.15,[],790
"[(0.4, 1), (0.1429, 5)]",0.4762,"[[ 89 121], [ 73 100], [72 83], [73 77], [79 58], [97 62]]","[[ 89 121], [ 73 100], [72 83], [73 77], [79 58], [97 62]]",87.8769,"[[0], [0, 2, 1, 2, 0]]",790
[],0.0,"[[ 90 123], [ 78 109]]","[[ 90 123], [ 78 109]]",18.4391,[],790
"[(0.4, 1), (0.2222, 2)]",0.4615,"[[171  85], [170  62], [155  44], [139  33]]","[[171  85], [170  62], [155  44], [139  33]]",65.869,"[[8], [2, 4]]",790
[],0.0,"[[112 130], [117 115], [124  97], [134  76]]","[[112 130], [117 115], [124  97], [134  76]]",58.384,[],790
"[(0.2857, 6), (0.0588, 4)]",0.2973,"[[ 61 155], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [88 40], [91 17]]","[[ 61 155], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [88 40], [91 17]]",142.3215,"[[4, 2, 4, 6, 2, 5], [3, 5, 5, 1]]",790
[],0.0,"[[45 76], [53 66], [63 47]]","[[45 76], [53 66], [63 47]]",34.2772,[],790
[],0.0,"[[ 72 130], [ 64 120], [ 47 102]]","[[ 72 130], [ 64 120], [ 47 102]]",37.5651,[],790
[],0.0,"[[119  75], [113  67]]","[[119  75], [113  67]]",10.0,[],790
"[(0.4615, 3), (0.3333, 2)]",1.0,"[[129 104], [132  90], [119  75], [96 53], [88 40], [90 33], [105  18], [113  20]]","[[129 104], [132  90], [119  75], [96 53], [88 40], [90 33], [105  18], [113  20]]",117.9988,"[[5, 6, 5], [4, 4]]",790
"[(0.1111, 2)]",0.3529,"[[109 132], [117 115], [124  89], [126  70], [116  66]]","[[109 132], [117 115], [124  89], [126  70], [116  66]]",75.5894,"[[4, 4]]",790
[],0.0,"[[87 35], [91 17]]","[[87 35], [91 17]]",18.4391,[],790
[],0.0,"[[57 59], [57 77], [57 88], [ 62 111], [ 67 134], [ 61 155]]","[[57 59], [57 77], [57 88], [ 62 111], [ 67 134], [ 61 155]]",97.9147,[],790
[],0.0,"[[ 38 152], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [79 38], [85 25], [87  6]]","[[ 38 152], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [79 38], [85 25], [87  6]]",155.8231,[],790
[],0.0,"[[109 132], [ 89 126]]","[[109 132], [ 89 126]]",20.8806,[],790
[],0.0,"[[95 56], [79 58], [68 77], [64 85], [ 58 109], [ 49 119]]","[[95 56], [79 58], [68 77], [64 85], [ 58 109], [ 49 119]]",85.2155,[],790
"[(0.2222, 2)]",0.3077,"[[124  97], [117 115], [100 119], [ 83 121]]","[[124  97], [117 115], [100 119], [ 83 121]]",53.8947,"[[2, 5]]",790
[],0.0,"[[91  9], [86  0]]","[[91  9], [86  0]]",10.2956,[],790
"[(0.2857, 5), (0.1538, 3)]",0.3448,"[[ 61 140], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [81 49], [80 24]]","[[ 61 140], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [81 49], [80 24]]",118.3259,"[[1, 6, 7, 8, 0], [3, 5, 5]]",790
[],0.0,"[[ 29 134], [ 50 130], [ 64 126]]","[[ 29 134], [ 50 130], [ 64 126]]",35.9378,[],790
[],0.0,"[[ 40 161], [ 44 157], [ 54 148], [ 61 143], [ 67 134], [ 83 121]]","[[ 40 161], [ 44 157], [ 54 148], [ 61 143], [ 67 134], [ 83 121]]",59.145,[],790
"[(0.0588, 4), (0.0, 4)]",0.0588,"[[ 60 107], [ 65 108], [ 85 115], [ 98 119], [125 121]]","[[ 60 107], [ 65 108], [ 85 115], [ 98 119], [125 121]]",66.9641,"[[5, 4, 5, 6], [1, 5, 4, 4]]",790
"[(0.4444, 2), (0.0476, 5)]",0.4878,"[[119  28], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 44 157]]","[[119  28], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 44 157]]",171.5793,"[[8, 4], [1, 1, 1, 1, 4]]",790
"[(0.4444, 2), (0.4, 1)]",0.4762,"[[132  90], [119  75], [91 62], [79 58], [71 69], [57 88]]","[[132  90], [119  75], [91 62], [79 58], [71 69], [57 88]]",100.5716,"[[1, 3], [3]]",790
"[(0.0588, 4)]",0.2414,"[[ 61 155], [ 69 148], [ 82 133], [ 89 126], [111 119], [124  97], [130  82], [113  67]]","[[ 61 155], [ 69 148], [ 82 133], [ 89 126], [111 119], [124  97], [130  82], [113  67]]",127.8468,"[[2, 3, 4, 4]]",790
"[(0.4, 1)]",0.8571,"[[102 174], [ 84 165], [ 78 155], [ 72 130], [ 70 125], [ 69 103]]","[[102 174], [ 84 165], [ 78 155], [ 72 130], [ 70 125], [ 69 103]]",84.9043,[[1]],790
"[(0.3846, 3), (0.2, 1)]",0.4286,"[[126  70], [124  89], [117 115], [100 119], [ 85 115], [ 62 111]]","[[126  70], [124  89], [117 115], [100 119], [ 85 115], [ 62 111]]",102.3645,"[[4, 0, 6], [0]]",790
[],0.0,"[[ 64 149], [ 63 144], [ 64 126], [ 60 107]]","[[ 64 149], [ 63 144], [ 64 126], [ 60 107]]",42.5433,[],790
"[(0.3846, 3), (0.3529, 4), (0.1111, 2)]",0.5294,"[[112 129], [117 115], [132  90], [119  75], [96 58]]","[[112 129], [117 115], [132  90], [119  75], [96 58]]",92.471,"[[8, 3, 4], [1, 6, 3, 4], [5, 5]]",790
"[(0.6923, 3), (0.3333, 2)]",0.619,"[[182  63], [176  74], [168  92], [160 118], [158 124], [154 132]]","[[182  63], [176  74], [168  92], [160 118], [158 124], [154 132]]",74.6994,"[[4, 3, 5], [6, 5]]",790
"[(0.1111, 2)]",0.36,"[[86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 41 129]]","[[86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 41 129]]",96.8248,"[[1, 4]]",790
"[(0.2222, 2)]",0.3529,"[[126  26], [139  33], [155  44], [167  54], [178  65]]","[[126  26], [139  33], [155  44], [167  54], [178  65]]",65.3582,"[[5, 6]]",790
"[(0.619, 5)]",0.64,"[[116  65], [105  59], [96 53], [88 40], [90 33], [105  18], [119  28]]","[[116  65], [105  59], [96 53], [88 40], [90 33], [105  18], [119  28]]",84.3089,"[[5, 2, 4, 3, 6]]",790
[],0.0,"[[ 61 113], [ 50 133], [ 44 157]]","[[ 61 113], [ 50 133], [ 44 157]]",47.5641,[],790
"[(0.2, 1)]",0.4286,"[[116  66], [97 62], [79 58], [73 77], [80 84], [82 87]]","[[116  66], [97 62], [79 58], [73 77], [80 84], [82 87]]",71.2855,[[4]],790
[],0.0,"[[ 25 118], [ 32 121], [ 45 126], [ 64 126], [ 89 121]]","[[ 25 118], [ 32 121], [ 45 126], [ 64 126], [ 89 121]]",66.0393,[],790
"[(0.4615, 3), (0.3333, 2)]",1.0,"[[129 105], [132  90], [119  75], [96 53], [88 40], [89 36]]","[[129 105], [132  90], [119  75], [96 53], [88 40], [89 36]]",86.3616,"[[4, 6, 6], [6, 3]]",790
[],0.0,"[[71 26], [82 14], [90  7]]","[[71 26], [82 14], [90  7]]",26.909,[],790
[],0.0,"[[ 84 143], [ 72 130], [ 64 126], [ 50 121], [ 45 117]]","[[ 84 143], [ 72 130], [ 64 126], [ 50 121], [ 45 117]]",47.9053,[],790
"[(0.4444, 2), (0.1111, 2), (0.1111, 2)]",0.4444,"[[79 58], [86 60], [116  65]]","[[79 58], [86 60], [116  65]]",37.6939,"[[5, 7], [4, 4], [8, 4]]",790
[],0.0,"[[59 93], [ 69 103], [ 83 121], [ 89 126]]","[[59 93], [ 69 103], [ 83 121], [ 89 126]]",44.7559,[],790
[],0.0,"[[164  93], [165  96]]","[[164  93], [165  96]]",3.1623,[],790
[],0.0,"[[ 37 108], [45 88], [53 66], [65 49]]","[[ 37 108], [45 88], [53 66], [65 49]]",65.7587,[],790
"[(0.1429, 5)]",0.28,"[[49 85], [ 60 107], [ 72 130], [ 78 155], [ 84 165], [102 174], [129 172]]","[[49 85], [ 60 107], [ 72 130], [ 78 155], [ 84 165], [102 174], [129 172]]",135.1094,"[[3, 5, 4, 2, 3]]",790
[],0.0,"[[ 98 119], [ 90 123], [ 64 120], [ 49 119]]","[[ 98 119], [ 90 123], [ 64 120], [ 49 119]]",50.1501,[],790
[],0.0,"[[ 47 109], [ 41 129]]","[[ 47 109], [ 41 129]]",20.8806,[],790
[],0.0,"[[55 87], [ 58 109], [ 57 136]]","[[55 87], [ 58 109], [ 57 136]]",49.2221,[],790
"[(0.0952, 5), (0.1429, 6)]",0.28,"[[ 35 153], [ 41 150], [ 58 140], [ 67 134], [ 89 125], [117 115], [138  93]]","[[ 35 153], [ 41 150], [ 58 140], [ 67 134], [ 89 125], [117 115], [138  93]]",121.1636,"[[8, 3, 2, 7, 4], [1, 3, 2, 6, 8, 1]]",790
[],0.0,"[[ 49 137], [ 64 120]]","[[ 49 137], [ 64 120]]",22.6716,[],790
[],0.0,"[[77 80], [71 69], [65 49], [63 47]]","[[77 80], [71 69], [65 49], [63 47]]",36.239,[],790
[],0.0,"[[68 77], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 41 150]]","[[68 77], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 41 150]]",78.353,[],790
"[(0.4, 1)]",0.4,"[[ 82 133], [ 84 149]]","[[ 82 133], [ 84 149]]",16.1245,[[3]],790
[],0.0,"[[ 65 108], [ 85 115], [100 119]]","[[ 65 108], [ 85 115], [100 119]]",36.7138,[],790
[],0.0,"[[67 72], [64 77], [59 93], [ 56 113]]","[[67 72], [64 77], [59 93], [ 56 113]]",42.8178,[],790
"[(0.2, 1), (0.0952, 5)]",0.5238,"[[155  52], [167  54], [170  59], [171  85], [164  93], [152  95]]","[[155  52], [167  54], [170  59], [171  85], [164  93], [152  95]]",66.8114,"[[0], [5, 5, 1, 2, 4]]",790
"[(0.4444, 2), (0.0952, 5)]",0.4828,"[[119  28], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103]]","[[119  28], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103]]",112.0632,"[[5, 8], [5, 4, 4, 3, 8]]",790
"[(0.3333, 7), (0.1176, 4)]",0.3243,"[[ 64 149], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [97 62], [106  73], [99 77]]","[[ 64 149], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [97 62], [106  73], [99 77]]",133.6094,"[[5, 8, 5, 4, 7, 4, 5], [0, 5, 5, 6]]",790
"[(0.4118, 4), (0.2, 1)]",0.4286,"[[168 112], [158 124], [154 132], [152 134], [140 160], [129 172]]","[[168 112], [158 124], [154 132], [152 134], [140 160], [129 172]]",72.3077,"[[2, 6, 2, 5], [5]]",790
"[(0.1765, 4)]",0.2381,"[[160 118], [158 124], [154 132], [152 134], [140 160], [127 176]]","[[160 118], [158 124], [154 132], [152 134], [140 160], [127 176]]",67.3484,"[[5, 6, 3, 5]]",790
"[(0.2222, 2)]",0.4286,"[[102  70], [97 62], [88 40], [90 33], [105  18], [119  28]]","[[102  70], [97 62], [88 40], [90 33], [105  18], [119  28]]",78.9017,"[[2, 0]]",790
"[(0.2, 1)]",0.4118,"[[79 58], [73 77], [72 83], [ 69 103], [ 64 120]]","[[79 58], [73 77], [72 83], [ 69 103], [ 64 120]]",63.9514,[[4]],790
"[(0.2, 1)]",0.3846,"[[ 78 109], [ 73 100], [64 85], [53 66]]","[[ 78 109], [ 73 100], [64 85], [53 66]]",49.743,[[5]],790
"[(0.1538, 3)]",0.1538,"[[67 32], [74 38], [86 45], [96 53]]","[[67 32], [74 38], [86 45], [96 53]]",35.9182,"[[7, 4, 4]]",790
[],0.0,"[[112 129], [ 89 125]]","[[112 129], [ 89 125]]",23.3452,[],790
"[(0.3333, 2), (0.7647, 4)]",1.0,"[[130 108], [132  90], [119  75], [96 53], [88 40], [85 25], [85  2]]","[[130 108], [132  90], [119  75], [96 53], [88 40], [85 25], [85  2]]",123.3493,"[[5, 3], [6, 6, 6, 4]]",790
"[(0.2222, 2)]",0.2222,"[[57 59], [72 56], [91 62]]","[[57 59], [72 56], [91 62]]",35.2219,"[[4, 6]]",790
"[(0.0952, 7)]",0.1622,"[[ 33 101], [39 98], [45 95], [50 91], [64 77], [67 72], [79 58], [97 62], [106  73], [99 77]]","[[ 33 101], [39 98], [45 95], [50 91], [64 77], [67 72], [79 58], [97 62], [106  73], [99 77]]",104.6026,"[[6, 6, 3, 4, 8, 5, 5]]",790
[],0.0,"[[ 84 138], [ 72 130], [ 64 126], [ 50 121], [ 39 110]]","[[ 84 138], [ 72 130], [ 64 126], [ 50 121], [ 39 110]]",53.7889,[],790
"[(0.1111, 2)]",0.2308,"[[77 80], [73 77], [79 58], [96 58]]","[[77 80], [73 77], [79 58], [96 58]]",41.9249,"[[6, 5]]",790
[],0.0,"[[71 75], [68 77], [ 62 100], [ 62 112]]","[[71 75], [68 77], [ 62 100], [ 62 112]]",39.3753,[],790
"[(0.1905, 5), (0.0952, 5)]",0.1905,"[[50 91], [ 69 103], [ 78 109], [ 91 115], [100 119], [128 113]]","[[50 91], [ 69 103], [ 78 109], [ 91 115], [100 119], [128 113]]",86.0912,"[[3, 7, 4, 6, 4], [1, 4, 1, 5, 1]]",790
[],0.0,"[[90 33], [86 45]]","[[90 33], [86 45]]",12.6491,[],790
[],0.0,"[[90 33], [87 35], [79 38], [65 49]]","[[90 33], [87 35], [79 38], [65 49]]",29.954,[],790
"[(0.2222, 2), (0.7647, 4), (0.1905, 6)]",0.68,"[[172  54], [170  59], [171  85], [168  92], [160 118], [159 129], [142 151]]","[[172  54], [170  59], [171  85], [168  92], [160 118], [159 129], [142 151]]",105.0713,"[[6, 6], [4, 2, 4, 5], [4, 5, 4, 2, 2, 5]]",790
[],0.0,"[[122  65], [95 56]]","[[122  65], [95 56]]",28.4605,[],790
[],0.0,"[[81 49], [71 69], [64 77], [50 91]]","[[81 49], [71 69], [64 77], [50 91]]",52.7898,[],790
[],0.0,"[[57 88], [ 60 107], [ 66 125]]","[[57 88], [ 60 107], [ 66 125]]",38.2091,[],790
"[(0.3333, 7), (0.1429, 5)]",0.2414,"[[ 28 135], [ 29 134], [ 50 130], [ 64 126], [ 89 121], [117 115], [124  89], [126  70]]","[[ 28 135], [ 29 134], [ 50 130], [ 64 126], [ 89 121], [117 115], [124  89], [126  70]]",137.5135,"[[7, 4, 4, 1, 7, 2, 4], [2, 5, 4, 4, 4]]",790
"[(0.6923, 3), (0.1111, 2)]",0.619,"[[178  78], [174  82], [168  92], [160 118], [158 124], [154 132]]","[[178  78], [174  82], [168  92], [160 118], [158 124], [154 132]]",59.7905,"[[4, 0, 5], [5, 0]]",790
"[(0.4, 1)]",0.4444,"[[ 85 115], [ 73 100], [69 83]]","[[ 85 115], [ 73 100], [69 83]]",36.6736,[[1]],790
"[(0.1176, 4)]",0.1176,"[[ 41 118], [ 50 121], [ 64 126], [ 90 123], [120 118]]","[[ 41 118], [ 50 121], [ 64 126], [ 90 123], [120 118]]",80.9392,"[[2, 6, 4, 4]]",790
"[(0.0952, 5)]",0.16,"[[39 98], [ 47 102], [ 60 107], [ 78 109], [ 91 115], [111 119], [124  97]]","[[39 98], [ 47 102], [ 60 107], [ 78 109], [ 91 115], [111 119], [124  97]]",101.2512,"[[4, 4, 6, 2, 4]]",790
"[(0.0588, 4)]",0.1429,"[[37 98], [45 88], [57 77], [72 56], [87 35], [90 33]]","[[37 98], [45 88], [57 77], [72 56], [87 35], [90 33]]",84.3046,"[[3, 2, 6, 5]]",790
"[(0.2, 1)]",0.2,"[[ 78 155], [ 90 164]]","[[ 78 155], [ 90 164]]",15.0,[[4]],790
[],0.0,"[[ 60 107], [ 65 113], [ 81 128], [ 82 133]]","[[ 60 107], [ 65 113], [ 81 128], [ 82 133]]",34.841,[],790
"[(0.4, 1), (0.2, 1)]",0.4615,"[[91 62], [119  75], [132  90], [136  94]]","[[91 62], [119  75], [132  90], [136  94]]",56.377,"[[1], [5]]",790
[],0.0,"[[ 61 113], [ 43 105]]","[[ 61 113], [ 43 105]]",19.6977,[],790
[],0.0,"[[68 77], [79 58], [86 45], [88 40], [91 17]]","[[68 77], [79 58], [86 45], [88 40], [91 17]]",65.2993,[],790
"[(0.2, 1), (0.0, 2), (0.0952, 6)]",0.7931,"[[99 77], [106  73], [97 62], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]","[[99 77], [106  73], [97 62], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]",94.0467,"[[5], [2, 4], [1, 4, 4, 2, 3, 4]]",790
"[(0.2222, 2)]",0.2222,"[[50 91], [ 62 100], [ 89 110]]","[[50 91], [ 62 100], [ 89 110]]",43.7924,"[[4, 8]]",790
"[(0.0588, 4)]",0.0588,"[[ 58 140], [ 60 136], [ 64 126], [ 69 103], [69 83]]","[[ 58 140], [ 60 136], [ 64 126], [ 69 103], [69 83]]",58.7797,"[[8, 6, 5, 0]]",790
"[(0.4286, 5)]",0.4483,"[[129 105], [117 115], [100 119], [ 91 115], [ 78 109], [ 73 100], [64 85], [53 66]]","[[129 105], [117 115], [100 119], [ 91 115], [ 78 109], [ 73 100], [64 85], [53 66]]",106.9944,"[[3, 1, 3, 0, 2]]",790
"[(0.0, 2)]",0.0,"[[86 60], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 47 113]]","[[86 60], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 47 113]]",72.4595,"[[0, 4]]",790
"[(0.3333, 2)]",0.4545,"[[113  65], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 32 141]]","[[113  65], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 32 141]]",131.4121,"[[1, 4]]",790
"[(0.2222, 2), (0.0476, 5)]",0.4242,"[[ 86 131], [ 83 121], [ 73 100], [72 83], [73 77], [79 58], [86 45], [89 36], [98 16]]","[[ 86 131], [ 83 121], [ 73 100], [72 83], [73 77], [79 58], [86 45], [89 36], [98 16]]",122.9201,"[[5, 6], [2, 0, 4, 5, 1]]",790
"[(0.2222, 2), (0.1176, 4)]",0.4,"[[79 38], [79 58], [73 77], [72 83], [ 73 100], [ 78 109], [ 89 125]]","[[79 38], [79 58], [73 77], [72 83], [ 73 100], [ 78 109], [ 89 125]]",92.7491,"[[4, 4], [1, 4, 0, 4]]",790
[],0.0,"[[ 62 111], [ 65 113], [ 81 128]]","[[ 62 111], [ 65 113], [ 81 128]]",25.5373,[],790
"[(0.4615, 3), (0.4706, 4), (0.4, 1)]",0.4706,"[[160 118], [168  92], [171  85], [170  62], [155  44]]","[[160 118], [168  92], [171  85], [170  62], [155  44]]",81.2712,"[[2, 7, 4], [5, 7, 3, 8], [3]]",790
"[(0.2, 1), (0.0476, 5)]",0.4865,"[[119  28], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118]]","[[119  28], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118]]",137.8278,"[[4], [3, 2, 3, 6, 4]]",790
[],0.0,"[[108  17], [113  20]]","[[108  17], [113  20]]",5.831,[],790
"[(0.4, 1), (0.3333, 2)]",0.4706,"[[134  91], [119  75], [91 62], [86 60], [65 49]]","[[134  91], [119  75], [91 62], [86 60], [65 49]]",81.8941,"[[4], [4, 2]]",790
[],0.0,"[[64 77], [57 59]]","[[64 77], [57 59]]",19.3132,[],790
[],0.0,"[[142 151], [132 164], [125 176]]","[[142 151], [132 164], [125 176]]",30.2937,[],790
[],0.0,"[[ 47 162], [ 44 157], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77]]","[[ 47 162], [ 44 157], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77]]",89.5409,[],790
[],0.0,"[[ 32 121], [ 45 126], [ 64 126], [ 83 121]]","[[ 32 121], [ 45 126], [ 64 126], [ 83 121]]",52.5753,[],790
[],0.0,"[[ 36 108], [45 95], [57 88], [64 85]]","[[ 36 108], [45 95], [57 88], [64 85]]",37.3196,[],790
[],0.0,"[[ 37 108], [ 41 118], [ 45 126], [ 49 137]]","[[ 37 108], [ 41 118], [ 45 126], [ 49 137]]",31.4193,[],790
"[(0.4444, 2), (0.0952, 5)]",0.4865,"[[113  20], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134]]","[[113  20], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134]]",134.9701,"[[4, 2], [6, 2, 0, 5, 4]]",790
"[(0.2222, 2)]",0.2222,"[[130 108], [117 115], [ 89 125]]","[[130 108], [117 115], [ 89 125]]",44.497,"[[6, 1]]",790
[],0.0,"[[68 77], [72 56]]","[[68 77], [72 56]]",21.3776,[],790
"[(0.0588, 4)]",0.1429,"[[ 45 126], [ 58 109], [ 62 100], [68 77], [79 58], [95 56]]","[[ 45 126], [ 58 109], [ 62 100], [68 77], [79 58], [95 56]]",93.0985,"[[5, 5, 3, 5]]",790
[],0.0,"[[ 70 125], [ 65 108], [59 81]]","[[ 70 125], [ 65 108], [59 81]]",45.3787,[],790
"[(0.1538, 3)]",0.2353,"[[ 84 149], [ 82 133], [ 77 118], [ 73 100], [68 77]]","[[ 84 149], [ 82 133], [ 77 118], [ 73 100], [68 77]]",73.9122,"[[2, 4, 6]]",790
"[(0.1176, 4)]",0.24,"[[96 21], [90 33], [86 45], [79 58], [73 77], [80 84], [82 87]]","[[96 21], [90 33], [86 45], [79 58], [73 77], [80 84], [82 87]]",74.2602,"[[4, 2, 5, 4]]",790
"[(0.1429, 6), (0.3333, 8)]",0.4634,"[[ 62 100], [ 65 108], [ 70 125], [ 72 130], [ 78 155], [ 84 165], [102 174], [105 173], [133 154], [153 142], [148 141]]","[[ 62 100], [ 65 108], [ 70 125], [ 72 130], [ 78 155], [ 84 165], [102 174], [105 173], [133 154], [153 142], [148 141]]",154.5686,"[[5, 6, 3, 4, 0, 3], [7, 6, 8, 5, 7, 4, 3, 3]]",790
[],0.0,"[[100 119], [ 89 121]]","[[100 119], [ 89 121]]",11.1803,[],790
"[(0.5385, 3), (0.3333, 2)]",0.5385,"[[129 104], [132  90], [119  75], [98 51]]","[[129 104], [132  90], [119  75], [98 51]]",66.0577,"[[4, 0, 1], [6, 4]]",790
"[(0.1538, 3)]",0.3448,"[[87 35], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134]]","[[87 35], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134]]",102.9114,"[[4, 2, 4]]",790
[],0.0,"[[ 61 155], [ 38 152]]","[[ 61 155], [ 38 152]]",23.1948,[],790
[],0.0,"[[69 83], [ 60 107], [ 58 109], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 38 152]]","[[69 83], [ 60 107], [ 58 109], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 38 152]]",76.7801,[],790
[],0.2,"[[55 87], [43 75]]","[[55 87], [43 75]]",16.9706,[],790
"[(0.2857, 6), (0.0588, 4)]",0.2727,"[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [85 25]]","[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [85 25]]",131.8057,"[[3, 1, 7, 2, 6, 0], [5, 5, 5, 0]]",790
[],0.0,"[[ 65 113], [ 45 117], [ 32 121]]","[[ 65 113], [ 45 117], [ 32 121]]",33.9975,[],790
