rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.4706, 4)]",0.48,"[[119  28], [105  18], [90 33], [88 40], [96 53], [105  59], [126  70]]","[[119  28], [105  18], [90 33], [88 40], [96 53], [105  59], [126  70]]",95.4855,"[[6, 5, 8, 4]]",790
"[(0.2222, 2)]",0.381,"[[ 82 133], [ 77 118], [ 73 100], [72 83], [72 56], [70 31]]","[[ 82 133], [ 77 118], [ 73 100], [72 83], [72 56], [70 31]]",103.3597,"[[4, 0]]",790
[],0.0,"[[105 173], [109 177]]","[[105 173], [109 177]]",5.6569,[],790
"[(0.0476, 5)]",0.12,"[[ 42 126], [ 49 119], [ 58 109], [ 62 100], [68 77], [79 58], [96 58]]","[[ 42 126], [ 49 119], [ 58 109], [ 62 100], [68 77], [79 58], [96 58]]",95.9262,"[[6, 3, 4, 5, 5]]",790
[],0.0,"[[ 91 115], [ 83 121], [ 67 134], [ 58 140], [ 45 145], [ 38 152], [ 36 155]]","[[ 91 115], [ 83 121], [ 67 134], [ 58 140], [ 45 145], [ 38 152], [ 36 155]]",68.8656,[],790
"[(0.4, 1), (0.1111, 2)]",0.5556,"[[ 89 121], [117 115], [134  91]]","[[ 89 121], [117 115], [134  91]]",58.0465,"[[8], [4, 0]]",790
[],0.0,"[[ 58 109], [ 43 105]]","[[ 58 109], [ 43 105]]",15.5242,[],790
"[(0.4, 1), (0.1176, 4), (0.0952, 6)]",0.4848,"[[106  16], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 78 109], [ 90 123]]","[[106  16], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 78 109], [ 90 123]]",122.5309,"[[4], [6, 1, 5, 4], [7, 6, 6, 3, 5, 4]]",790
"[(0.3077, 3), (0.1905, 5), (0.0952, 6)]",0.64,"[[86  4], [82 14], [88 40], [96 53], [114  70], [132  90], [130 108]]","[[86  4], [82 14], [88 40], [96 53], [114  70], [132  90], [130 108]]",122.4949,"[[5, 7, 4], [2, 6, 3, 0, 3], [4, 5, 8, 5, 8, 3]]",790
"[(0.1111, 2)]",0.2308,"[[ 62 100], [68 77], [79 58], [96 53]]","[[ 62 100], [68 77], [79 58], [96 53]]",63.4443,"[[3, 0]]",790
"[(0.3333, 2)]",0.4483,"[[113  67], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 42 126]]","[[113  67], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 42 126]]",114.1016,"[[3, 4]]",790
"[(0.4444, 2)]",0.4444,"[[157  39], [170  59], [171  85]]","[[157  39], [170  59], [171  85]]",49.8729,"[[3, 1]]",790
[],0.0,"[[45 88], [ 47 109], [ 50 130]]","[[45 88], [ 47 109], [ 50 130]]",42.3082,[],790
"[(0.3333, 2), (0.0476, 5)]",0.4634,"[[108  17], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137]]","[[108  17], [105  18], [90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 56 113], [ 50 133], [ 49 137]]",136.9214,"[[3, 4], [5, 7, 0, 4, 4]]",790
"[(0.3333, 2)]",0.4595,"[[113  67], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134], [ 28 138]]","[[113  67], [97 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134], [ 28 138]]",131.3213,"[[3, 3]]",790
"[(0.2857, 6), (0.0, 8)]",0.2973,"[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [89 36], [98 16]]","[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [89 36], [98 16]]",143.1992,"[[6, 4, 8, 4, 2, 5], [4, 3, 4, 8, 4, 3, 5, 5]]",790
[],0.0,"[[39 98], [ 43 105], [ 47 113], [ 50 121], [ 61 140]]","[[39 98], [ 43 105], [ 47 113], [ 50 121], [ 61 140]]",47.505,[],790
[],0.0,"[[38 92], [ 43 105], [ 45 117]]","[[38 92], [ 43 105], [ 45 117]]",26.0939,[],790
[],0.0,"[[45 88], [54 85], [64 85]]","[[45 88], [54 85], [64 85]]",19.4868,[],790
[],0.0,"[[ 64 120], [ 58 140], [ 54 148]]","[[ 64 120], [ 58 140], [ 54 148]]",29.8249,[],790
"[(0.7778, 2)]",0.9394,"[[132 164], [102 174], [ 84 165], [ 78 155], [ 61 140], [ 50 121], [ 47 113], [ 43 105], [39 98]]","[[132 164], [102 174], [ 84 165], [ 78 155], [ 61 140], [ 50 121], [ 47 113], [ 43 105], [39 98]]",133.5859,"[[1, 8]]",790
"[(0.4, 1)]",0.4,"[[105  59], [91 62]]","[[105  59], [91 62]]",14.3178,[[4]],790
[],0.0,"[[89 36], [90 33], [90  7]]","[[89 36], [90 33], [90  7]]",29.1623,[],790
"[(0.2381, 5), (0.0769, 3)]",0.3333,"[[ 69 148], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [89 36], [98 16]]","[[ 69 148], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [89 36], [98 16]]",138.513,"[[6, 3, 2, 3, 5], [3, 5, 0]]",790
"[(0.4, 1), (0.2222, 2), (0.1176, 4)]",0.4706,"[[ 84 165], [ 84 143], [109 132], [120 118], [136  94]]","[[ 84 165], [ 84 143], [109 132], [120 118], [136  94]]",95.9619,"[[1], [8, 5], [2, 2, 3, 0]]",790
"[(0.1176, 4)]",0.303,"[[90  7], [85 25], [79 38], [79 58], [73 77], [72 83], [ 69 103], [ 64 120], [ 58 140]]","[[90  7], [85 25], [79 38], [79 58], [73 77], [72 83], [ 69 103], [ 64 120], [ 58 140]]",137.8314,"[[6, 4, 3, 4]]",790
"[(0.2, 1)]",0.3333,"[[ 90 164], [ 82 151], [ 84 149]]","[[ 90 164], [ 82 151], [ 84 149]]",18.0928,[[5]],790
[],0.0,"[[ 89 126], [ 72 130], [ 50 130]]","[[ 89 126], [ 72 130], [ 50 130]]",39.4642,[],790
[],0.0,"[[ 41 118], [ 41 129]]","[[ 41 118], [ 41 129]]",11.0,[],790
"[(0.1111, 2)]",0.1111,"[[182  63], [172  54], [155  44]]","[[182  63], [172  54], [155  44]]",33.1767,"[[2, 4]]",790
"[(0.4, 1)]",0.4865,"[[119  75], [91 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134], [ 28 138]]","[[119  75], [91 62], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134], [ 28 138]]",139.6389,[[8]],790
[],0.0,"[[62 89], [62 93], [ 56 113]]","[[62 89], [62 93], [ 56 113]]",24.8806,[],790
[],0.0,"[[ 61 155], [ 67 134], [ 77 118]]","[[ 61 155], [ 67 134], [ 77 118]]",40.7083,[],790
"[(0.4444, 2), (0.2222, 2)]",0.4762,"[[125 121], [115 129], [109 132], [ 84 138], [ 64 149], [ 44 157]]","[[125 121], [115 129], [109 132], [ 84 138], [ 64 149], [ 44 157]]",89.5905,"[[5, 4], [4, 4]]",790
[],0.0,"[[78  1], [77  6]]","[[78  1], [77  6]]",5.099,[],790
"[(0.5556, 2)]",0.5294,"[[105  59], [96 53], [88 40], [90 33], [105  18]]","[[105  59], [96 53], [88 40], [90 33], [105  18]]",54.5743,"[[6, 0]]",790
"[(0.0, 1), (0.1538, 3)]",0.6154,"[[97 62], [114  70], [132  90], [128 113]]","[[97 62], [114  70], [132  90], [128 113]]",69.0408,"[[0], [7, 6, 3]]",790
"[(0.4444, 2), (0.3333, 6), (0.1429, 7)]",0.4828,"[[137 179], [142 170], [148 141], [154 132], [158 124], [160 118], [168  92], [174  82]]","[[137 179], [142 170], [148 141], [154 132], [158 124], [160 118], [168  92], [174  82]]",104.8601,"[[6, 3], [8, 6, 3, 3, 1, 3], [1, 1, 2, 0, 4, 3, 4]]",790
"[(0.4, 1), (0.1538, 3)]",0.8776,"[[155 138], [142 151], [129 160], [102 174], [ 84 165], [ 78 155], [ 72 130], [ 70 125], [ 65 108], [ 62 100], [59 93], [57 88], [48 70]]","[[155 138], [142 151], [129 160], [102 174], [ 84 165], [ 78 155], [ 72 130], [ 70 125], [ 65 108], [ 62 100], [59 93], [57 88], [48 70]]",186.8812,"[[6], [2, 5, 5]]",790
"[(0.2222, 2)]",0.7647,"[[105 173], [102 174], [ 84 165], [ 84 149], [ 98 119]]","[[105 173], [102 174], [ 84 165], [ 84 149], [ 98 119]]",72.3928,"[[1, 1]]",790
"[(0.0769, 3)]",0.28,"[[ 73 100], [72 83], [73 77], [79 58], [81 49], [87 35], [87  6]]","[[ 73 100], [72 83], [73 77], [79 58], [81 49], [87 35], [87  6]]",96.4881,"[[2, 4, 0]]",790
"[(0.3529, 4), (0.2353, 4)]",0.3529,"[[ 29 134], [ 50 130], [ 66 125], [ 98 119], [128 113]]","[[ 29 134], [ 50 130], [ 66 125], [ 98 119], [128 113]]",101.2924,"[[7, 4, 7, 6], [7, 5, 4, 4]]",790
"[(0.1111, 2), (0.1429, 7)]",0.4848,"[[82 87], [80 84], [ 69 103], [ 70 125], [ 72 130], [ 78 155], [ 84 165], [102 174], [137 179]]","[[82 87], [80 84], [ 69 103], [ 70 125], [ 72 130], [ 78 155], [ 84 165], [102 174], [137 179]]",145.8197,"[[4, 3], [1, 4, 5, 1, 4, 3, 4]]",790
[],0.0,"[[69 83], [62 89], [ 43 105], [ 39 110]]","[[69 83], [62 89], [ 43 105], [ 39 110]]",40.4622,[],790
"[(0.2381, 8), (0.0476, 7)]",0.1515,"[[38 92], [45 95], [ 62 100], [ 69 103], [ 78 109], [ 91 115], [100 119], [117 115], [136  94]]","[[38 92], [45 95], [ 62 100], [ 69 103], [ 78 109], [ 91 115], [100 119], [117 115], [136  94]]",113.7188,"[[4, 3, 2, 6, 3, 2, 3, 5], [6, 8, 5, 0, 5, 4, 4]]",790
"[(0.2, 1), (0.2, 1)]",0.3846,"[[110 174], [129 160], [142 151], [153 142]]","[[110 174], [129 160], [142 151], [153 142]]",53.6249,"[[4], [4]]",790
"[(0.4, 1)]",0.4706,"[[98 51], [71 69], [64 77], [50 91], [ 37 108]]","[[98 51], [71 69], [64 77], [50 91], [ 37 108]]",84.28,[[3]],790
"[(0.0588, 4)]",0.1429,"[[37 98], [45 88], [57 77], [72 56], [87 35], [96 21]]","[[37 98], [45 88], [57 77], [72 56], [87 35], [96 21]]",97.3423,"[[4, 5, 5, 5]]",790
[],0.0,"[[91  9], [85 25], [79 38], [72 56]]","[[91  9], [85 25], [79 38], [72 56]]",50.719,[],790
[],0.0,"[[ 50 121], [ 64 126], [ 72 130]]","[[ 50 121], [ 64 126], [ 72 130]]",23.8103,[],790
[],0.0,"[[ 39 110], [50 91], [59 81], [71 69]]","[[ 39 110], [50 91], [59 81], [71 69]]",52.3787,[],790
[],0.0,"[[ 42 126], [ 47 109], [59 93], [64 77]]","[[ 42 126], [ 47 109], [59 93], [64 77]]",54.4831,[],790
[],0.0,"[[ 86 131], [ 81 128], [ 65 113], [ 62 111]]","[[ 86 131], [ 81 128], [ 65 113], [ 62 111]]",31.3682,[],790
"[(0.2857, 5), (0.1176, 4)]",0.2857,"[[ 41 150], [ 58 140], [ 67 134], [ 89 125], [117 115], [134  91]]","[[ 41 150], [ 58 140], [ 67 134], [ 89 125], [117 115], [134  91]]",113.4525,"[[1, 3, 8, 5, 5], [5, 8, 8, 3]]",790
"[(0.2, 1)]",0.3333,"[[82 87], [ 62 100], [ 47 102]]","[[82 87], [ 62 100], [ 47 102]]",38.9865,[[4]],790
[],0.0,"[[ 62 112], [ 60 107], [49 85]]","[[ 62 112], [ 60 107], [49 85]]",29.9819,[],790
[],0.0,"[[80 23], [79 38], [72 56], [67 72], [64 77], [55 87], [ 47 109], [ 41 118]]","[[80 23], [79 38], [72 56], [67 72], [64 77], [55 87], [ 47 109], [ 41 118]]",104.6202,[],790
[],0.0,"[[ 39 110], [ 56 113]]","[[ 39 110], [ 56 113]]",17.2627,[],790
[],0.0,"[[ 25 118], [ 36 108], [45 95], [50 91], [64 77], [67 72], [79 58]]","[[ 25 118], [ 36 108], [45 95], [50 91], [64 77], [67 72], [79 58]]",81.1496,[],790
"[(0.2222, 2)]",0.4,"[[96 53], [79 58], [73 77], [72 83], [ 69 103], [ 64 120], [ 61 143]]","[[96 53], [79 58], [73 77], [72 83], [ 69 103], [ 64 120], [ 61 143]]",104.8663,"[[6, 4]]",790
[],0.0,"[[85 25], [87 35]]","[[85 25], [87 35]]",10.198,[],790
[],0.0,"[[171  71], [178  56]]","[[171  71], [178  56]]",16.5529,[],790
"[(0.3077, 3)]",0.3077,"[[82  8], [82 14], [88 40], [96 53]]","[[82  8], [82 14], [88 40], [96 53]]",47.9477,"[[7, 6, 4]]",790
"[(0.1176, 4)]",0.303,"[[95 23], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 57 136]]","[[95 23], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 57 136]]",119.9476,"[[0, 7, 3, 4]]",790
[],0.0,"[[ 47 102], [ 47 109]]","[[ 47 102], [ 47 109]]",7.0,[],790
"[(0.1538, 3)]",0.1538,"[[ 89 125], [ 83 121], [ 69 103], [80 82]]","[[ 89 125], [ 83 121], [ 69 103], [80 82]]",53.7212,"[[4, 5, 1]]",790
"[(0.1538, 3)]",0.2857,"[[60 37], [63 47], [68 77], [ 73 100], [ 77 118], [ 81 128]]","[[60 37], [63 47], [68 77], [ 73 100], [ 77 118], [ 81 128]]",93.6007,"[[7, 4, 4]]",790
"[(0.4444, 2), (0.2353, 4)]",0.7619,"[[85 25], [88 40], [96 53], [114  70], [132  90], [136  94]]","[[85 25], [88 40], [96 53], [114  70], [132  90], [136  94]]",87.8843,"[[5, 4], [5, 4, 0, 1]]",790
[],0.0,"[[43 75], [49 85], [ 60 107], [ 66 125]]","[[43 75], [49 85], [ 60 107], [ 66 125]]",55.2323,[],790
"[(0.2222, 2), (0.2353, 4), (0.0476, 5)]",0.4286,"[[57 59], [72 56], [91 62], [119  75], [132  90], [129 105]]","[[57 59], [72 56], [91 62], [119  75], [132  90], [129 105]]",101.2391,"[[6, 0], [2, 8, 2, 5], [1, 2, 3, 3, 4]]",790
"[(0.2, 1)]",0.4118,"[[116  65], [97 62], [79 58], [71 75], [65 86]]","[[116  65], [97 62], [79 58], [71 75], [65 86]]",68.9927,[[4]],790
"[(0.0476, 7), (0.0476, 8)]",0.1212,"[[38 92], [45 95], [ 62 100], [ 69 103], [ 78 109], [ 91 115], [100 119], [117 115], [134  91]]","[[38 92], [45 95], [ 62 100], [ 69 103], [ 78 109], [ 91 115], [100 119], [117 115], [134  91]]",114.8101,"[[5, 3, 4, 5, 0, 4, 4], [7, 5, 2, 1, 5, 6, 6, 0]]",790
"[(0.1111, 2)]",0.3333,"[[81 49], [79 58], [71 75], [66 81], [62 89], [ 43 105]]","[[81 49], [79 58], [71 75], [66 81], [62 89], [ 43 105]]",69.6018,"[[4, 4]]",790
"[(0.4444, 2), (0.1111, 2)]",0.4444,"[[128 113], [132  90], [116  65]]","[[128 113], [132  90], [116  65]]",53.0269,"[[5, 4], [0, 5]]",790
[],0.0,"[[ 63 144], [ 72 130]]","[[ 63 144], [ 72 130]]",16.6433,[],790
"[(0.3333, 2), (0.0952, 6), (0.2, 1)]",0.7931,"[[99 77], [106  73], [97 62], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]","[[99 77], [106  73], [97 62], [79 58], [73 77], [72 83], [ 73 100], [ 78 109]]",94.0467,"[[7, 4], [0, 1, 6, 5, 4, 3], [5]]",790
[],0.0,"[[122  65], [116  65]]","[[122  65], [116  65]]",6.0,[],790
"[(0.4, 1)]",0.4615,"[[160  96], [171  85], [178  78], [181  72]]","[[160  96], [171  85], [178  78], [181  72]]",32.164,[[3]],790
"[(0.1538, 3), (0.5238, 9), (0.8095, 5)]",0.6585,"[[165  47], [167  54], [170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [129 172]]","[[165  47], [167  54], [170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [129 172]]",136.9607,"[[2, 5, 6], [7, 3, 3, 4, 3, 5, 3, 5, 5], [2, 3, 3, 4, 5]]",790
"[(0.4444, 2), (0.2308, 3)]",0.5385,"[[96 58], [114  70], [132  90], [138  93]]","[[96 58], [114  70], [132  90], [138  93]]",55.2488,"[[1, 8], [0, 1, 6]]",790
[],0.0,"[[ 47 162], [ 45 145], [ 49 119]]","[[ 47 162], [ 45 145], [ 49 119]]",43.4231,[],790
[],0.0,"[[ 36 155], [ 41 129], [ 45 117]]","[[ 36 155], [ 41 129], [ 45 117]]",39.1255,[],790
"[(0.2308, 3), (0.0588, 4), (0.0588, 4)]",0.3529,"[[64 85], [68 77], [79 58], [86 60], [116  65]]","[[64 85], [68 77], [79 58], [86 60], [116  65]]",68.5927,"[[7, 3, 5], [7, 6, 5, 4], [7, 7, 3, 4]]",790
[],0.0,"[[37 90], [59 81]]","[[37 90], [59 81]]",23.7697,[],790
[],0.0,"[[112 129], [ 84 138], [ 63 144], [ 54 148], [ 34 151]]","[[112 129], [ 84 138], [ 63 144], [ 54 148], [ 34 151]]",81.3238,[],790
[],0.0,"[[ 47 102], [ 65 108], [ 89 121]]","[[ 47 102], [ 65 108], [ 89 121]]",46.2684,[],790
[],0.0,"[[ 69 103], [77 80]]","[[ 69 103], [77 80]]",24.3516,[],790
"[(0.5238, 7), (0.6923, 3), (0.4, 1)]",0.5758,"[[170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [132 164]]","[[170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [132 164]]",116.5151,"[[4, 0, 8, 3, 4, 4, 6], [4, 3, 5], [5]]",790
[],0.0,"[[ 85 115], [ 77 118], [ 70 125], [ 50 133]]","[[ 85 115], [ 77 118], [ 70 125], [ 50 133]]",39.9842,[],790
[],0.0,"[[115 129], [ 90 123], [ 64 126], [ 42 126]]","[[115 129], [ 90 123], [ 64 126], [ 42 126]]",73.8824,[],790
[],0.0769,"[[ 61 143], [ 64 126], [ 69 103], [69 83]]","[[ 61 143], [ 64 126], [ 69 103], [69 83]]",60.7999,[],790
"[(0.6, 1), (0.1538, 3)]",0.52,"[[122  65], [124  89], [117 115], [100 119], [ 86 131], [ 79 139], [ 61 149]]","[[122  65], [124  89], [117 115], [100 119], [ 86 131], [ 79 139], [ 61 149]]",118.1338,"[[6], [4, 5, 7]]",790
"[(0.3846, 3)]",0.4483,"[[133 166], [105 173], [102 174], [ 84 165], [ 78 155], [ 67 134], [ 58 109], [49 85]]","[[133 166], [105 173], [102 174], [ 84 165], [ 78 155], [ 67 134], [ 58 109], [49 85]]",139.7197,"[[7, 4, 5]]",790
"[(0.1905, 7), (0.0952, 6)]",0.1379,"[[39 98], [45 95], [50 91], [64 77], [67 72], [79 58], [91 62], [119  75]]","[[39 98], [45 95], [50 91], [64 77], [67 72], [79 58], [91 62], [119  75]]",100.7002,"[[0, 2, 4, 3, 8, 4, 5], [7, 4, 7, 5, 7, 5]]",790
[],0.0,"[[67 72], [68 77], [ 62 100], [ 64 120], [ 58 140]]","[[67 72], [68 77], [ 62 100], [ 64 120], [ 58 140]]",69.8491,[],790
"[(0.4, 1)]",0.4706,"[[119  75], [91 62], [79 58], [71 75], [66 81]]","[[119  75], [91 62], [79 58], [71 75], [66 81]]",70.1184,[[4]],790
[],0.0,"[[62 93], [59 81]]","[[62 93], [59 81]]",12.3693,[],790
[],0.0,"[[ 65 153], [ 61 149], [ 49 137], [ 45 126], [ 41 118], [ 33 101]]","[[ 65 153], [ 61 149], [ 49 137], [ 45 126], [ 41 118], [ 33 101]]",62.0647,[],790
[],0.0,"[[ 49 119], [ 58 109], [ 62 100]]","[[ 49 119], [ 58 109], [ 62 100]]",23.3025,[],790
[],0.0,"[[ 70 125], [ 91 115]]","[[ 70 125], [ 91 115]]",23.2594,[],790
[],0.0,"[[95 23], [80 24]]","[[95 23], [80 24]]",15.0333,[],790
"[(0.4, 1), (0.3077, 3), (0.0588, 4)]",0.8235,"[[88 40], [96 53], [114  70], [132  90], [129 104]]","[[88 40], [96 53], [114  70], [132  90], [129 104]]",81.2482,"[[4], [3, 5, 5], [4, 6, 4, 4]]",790
[],0.0,"[[62 93], [ 65 108], [ 70 125], [ 72 130], [ 78 155], [ 84 165]]","[[62 93], [ 65 108], [ 70 125], [ 72 130], [ 78 155], [ 84 165]]",75.7741,[],790
[],0.0,"[[71 75], [68 77], [59 81], [45 95], [ 36 108]]","[[71 75], [68 77], [59 81], [45 95], [ 36 108]]",49.0648,[],790
"[(0.1905, 7), (0.0476, 8)]",0.1818,"[[ 49 137], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77], [79 58], [91 62], [114  70]]","[[ 49 137], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77], [79 58], [91 62], [114  70]]",122.0496,"[[4, 7, 1, 6, 5, 6, 0], [4, 5, 7, 3, 3, 7, 3, 0]]",790
"[(0.5556, 2), (0.4, 1)]",1.0,"[[132  90], [119  75], [96 53], [88 40], [96 21]]","[[132  90], [119  75], [96 53], [88 40], [96 21]]",87.557,"[[6, 5], [4]]",790
"[(0.4, 1)]",0.4615,"[[ 77 118], [ 73 100], [72 83], [71 75]]","[[ 77 118], [ 73 100], [72 83], [71 75]]",43.5307,[[5]],790
"[(0.4762, 6), (0.4444, 2)]",0.48,"[[137 179], [142 170], [148 141], [154 132], [158 124], [160 118], [168  92]]","[[137 179], [142 170], [148 141], [154 132], [158 124], [160 118], [168  92]]",93.1982,"[[1, 7, 7, 5, 4, 7], [0, 8]]",790
"[(0.1176, 4), (0.0476, 6), (0.0476, 6)]",0.28,"[[ 62 100], [ 69 103], [ 78 109], [ 91 115], [111 119], [124  97], [134  76]]","[[ 62 100], [ 69 103], [ 78 109], [ 91 115], [111 119], [124  97], [134  76]]",101.9596,"[[7, 2, 6, 4], [4, 7, 0, 5, 4, 4], [4, 2, 5, 5, 5, 5]]",790
"[(0.4, 1), (0.5714, 5), (0.2222, 2)]",0.72,"[[ 85 171], [ 84 143], [109 132], [117 115], [124  89], [126  70], [116  66]]","[[ 85 171], [ 84 143], [109 132], [117 115], [124  89], [126  70], [116  66]]",130.9203,"[[5], [1, 3, 6, 3, 4], [6, 0]]",790
"[(0.5238, 8), (0.7647, 4), (0.2222, 2), (0.0952, 10)]",0.717,"[[178  65], [177  67], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [132 164], [102 174], [ 84 165], [ 84 143], [109 132]]","[[178  65], [177  67], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [132 164], [102 174], [ 84 165], [ 84 143], [109 132]]",212.766,"[[4, 7, 3, 3, 2, 6, 2, 0], [5, 3, 3, 5], [2, 5], [2, 4, 7, 3, 4, 8, 8, 4, 3, 5]]",790
"[(0.4, 1), (0.0588, 4)]",0.48,"[[ 85 115], [ 73 100], [72 83], [73 77], [79 58], [81 49], [80 24]]","[[ 85 115], [ 73 100], [72 83], [73 77], [79 58], [81 49], [80 24]]",96.4859,"[[0], [1, 2, 3, 0]]",790
"[(0.1765, 4)]",0.3103,"[[86  4], [82 14], [79 38], [79 58], [73 77], [72 83], [ 69 103], [ 64 120]]","[[86  4], [82 14], [79 38], [79 58], [73 77], [72 83], [ 69 103], [ 64 120]]",118.9085,"[[5, 4, 3, 4]]",790
"[(0.4444, 2)]",0.4615,"[[119  28], [105  18], [87 35], [68 46]]","[[119  28], [105  18], [87 35], [68 46]]",63.918,"[[6, 8]]",790
"[(0.2353, 4), (0.1538, 3)]",0.2353,"[[ 61 140], [ 67 134], [ 89 125], [117 115], [124  89]]","[[ 61 140], [ 67 134], [ 89 125], [117 115], [124  89]]",88.913,"[[2, 1, 5, 3], [5, 2, 4]]",790
"[(0.1111, 2)]",0.3793,"[[86 60], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 70 158]]","[[86 60], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 70 158]]",109.5636,"[[6, 3]]",790
[],0.0,"[[ 78 155], [ 79 139], [ 83 121]]","[[ 78 155], [ 79 139], [ 83 121]]",34.4703,[],790
[],0.0,"[[116  65], [105  59], [96 53], [87 47]]","[[116  65], [105  59], [96 53], [87 47]]",34.1633,[],790
"[(0.4444, 2), (0.1538, 3)]",0.7059,"[[80 23], [88 40], [96 53], [119  75], [134  91]]","[[80 23], [88 40], [96 53], [119  75], [134  91]]",87.812,"[[3, 5], [0, 4, 1]]",790
"[(0.1765, 4)]",0.2381,"[[59 93], [64 85], [68 77], [79 58], [91 62], [113  67]]","[[59 93], [64 85], [68 77], [79 58], [91 62], [113  67]]",75.5429,"[[6, 3, 3, 1]]",790
[],0.0,"[[82 14], [80 23]]","[[82 14], [80 23]]",9.2195,[],790
"[(0.0769, 3)]",0.28,"[[ 61 113], [ 62 100], [68 77], [79 58], [86 45], [88 40], [91 17]]","[[ 61 113], [ 62 100], [68 77], [79 58], [86 45], [88 40], [91 17]]",102.1074,"[[7, 6, 5]]",790
[],0.0,"[[85 25], [79 38], [72 56], [67 72], [57 88]]","[[85 25], [79 38], [72 56], [67 72], [57 88]]",69.262,[],790
[],0.0,"[[ 64 126], [ 67 134], [ 78 155], [ 84 165]]","[[ 64 126], [ 67 134], [ 78 155], [ 84 165]]",43.9124,[],790
"[(0.0769, 3)]",0.3333,"[[90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134]]","[[90 33], [86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 41 118], [ 29 134]]",119.41,"[[5, 3, 4]]",790
"[(0.4, 1), (0.2222, 2), (0.1111, 2)]",0.6667,"[[79 58], [91 62], [122  65]]","[[79 58], [91 62], [122  65]]",43.7939,"[[1], [1, 3], [1, 4]]",790
"[(0.3333, 2)]",0.4118,"[[113  20], [105  18], [79 38], [65 49], [57 59]]","[[113  20], [105  18], [79 38], [65 49], [57 59]]",71.6594,"[[2, 4]]",790
[],0.3333,"[[98 16], [90 33], [86 45], [79 58], [71 69], [64 77]]","[[98 16], [90 33], [86 45], [79 58], [71 69], [64 77]]",70.4338,[],790
[],0.0,"[[80 23], [79 38], [72 56], [71 75]]","[[80 23], [79 38], [72 56], [71 75]]",53.3728,[],790
[],0.0,"[[67 32], [74 38], [86 45]]","[[67 32], [74 38], [86 45]]",23.112,[],790
"[(0.1176, 4)]",0.1176,"[[ 41 118], [ 45 126], [ 57 136], [ 69 148], [ 90 164]]","[[ 41 118], [ 45 126], [ 57 136], [ 69 148], [ 90 164]]",67.9361,"[[4, 7, 6, 4]]",790
"[(0.0952, 6)]",0.08,"[[ 33 101], [ 43 105], [ 47 109], [ 56 113], [ 64 120], [ 70 125], [ 84 149]]","[[ 33 101], [ 43 105], [ 47 109], [ 56 113], [ 64 120], [ 70 125], [ 84 149]]",72.5013,"[[8, 3, 0, 4, 6, 3]]",790
"[(0.4444, 2), (0.2857, 7), (0.1905, 11), (0.0952, 5)]",0.5102,"[[113  20], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 138], [ 84 165], [102 174]]","[[113  20], [105  18], [90 33], [86 45], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 138], [ 84 165], [102 174]]",186.6847,"[[4, 3], [5, 4, 4, 3, 7, 3, 4], [4, 5, 5, 4, 6, 0, 2, 5, 3, 1, 8], [5, 2, 5, 7, 4]]",790
