rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards,collided_obs
"[(0.4444, 2)]",0,"[[72 94], [92 93], [111  97], [125 102]]",4,54.3075,"[[6, 2]]",0,"[klapp: corners: [(98.93168422390407, 115.70621690907402), (102.98490261928642, 106.47703372237336), (96.25528987898386, 103.52156197574041), (92.2020714836015, 112.75074516244106)]
borders: [[(98.93168422390407, 115.70621690907402), (102.98490261928642, 106.47703372237336)], [(98.93168422390407, 115.70621690907402), (92.2020714836015, 112.75074516244106)], [(102.98490261928642, 106.47703372237336), (96.25528987898386, 103.52156197574041)], [(96.25528987898386, 103.52156197574041), (92.2020714836015, 112.75074516244106)]]]"
[],0,"[[94 92], [81 87], [66 78], [58 73]]",4,40.8552,[],0,[]
"[(0.4, 1)]",0,"[[68 92], [93 95], [116  98], [125 102]]",4,58.223,[[6]],0,"[klapp: corners: [(98.16712472099309, 116.11200704118654), (101.08801339910916, 106.46447848187236), (94.05335715794257, 104.33466382074606), (91.13246847982649, 113.98219238006024)]
borders: [[(98.16712472099309, 116.11200704118654), (101.08801339910916, 106.46447848187236)], [(98.16712472099309, 116.11200704118654), (91.13246847982649, 113.98219238006024)], [(101.08801339910916, 106.46447848187236), (94.05335715794257, 104.33466382074606)], [(94.05335715794257, 104.33466382074606), (91.13246847982649, 113.98219238006024)]]]"
[],0,"[[115  98], [90 87], [78 83], [58 73]]",4,62.3228,[],0,[]
"[(0.2222, 2)]",0,"[[68 94], [76 88], [98 93], [115  99], [125 102]]",5,61.0291,"[[8, 6]]",0,"[klapp: corners: [(97.43590285661739, 112.99273794764743), (100.88827808446085, 103.52238899806895), (93.98281530872654, 101.00503206109977), (90.53044008088308, 110.47538101067825)]
borders: [[(97.43590285661739, 112.99273794764743), (100.88827808446085, 103.52238899806895)], [(97.43590285661739, 112.99273794764743), (90.53044008088308, 110.47538101067825)], [(100.88827808446085, 103.52238899806895), (93.98281530872654, 101.00503206109977)], [(93.98281530872654, 101.00503206109977), (90.53044008088308, 110.47538101067825)]]]"
[],0,"[[123 101], [108  91], [90 84], [74 80], [67 75], [58 73]]",6,71.6553,[],0,[]
"[(0.1111, 2)]",0,"[[71 93], [79 96], [94 91], [106  95], [125 102]]",5,57.253,"[[6, 1]]",0,"[klapp: corners: [(98.42790056327809, 112.20298259663602), (101.31686830903651, 102.5458472996066), (94.27520715495257, 100.43930831832441), (91.38623940919413, 110.09644361535383)]
borders: [[(98.42790056327809, 112.20298259663602), (101.31686830903651, 102.5458472996066)], [(98.42790056327809, 112.20298259663602), (91.38623940919413, 110.09644361535383)], [(101.31686830903651, 102.5458472996066), (94.27520715495257, 100.43930831832441)], [(94.27520715495257, 100.43930831832441), (91.38623940919413, 110.09644361535383)]]]"
[],0,"[[91 90], [72 84], [58 73]]",3,37.7294,[],0,[]
"[(0.2, 1)]",0,"[[70 92], [99 90], [118  98], [125 102]]",4,57.7467,[[0]],0,"[klapp: corners: [(92.51854380723347, 114.53833388328073), (100.18950339038244, 107.99900801130042), (95.42124494206348, 102.40559998192094), (87.7502853589145, 108.94492585390125)]
borders: [[(92.51854380723347, 114.53833388328073), (100.18950339038244, 107.99900801130042)], [(92.51854380723347, 114.53833388328073), (87.7502853589145, 108.94492585390125)], [(100.18950339038244, 107.99900801130042), (95.42124494206348, 102.40559998192094)], [(95.42124494206348, 102.40559998192094), (87.7502853589145, 108.94492585390125)]]]"
"[(0.2, 1)]",0,"[[69 96], [91 92], [106  97], [125 102]]",4,57.819,[[5]],0,"[klapp: corners: [(93.69649888951304, 114.45360508024135), (100.0805386484921, 106.65293612536121), (94.392550868892, 101.99790713443898), (88.00851110991294, 109.79857608931913)]
borders: [[(93.69649888951304, 114.45360508024135), (100.0805386484921, 106.65293612536121)], [(93.69649888951304, 114.45360508024135), (88.00851110991294, 109.79857608931913)], [(100.0805386484921, 106.65293612536121), (94.392550868892, 101.99790713443898)], [(94.392550868892, 101.99790713443898), (88.00851110991294, 109.79857608931913)]]]"
[],0,"[[103  96], [84 89], [77 85], [58 73]]",4,50.7829,[],0,[]
"[(0.4444, 2)]",0,"[[73 95], [87 94], [111  95], [119  99]]",4,47.0008,"[[5, 2]]",0,"[klapp: corners: [(96.02729265228488, 114.82757257348943), (101.62380759182724, 106.44393231925147), (95.51073657311207, 102.36314017583516), (89.91422163356971, 110.74678043007313)]
borders: [[(96.02729265228488, 114.82757257348943), (101.62380759182724, 106.44393231925147)], [(96.02729265228488, 114.82757257348943), (89.91422163356971, 110.74678043007313)], [(101.62380759182724, 106.44393231925147), (95.51073657311207, 102.36314017583516)], [(95.51073657311207, 102.36314017583516), (89.91422163356971, 110.74678043007313)]]]"
[],0,"[[117  98], [97 88], [82 84], [62 74]]",4,60.2455,[],0,[]
"[(0.4444, 3)]",0,"[[73 98], [86 94], [101  99], [125 102]]",4,53.5996,"[[7, 2, 5]]",0,"[klapp: corners: [(102.33568560546956, 118.97832268799156), (105.90325405503579, 109.55076443486946), (99.02899282880094, 106.94941244039408), (95.46142437923469, 116.37697069351617)]
borders: [[(102.33568560546956, 118.97832268799156), (105.90325405503579, 109.55076443486946)], [(102.33568560546956, 118.97832268799156), (95.46142437923469, 116.37697069351617)], [(105.90325405503579, 109.55076443486946), (99.02899282880094, 106.94941244039408)], [(99.02899282880094, 106.94941244039408), (95.46142437923469, 116.37697069351617)]]]"
[],0,"[[ 87 103], [58 73]]",2,41.7253,[],0,[]
"[(0.7778, 2), (0.2, 1)]",0,"[[70 96], [99 99], [125 102]]",3,55.3273,"[[2, 5], [4]]",0,"[klapp: corners: [(102.9461633914036, 119.41972398305997), (106.31723096001772, 109.92012934662895), (99.39044320428678, 107.4620592445145), (96.01937563567266, 116.9616538809455)]
borders: [[(102.9461633914036, 119.41972398305997), (106.31723096001772, 109.92012934662895)], [(102.9461633914036, 119.41972398305997), (96.01937563567266, 116.9616538809455)], [(106.31723096001772, 109.92012934662895), (99.39044320428678, 107.4620592445145)], [(99.39044320428678, 107.4620592445145), (96.01937563567266, 116.9616538809455)]], box: corners: [(98.48931070094065, 87.1243334181549), (101.61209135169682, 80.40117871533725), (97.07919951240333, 78.29573453720704), (93.95641886164717, 85.01888924002469)]
borders: [[(98.48931070094065, 87.1243334181549), (101.61209135169682, 80.40117871533725)], [(98.48931070094065, 87.1243334181549), (93.95641886164717, 85.01888924002469)], [(101.61209135169682, 80.40117871533725), (97.07919951240333, 78.29573453720704)], [(97.07919951240333, 78.29573453720704), (93.95641886164717, 85.01888924002469)]]]"
"[(0.8889, 2), (0.1111, 2)]",0,"[[70 96], [ 86 103], [125 102]]",3,56.4771,"[[1, 5], [5, 5]]",0,"[klapp: corners: [(102.9461633914036, 119.41972398305997), (106.31723096001772, 109.92012934662895), (99.39044320428678, 107.4620592445145), (96.01937563567266, 116.9616538809455)]
borders: [[(102.9461633914036, 119.41972398305997), (106.31723096001772, 109.92012934662895)], [(102.9461633914036, 119.41972398305997), (96.01937563567266, 116.9616538809455)], [(106.31723096001772, 109.92012934662895), (99.39044320428678, 107.4620592445145)], [(99.39044320428678, 107.4620592445145), (96.01937563567266, 116.9616538809455)]], ws5: corners: [(147.33336925812984, 126.96675511333302), (157.40079913679526, 105.01523225868455), (142.13017454225718, 98.01180277787381), (132.06274466359176, 119.96332563252228)]
borders: [[(147.33336925812984, 126.96675511333302), (157.40079913679526, 105.01523225868455)], [(147.33336925812984, 126.96675511333302), (132.06274466359176, 119.96332563252228)], [(157.40079913679526, 105.01523225868455), (142.13017454225718, 98.01180277787381)], [(142.13017454225718, 98.01180277787381), (132.06274466359176, 119.96332563252228)]]]"
"[(0.4444, 2), (0.2222, 2)]",0,"[[70 96], [78 93], [125 102]]",3,56.3979,"[[5, 4], [4, 0]]",0,"[box: corners: [(98.48931070094065, 87.1243334181549), (101.61209135169682, 80.40117871533725), (97.07919951240333, 78.29573453720704), (93.95641886164717, 85.01888924002469)]
borders: [[(98.48931070094065, 87.1243334181549), (101.61209135169682, 80.40117871533725)], [(98.48931070094065, 87.1243334181549), (93.95641886164717, 85.01888924002469)], [(101.61209135169682, 80.40117871533725), (97.07919951240333, 78.29573453720704)], [(97.07919951240333, 78.29573453720704), (93.95641886164717, 85.01888924002469)]], klapp: corners: [(102.9461633914036, 119.41972398305997), (106.31723096001772, 109.92012934662895), (99.39044320428678, 107.4620592445145), (96.01937563567266, 116.9616538809455)]
borders: [[(102.9461633914036, 119.41972398305997), (106.31723096001772, 109.92012934662895)], [(102.9461633914036, 119.41972398305997), (96.01937563567266, 116.9616538809455)], [(106.31723096001772, 109.92012934662895), (99.39044320428678, 107.4620592445145)], [(99.39044320428678, 107.4620592445145), (96.01937563567266, 116.9616538809455)]]]"
"[(0.4, 1)]",0,"[[103  97], [82 92], [65 76]]",3,44.9323,[[5]],0,"[box: corners: [(98.48931070094065, 87.1243334181549), (101.61209135169682, 80.40117871533725), (97.07919951240333, 78.29573453720704), (93.95641886164717, 85.01888924002469)]
borders: [[(98.48931070094065, 87.1243334181549), (101.61209135169682, 80.40117871533725)], [(98.48931070094065, 87.1243334181549), (93.95641886164717, 85.01888924002469)], [(101.61209135169682, 80.40117871533725), (97.07919951240333, 78.29573453720704)], [(97.07919951240333, 78.29573453720704), (93.95641886164717, 85.01888924002469)]]]"
[],0,"[[67 97], [82 98], [100  96], [125 102]]",4,58.854,[],0,[]
"[(0.2, 1)]",0,"[[122 102], [111  68], [89 62], [74 67], [58 73]]",5,91.438,[[4]],0,"[box: corners: [(98.79883337919948, 86.18445752722583), (102.02419186397624, 79.50990645448222), (97.52406961096497, 77.33530215029845), (94.29871112618821, 84.00985322304206)]
borders: [[(98.79883337919948, 86.18445752722583), (102.02419186397624, 79.50990645448222)], [(98.79883337919948, 86.18445752722583), (94.29871112618821, 84.00985322304206)], [(102.02419186397624, 79.50990645448222), (97.52406961096497, 77.33530215029845)], [(97.52406961096497, 77.33530215029845), (94.29871112618821, 84.00985322304206)]]]"
"[(0.8889, 3), (0.6667, 2)]",0,"[[63 76], [76 82], [103 100], [125 102]]",4,68.8585,"[[3, 0, 3], [6, 3]]",0,"[klapp: corners: [(98.18475907486982, 122.74495405289983), (106.93514920374426, 117.74124880427863), (103.28661412662464, 111.36075600197434), (94.53622399775017, 116.36446125059554)]
borders: [[(98.18475907486982, 122.74495405289983), (106.93514920374426, 117.74124880427863)], [(98.18475907486982, 122.74495405289983), (94.53622399775017, 116.36446125059554)], [(106.93514920374426, 117.74124880427863), (103.28661412662464, 111.36075600197434)], [(103.28661412662464, 111.36075600197434), (94.53622399775017, 116.36446125059554)]], box: corners: [(97.84895117523646, 86.62261429877643), (100.68090805424352, 79.77187781571055), (96.06199790418776, 77.86251312108256), (93.2300410251807, 84.71324960414844)]
borders: [[(97.84895117523646, 86.62261429877643), (100.68090805424352, 79.77187781571055)], [(97.84895117523646, 86.62261429877643), (93.2300410251807, 84.71324960414844)], [(100.68090805424352, 79.77187781571055), (96.06199790418776, 77.86251312108256)], [(96.06199790418776, 77.86251312108256), (93.2300410251807, 84.71324960414844)]]]"
"[(0.4444, 3)]",0,"[[63 76], [72 88], [ 88 102], [106  97], [125 102]]",5,74.5887,"[[3, 0, 2]]",0,"[klapp: corners: [(101.78009187045939, 119.68485604409454), (105.52429498801648, 110.3260450424538), (98.70016196598678, 107.59589693590176), (94.95595884842969, 116.95470793754251)]
borders: [[(101.78009187045939, 119.68485604409454), (105.52429498801648, 110.3260450424538)], [(101.78009187045939, 119.68485604409454), (94.95595884842969, 116.95470793754251)], [(105.52429498801648, 110.3260450424538), (98.70016196598678, 107.59589693590176)], [(98.70016196598678, 107.59589693590176), (94.95595884842969, 116.95470793754251)]]]"
[],0,"[[ 89 100], [80 89], [58 73]]",3,41.4156,[],0,[]
"[(0.2222, 2), (0.3333, 3)]",0,"[[57 80], [76 85], [93 95], [125 102]]",4,72.1266,"[[2, 4], [3, 1, 5]]",0,"[box: corners: [(98.79444506309297, 86.86286040871585), (101.78566080081785, 80.08014721079533), (97.21261337559099, 78.06340685504881), (94.2213976378661, 84.84612005296933)]
borders: [[(98.79444506309297, 86.86286040871585), (101.78566080081785, 80.08014721079533)], [(98.79444506309297, 86.86286040871585), (94.2213976378661, 84.84612005296933)], [(101.78566080081785, 80.08014721079533), (97.21261337559099, 78.06340685504881)], [(97.21261337559099, 78.06340685504881), (94.2213976378661, 84.84612005296933)]], klapp: corners: [(101.64852124882039, 118.76405352218487), (105.14305630102953, 109.30918070356282), (98.24887820411763, 106.76108222799365), (94.75434315190847, 116.2159550466157)]
borders: [[(101.64852124882039, 118.76405352218487), (105.14305630102953, 109.30918070356282)], [(101.64852124882039, 118.76405352218487), (94.75434315190847, 116.2159550466157)], [(105.14305630102953, 109.30918070356282), (98.24887820411763, 106.76108222799365)], [(98.24887820411763, 106.76108222799365), (94.75434315190847, 116.2159550466157)]]]"
"[(0.1111, 2)]",0,"[[109  98], [116  78], [109  69], [97 65], [79 68], [58 73]]",6,85.0758,"[[2, 5]]",0,"[ws3: corners: [(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]
borders: [[(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006)], [(149.08502679484423, 49.27037515233761), (141.76556169739547, 64.39206258090289)], [(127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029)], [(120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]]]"
"[(0.4, 1)]",0,"[[63 78], [89 93], [113  99], [125 102]]",4,67.1246,[[4]],0,"[box: corners: [(98.58132796589172, 86.80922246630048), (101.24109845628097, 79.88981578824982), (96.57588942122132, 78.09654276640097), (93.91611893083206, 85.01594944445164)]
borders: [[(98.58132796589172, 86.80922246630048), (101.24109845628097, 79.88981578824982)], [(98.58132796589172, 86.80922246630048), (93.91611893083206, 85.01594944445164)], [(101.24109845628097, 79.88981578824982), (96.57588942122132, 78.09654276640097)], [(96.57588942122132, 78.09654276640097), (93.91611893083206, 85.01594944445164)]]]"
"[(0.2, 1), (0.2222, 2), (0.2222, 2)]",0,"[[123 102], [123  74], [101  66], [77 70], [58 73]]",5,94.9758,"[[5], [6, 5], [2, 0]]",0,"[ws6: corners: [(164.78681452023076, 82.50636785318696), (157.19003208135152, 59.58233250649599), (141.2428770575665, 64.86705072484679), (148.83965949644573, 87.79108607153773)]
borders: [[(164.78681452023076, 82.50636785318696), (157.19003208135152, 59.58233250649599)], [(164.78681452023076, 82.50636785318696), (148.83965949644573, 87.79108607153773)], [(157.19003208135152, 59.58233250649599), (141.2428770575665, 64.86705072484679)], [(141.2428770575665, 64.86705072484679), (148.83965949644573, 87.79108607153773)]], ws3: corners: [(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]
borders: [[(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006)], [(149.08502679484423, 49.27037515233761), (141.76556169739547, 64.39206258090289)], [(127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029)], [(120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]], ws4: corners: [(125.8354323734251, 38.01669756501013), (104.0980066948625, 27.494966487427533), (96.77854159741375, 42.61665391599281), (118.51596727597635, 53.138384993575414)]
borders: [[(125.8354323734251, 38.01669756501013), (104.0980066948625, 27.494966487427533)], [(125.8354323734251, 38.01669756501013), (118.51596727597635, 53.138384993575414)], [(104.0980066948625, 27.494966487427533), (96.77854159741375, 42.61665391599281)], [(96.77854159741375, 42.61665391599281), (118.51596727597635, 53.138384993575414)]]]"
[],0,"[[74 94], [58 73]]",2,26.4008,[],0,[]
"[(0.2222, 3)]",0,"[[73 87], [96 79], [118  80], [125 102]]",4,69.4611,"[[1, 4, 1]]",0,"[klapp: corners: [(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]
borders: [[(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422)], [(116.31622553139123, 106.05228284260423), (109.24706766446093, 113.23792186053831)], [(111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683)], [(104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]]]"
"[(0.8889, 2)]",0,"[[73 87], [92 89], [125 102]]",3,54.5733,"[[2, 8]]",0,"[klapp: corners: [(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]
borders: [[(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422)], [(116.31622553139123, 106.05228284260423), (109.24706766446093, 113.23792186053831)], [(111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683)], [(104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]]]"
"[(1.0, 2)]",0,"[[73 87], [91 92], [125 102]]",3,54.1216,"[[3, 8]]",0,"[klapp: corners: [(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]
borders: [[(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422)], [(116.31622553139123, 106.05228284260423), (109.24706766446093, 113.23792186053831)], [(111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683)], [(104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]]]"
"[(1.0, 2)]",0,"[[73 87], [85 94], [125 102]]",3,54.6846,"[[5, 0]]",0,"[klapp: corners: [(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]
borders: [[(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422)], [(116.31622553139123, 106.05228284260423), (109.24706766446093, 113.23792186053831)], [(111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683)], [(104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]]]"
"[(0.4444, 3)]",0,"[[73 87], [86 92], [108  88], [120  97]]",4,51.2891,"[[4, 2, 6]]",0,"[klapp: corners: [(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]
borders: [[(116.31622553139123, 106.05228284260423), (111.07669708081428, 100.89768856463422)], [(116.31622553139123, 106.05228284260423), (109.24706766446093, 113.23792186053831)], [(111.07669708081428, 100.89768856463422), (104.00753921388399, 108.0833275825683)], [(104.00753921388399, 108.0833275825683), (109.24706766446093, 113.23792186053831)]]]"
"[(0.2, 1)]",0,"[[71 82], [105  94], [114  98], [125 102]]",4,57.6091,[[5]],0,"[klapp: corners: [(103.89716003119584, 118.36495363546135), (107.86086580640006, 109.09697470498715), (101.1029645029293, 106.20677257723406), (97.13925872772508, 115.47475150770825)]
borders: [[(103.89716003119584, 118.36495363546135), (107.86086580640006, 109.09697470498715)], [(103.89716003119584, 118.36495363546135), (97.13925872772508, 115.47475150770825)], [(107.86086580640006, 109.09697470498715), (101.1029645029293, 106.20677257723406)], [(101.1029645029293, 106.20677257723406), (97.13925872772508, 115.47475150770825)]]]"
