rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
[],0.0,"[[104 129], [ 95 125], [ 81 114], [ 76 111], [ 72 109], [ 64 106], [53 96], [51 94], [49 92]]","[[104 129], [ 95 125], [ 81 114], [ 76 111], [ 72 109], [ 64 106], [53 96], [51 94], [49 92]]",67.0234,[],710
[],0.0,"[[75 83], [80 85]]","[[75 83], [80 85]]",5.3852,[],710
"[(0.4615, 2), (0.3846, 1)]",0.4615,"[[174  64], [162  51], [149  42], [143  38]]","[[174  64], [162  51], [149  42], [143  38]]",40.7143,"[[3, 2], [4]]",710
"[(0.2857, 3), (0.0952, 5)]",0.32,"[[81 33], [81 41], [76 56], [74 78], [75 83], [ 72 104], [ 94 113]]","[[81 33], [81 41], [76 56], [74 78], [75 83], [ 72 104], [ 94 113]]",95.9841,"[[1, 3, 4], [5, 4, 5, 2, 4]]",710
[],0.0,"[[ 99 118], [ 78 114]]","[[ 99 118], [ 78 114]]",21.3776,[],710
"[(0.4118, 2), (0.1176, 4)]",0.4118,"[[93 50], [81 56], [74 78], [75 83], [ 72 104]]","[[93 50], [81 56], [74 78], [75 83], [ 72 104]]",62.8154,"[[3, 4], [4, 5, 4, 3]]",710
"[(0.6667, 1)]",0.8772,"[[106 132], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [170  91], [173  74], [174  56], [183  47], [193  52]]","[[106 132], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [170  91], [173  74], [174  56], [183  47], [193  52]]",242.4362,[[3]],710
[],0.0,"[[ 76 111], [ 78 114], [ 88 130]]","[[ 76 111], [ 78 114], [ 88 130]]",22.4735,[],710
[],0.0,"[[ 16 134], [ 44 133], [ 66 130], [ 80 129], [102 125]]","[[ 16 134], [ 44 133], [ 66 130], [ 80 129], [102 125]]",86.6178,[],710
"[(0.2857, 3), (0.1429, 5)]",0.3448,"[[87 17], [81 41], [76 56], [74 78], [71 89], [ 76 111], [ 78 117], [ 84 135]]","[[87 17], [81 41], [76 56], [74 78], [71 89], [ 76 111], [ 78 117], [ 84 135]]",121.9017,"[[2, 8, 3], [5, 3, 0, 4, 3]]",710
[],0.0,"[[57 71], [62 63], [76 38]]","[[57 71], [62 63], [76 38]]",38.0871,[],710
[],0.0,"[[38 91], [ 38 106], [ 52 117], [ 56 122], [ 66 130]]","[[38 91], [ 38 106], [ 52 117], [ 56 122], [ 66 130]]",52.0139,[],710
"[(0.1905, 4)]",0.24,"[[54 57], [57 71], [62 87], [64 89], [ 77 106], [ 89 113], [ 93 117]]","[[54 57], [57 71], [62 87], [64 89], [ 77 106], [ 89 113], [ 93 117]]",74.8595,"[[2, 8, 3, 3]]",710
"[(0.4286, 2), (0.2857, 5)]",0.4545,"[[ 86 137], [104 129], [115 106], [120  92], [123  87], [126  70], [121  67], [113  64], [105  61]]","[[ 86 137], [104 129], [115 106], [120  92], [123  87], [126  70], [121  67], [113  64], [105  61]]",106.0715,"[[5, 3], [5, 3, 7, 6, 4]]",710
"[(0.2381, 3)]",0.2381,"[[38 95], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 96 120]]","[[38 95], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 96 120]]",64.6314,"[[8, 4, 4]]",710
[],0.0,"[[122 115], [102 125], [ 88 130], [ 76 138]]","[[122 115], [102 125], [ 88 130], [ 76 138]]",51.649,[],710
[],0.0,"[[ 34 131], [ 35 130], [ 55 135], [ 75 135]]","[[ 34 131], [ 35 130], [ 55 135], [ 75 135]]",42.0297,[],710
"[(0.2381, 3)]",0.5111,"[[ 93 117], [ 88 130], [ 86 137], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [178  84]]","[[ 93 117], [ 88 130], [ 86 137], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [178  84]]",196.3008,"[[2, 7, 4]]",710
[],0.0,"[[160  45], [160  54]]","[[160  45], [160  54]]",9.0,[],710
[],0.0,"[[ 72 109], [ 76 111], [ 89 123]]","[[ 72 109], [ 76 111], [ 89 123]]",22.1639,[],710
"[(0.2381, 4), (0.0476, 5)]",0.2381,"[[ 31 107], [38 95], [56 78], [68 68], [86 59], [102  55]]","[[ 31 107], [38 95], [56 78], [68 68], [86 59], [102  55]]",90.8888,"[[3, 4, 5, 0], [1, 6, 7, 3, 4]]",710
[],0.0,"[[ 39 122], [ 55 134]]","[[ 39 122], [ 55 134]]",20.0,[],710
"[(0.381, 3), (0.0952, 5)]",0.4878,"[[103  53], [94 56], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176]]","[[103  53], [94 56], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176]]",152.2035,"[[3, 4, 5], [4, 7, 2, 4, 3]]",710
[],0.0,"[[ 44 133], [ 52 117], [54 97], [60 87], [70 71], [76 56]]","[[ 44 133], [ 52 117], [54 97], [60 87], [70 71], [76 56]]",84.6737,[],710
[],0.0,"[[ 90 170], [ 79 161], [ 72 154], [ 67 148], [ 59 143], [ 44 133], [ 29 122], [ 27 120]]","[[ 90 170], [ 79 161], [ 72 154], [ 67 148], [ 59 143], [ 44 133], [ 29 122], [ 27 120]]",80.8137,[],710
[],0.0,"[[ 72 154], [ 67 148], [ 58 138], [ 54 134], [ 40 120], [ 31 107]]","[[ 72 154], [ 67 148], [ 58 138], [ 54 134], [ 40 120], [ 31 107]]",62.5311,[],710
[],0.0,"[[ 52 117], [ 42 120], [ 29 122]]","[[ 52 117], [ 42 120], [ 29 122]]",23.5933,[],710
"[(0.0952, 8)]",0.5152,"[[105  15], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87]]","[[105  15], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87]]",99.1268,"[[1, 1, 4, 5, 5, 5, 4, 6]]",710
"[(0.2857, 4)]",0.36,"[[ 27 120], [ 38 106], [53 90], [70 71], [86 59], [94 56], [103  53]]","[[ 27 120], [ 38 106], [53 90], [70 71], [86 59], [94 56], [103  53]]",103.2621,"[[5, 0, 4, 5]]",710
"[(0.5294, 2), (0.0588, 4)]",0.5294,"[[60 87], [70 71], [86 59], [94 56], [103  53]]","[[60 87], [70 71], [86 59], [94 56], [103  53]]",56.8988,"[[6, 7], [7, 4, 4, 8]]",710
"[(0.5238, 1), (0.0476, 5)]",0.8246,"[[115 106], [120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [149  42], [174  56], [183  47]]","[[115 106], [120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [149  42], [174  56], [183  47]]",210.5502,"[[4], [6, 1, 2, 0, 5]]",710
"[(0.4286, 3)]",0.4286,"[[ 83 126], [ 84 135], [ 82 148], [ 89 160], [ 93 173], [125 176]]","[[ 83 126], [ 84 135], [ 82 148], [ 89 160], [ 93 173], [125 176]]",81.8426,"[[4, 2, 4]]",710
"[(0.2, 1)]",0.2,"[[188  66], [165  63]]","[[188  66], [165  63]]",23.1948,[[4]],710
[],0.0,"[[ 55 134], [ 59 143], [ 78 151]]","[[ 55 134], [ 59 143], [ 78 151]]",30.4644,[],710
[],0.0,"[[173  94], [179  70]]","[[173  94], [179  70]]",24.7386,[],710
[],0.0,"[[ 81 114], [ 78 114], [ 56 122], [ 40 120]]","[[ 81 114], [ 78 114], [ 56 122], [ 40 120]]",42.5339,[],710
"[(0.8095, 1), (0.3333, 5), (0.3333, 2)]",0.8621,"[[126  99], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [105  15]]","[[126  99], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [105  15]]",108.4214,"[[4], [5, 6, 0, 2, 6], [0, 0]]",710
[],0.0,"[[168  91], [173  94]]","[[168  91], [173  94]]",5.831,[],710
[],0.0,"[[89 14], [87 17], [76 38], [61 60], [50 74], [47 81]]","[[89 14], [87 17], [76 38], [61 60], [50 74], [47 81]]",79.3594,[],710
"[(0.1905, 4)]",0.2759,"[[102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 106], [113 122]]","[[102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 106], [113 122]]",82.4667,"[[2, 5, 3, 6]]",710
[],0.0,"[[ 84 135], [ 78 117], [ 64 106], [53 96], [38 91]]","[[ 84 135], [ 78 117], [ 64 106], [53 96], [38 91]]",67.4556,[],710
"[(0.619, 1), (0.1429, 4)]",0.7838,"[[120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [105  15]]","[[120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [105  15]]",104.9577,"[[4], [1, 6, 4, 5]]",710
"[(0.6667, 1), (0.4444, 2)]",0.6667,"[[121  29], [139  36], [160  47]]","[[121  29], [139  36], [160  47]]",43.0197,"[[6], [3, 1]]",710
"[(0.2381, 7)]",0.2121,"[[38 91], [53 96], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 99 118], [115 117], [123  95]]","[[38 91], [53 96], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 99 118], [115 117], [123  95]]",106.4539,"[[4, 1, 7, 8, 4, 4, 3]]",710
"[(0.2381, 4)]",0.2381,"[[75 48], [72 61], [70 71], [68 92], [ 77 106], [ 80 112]]","[[75 48], [72 61], [70 71], [68 92], [ 77 106], [ 80 112]]",67.9862,"[[1, 5, 5, 3]]",710
[],0.0909,"[[76 41], [65 55], [61 60], [50 74], [47 79], [41 86], [38 91], [ 31 107], [ 27 120]]","[[76 41], [65 55], [61 60], [50 74], [47 79], [41 86], [38 91], [ 31 107], [ 27 120]]",93.9593,[],710
"[(0.381, 2)]",0.4,"[[74 78], [68 92], [ 77 106], [ 89 113], [ 96 120], [ 98 122], [106 132]]","[[74 78], [68 92], [ 77 106], [ 89 113], [ 96 120], [ 98 122], [106 132]]",71.3015,"[[1, 3]]",710
"[(0.2857, 5), (0.2857, 3)]",0.3448,"[[ 80 129], [ 76 114], [ 72 104], [75 90], [74 78], [76 56], [81 41], [87 23]]","[[ 80 129], [ 76 114], [ 72 104], [75 90], [74 78], [76 56], [81 41], [87 23]]",109.5297,"[[3, 7, 4, 5, 1], [2, 4, 1]]",710
"[(0.2353, 4)]",0.2353,"[[ 61 158], [ 64 153], [ 69 126], [ 72 104], [76 89]]","[[ 61 158], [ 64 153], [ 69 126], [ 72 104], [76 89]]",71.0178,"[[5, 5, 1, 3]]",710
"[(0.3529, 2)]",0.3529,"[[129  79], [112  67], [86 59], [70 71], [65 82]]","[[129  79], [112  67], [86 59], [70 71], [65 82]]",80.0946,"[[4, 3]]",710
"[(0.381, 3)]",0.4324,"[[101 176], [ 93 173], [ 89 160], [ 82 148], [ 78 133], [ 74 113], [ 72 109], [75 90], [77 80], [72 61]]","[[101 176], [ 93 173], [ 89 160], [ 82 148], [ 78 133], [ 74 113], [ 72 109], [75 90], [77 80], [72 61]]",125.5106,"[[2, 4, 5]]",710
[],0.0,"[[ 64 153], [ 59 143], [ 58 124]]","[[ 64 153], [ 59 143], [ 58 124]]",30.2066,[],710
"[(0.2222, 2)]",0.2222,"[[102 125], [115 117], [120  92]]","[[102 125], [115 117], [120  92]]",40.7594,"[[2, 4]]",710
"[(0.2857, 5), (0.2857, 3)]",0.6098,"[[128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [151 135], [164 114]]","[[128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [151 135], [164 114]]",194.0445,"[[7, 1, 1, 0, 4], [3, 4, 4]]",710
"[(0.3529, 2)]",0.3529,"[[ 93 117], [ 89 113], [ 77 106], [68 92], [65 82]]","[[ 93 117], [ 89 113], [ 77 106], [68 92], [65 82]]",46.6329,"[[4, 5]]",710
[],0.0,"[[41 86], [51 94], [53 96], [54 97], [ 72 109], [ 76 111]]","[[41 86], [51 94], [53 96], [54 97], [ 72 109], [ 76 111]]",43.1543,[],710
"[(0.4615, 1)]",0.4615,"[[ 77 106], [68 92], [65 82], [60 50]]","[[ 77 106], [68 92], [65 82], [60 50]]",59.4719,[[5]],710
"[(0.3333, 1)]",0.3333,"[[115 121], [ 99 118], [ 80 112]]","[[115 121], [ 99 118], [ 80 112]]",36.2037,[[5]],710
[],0.0,"[[ 72 109], [68 92], [68 68]]","[[ 72 109], [68 92], [68 68]]",41.4642,[],710
[],0.0,"[[ 76 114], [ 76 138]]","[[ 76 114], [ 76 138]]",24.0,[],710
"[(0.3333, 6), (0.3333, 3)]",0.28,"[[ 14 137], [ 44 133], [ 69 126], [ 96 120], [115 117], [124 104], [129  79]]","[[ 14 137], [ 44 133], [ 69 126], [ 96 120], [115 117], [124 104], [129  79]]",144.4275,"[[7, 1, 3, 6, 1, 4], [1, 4, 4]]",710
"[(0.4706, 2)]",0.4706,"[[ 77 156], [ 82 148], [ 91 141], [104 129], [122 115]]","[[ 77 156], [ 82 148], [ 91 141], [104 129], [122 115]]",61.331,"[[6, 2]]",710
"[(0.4706, 2)]",0.4706,"[[ 90 110], [ 77 106], [68 92], [62 87], [50 74]]","[[ 90 110], [ 77 106], [68 92], [62 87], [50 74]]",55.7468,"[[6, 5]]",710
"[(0.4762, 3), (0.4762, 1), (0.1429, 5)]",0.4828,"[[115  19], [92 23], [81 56], [74 78], [71 89], [ 78 114], [ 75 135], [ 69 161]]","[[115  19], [92 23], [81 56], [74 78], [71 89], [ 78 114], [ 75 135], [ 69 161]]",166.4769,"[[7, 4, 8], [4], [1, 5, 4, 7, 4]]",710
[],0.0769,"[[52 65], [60 52], [70 33], [86 13]]","[[52 65], [60 52], [70 33], [86 13]]",62.3477,[],710
[],0.0,"[[ 48 150], [ 54 138], [ 64 125], [ 72 109]]","[[ 48 150], [ 54 138], [ 64 125], [ 72 109]]",47.7062,[],710
[],0.0,"[[102 125], [ 88 130], [ 78 133]]","[[102 125], [ 88 130], [ 78 133]]",25.3064,[],710
[],0.0,"[[126  99], [124 104], [115 117], [ 98 122], [ 83 126]]","[[126  99], [124 104], [115 117], [ 98 122], [ 83 126]]",54.4408,[],710
[],0.0,"[[ 77 156], [ 69 139], [ 66 130], [ 64 106], [60 87], [56 78], [54 70]]","[[ 77 156], [ 69 139], [ 66 130], [ 64 106], [60 87], [56 78], [54 70]]",89.8699,[],710
[],0.0,"[[ 72 154], [ 76 145], [ 84 135], [ 88 130], [ 98 122]]","[[ 72 154], [ 76 145], [ 84 135], [ 88 130], [ 98 122]]",41.8645,[],710
[],0.0,"[[ 64 106], [60 87], [50 74]]","[[ 64 106], [60 87], [50 74]]",35.8177,[],710
[],0.0,"[[65 82], [65 81], [72 61], [81 41], [86 23]]","[[65 82], [65 81], [72 61], [81 41], [86 23]]",62.8029,[],710
"[(0.3333, 5)]",0.4146,"[[136  94], [128 102], [115 117], [ 99 118], [ 92 113], [ 77 106], [ 68 102], [54 97], [53 96], [51 94], [41 86]]","[[136  94], [128 102], [115 117], [ 99 118], [ 92 113], [ 77 106], [ 68 102], [54 97], [53 96], [51 94], [41 86]]",114.1134,"[[2, 4, 6, 4, 5]]",710
"[(0.381, 3)]",0.381,"[[120  92], [115 117], [ 99 118], [ 92 113], [ 77 106], [60 87]]","[[120  92], [115 117], [ 99 118], [ 92 113], [ 77 106], [60 87]]",92.1767,"[[1, 3, 5]]",710
"[(0.4762, 2)]",0.6829,"[[ 75 131], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [170  91], [173  74]]","[[ 75 131], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 116], [170  91], [173  74]]",189.9904,"[[3, 4]]",710
"[(0.4762, 2), (0.2381, 4)]",0.48,"[[ 75 133], [ 72 109], [75 90], [74 78], [76 56], [81 41], [86  8]]","[[ 75 133], [ 72 109], [75 90], [74 78], [76 56], [81 41], [86  8]]",126.7425,"[[4, 1], [1, 7, 5, 0]]",710
"[(0.1905, 4)]",0.3793,"[[136  94], [128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 90 170], [118 172]]","[[136  94], [128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 90 170], [118 172]]",128.8189,"[[5, 8, 0, 4]]",710
"[(0.4286, 2), (0.2381, 4)]",0.4483,"[[93 50], [81 56], [74 78], [68 92], [ 77 106], [ 89 113], [ 93 117], [ 99 120]]","[[93 50], [81 56], [74 78], [68 92], [ 77 106], [ 89 113], [ 93 117], [ 99 120]]",94.6356,"[[1, 3], [0, 6, 5, 3]]",710
[],0.0,"[[75 48], [65 55], [52 65]]","[[75 48], [65 55], [52 65]]",28.6078,[],710
"[(0.4286, 6), (0.4286, 2)]",0.3939,"[[65 59], [68 68], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 164]]","[[65 59], [68 68], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 164]]",151.5425,"[[4, 5, 0, 8, 5, 4], [3, 4]]",710
"[(0.381, 2)]",0.6585,"[[111 123], [115 106], [120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [85 35]]","[[111 123], [115 106], [120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [85 35]]",111.1133,"[[7, 4]]",710
"[(0.3333, 1)]",0.3333,"[[128 102], [102 125], [ 86 137]]","[[128 102], [102 125], [ 86 137]]",54.7131,[[1]],710
"[(0.3333, 3)]",0.5946,"[[124 104], [115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [157 129]]","[[124 104], [115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [157 129]]",174.6753,"[[6, 1, 3]]",710
"[(0.4762, 2)]",0.48,"[[110  72], [86 59], [70 71], [62 87], [54 97], [ 40 120], [ 29 131]]","[[110  72], [86 59], [70 71], [62 87], [54 97], [ 40 120], [ 29 131]]",120.4717,"[[6, 4]]",710
[],0.0,"[[75 83], [64 89], [54 97]]","[[75 83], [64 89], [54 97]]",25.3362,[],710
[],0.0,"[[ 72 104], [ 77 106], [ 89 113], [ 96 120]]","[[ 72 104], [ 77 106], [ 89 113], [ 96 120]]",29.1771,[],710
"[(0.4762, 2)]",0.7556,"[[115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [168  91]]","[[115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [168  91]]",198.8746,"[[6, 3]]",710
[],0.0,"[[ 64 153], [ 67 148], [ 66 130], [ 64 106], [65 81], [65 59]]","[[ 64 153], [ 67 148], [ 66 130], [ 64 106], [65 81], [65 59]]",94.9619,[],710
"[(0.0, 2)]",0.0,"[[112  67], [129  79], [123  95]]","[[112  67], [129  79], [123  95]]",37.8967,"[[4, 5]]",710
[],0.0,"[[ 46 147], [ 55 134], [ 58 124], [ 64 106]]","[[ 46 147], [ 55 134], [ 58 124], [ 64 106]]",45.2254,[],710
"[(0.4762, 2)]",0.4762,"[[122 115], [126  99], [121  67], [113  64], [94 56], [75 48]]","[[122 115], [126  99], [121  67], [113  64], [94 56], [75 48]]",98.6558,"[[4, 3]]",710
[],0.0,"[[ 89 123], [ 64 123]]","[[ 89 123], [ 64 123]]",25.0,[],710
[],0.0,"[[ 59 143], [ 38 141]]","[[ 59 143], [ 38 141]]",21.095,[],710
"[(0.4762, 1)]",0.4762,"[[ 92 113], [ 77 106], [68 92], [70 71], [71 64], [75 48]]","[[ 92 113], [ 77 106], [68 92], [70 71], [71 64], [75 48]]",77.8548,[[1]],710
[],0.0,"[[47 81], [50 74], [54 70], [60 52]]","[[47 81], [50 74], [54 70], [60 52]]",32.2463,[],710
[],0.0,"[[ 18 137], [ 27 128], [ 40 120], [54 97]]","[[ 18 137], [ 27 128], [ 40 120], [54 97]]",54.9181,[],710
"[(0.0476, 6)]",0.2703,"[[57 71], [62 87], [64 89], [ 68 102], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176]]","[[57 71], [62 87], [64 89], [ 68 102], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176]]",117.6811,"[[7, 3, 2, 0, 3, 4]]",710
"[(0.2381, 4)]",0.4865,"[[79 11], [76 41], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174], [136 172]]","[[79 11], [76 41], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174], [136 172]]",208.6607,"[[8, 4, 3, 3]]",710
[],0.0,"[[ 55 150], [ 69 139], [ 80 129]]","[[ 55 150], [ 69 139], [ 80 129]]",32.6706,[],710
"[(0.0952, 10)]",0.9434,"[[152  36], [135  30], [115  19], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 106], [112 126]]","[[152  36], [135  30], [115  19], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 106], [112 126]]",188.9816,"[[8, 3, 5, 0, 6, 8, 4, 7, 4, 5]]",710
"[(0.4444, 2)]",0.4444,"[[94 56], [90 45], [92 23]]","[[94 56], [90 45], [92 23]]",33.7954,"[[1, 3]]",710
[],0.0,"[[71 64], [72 61], [81 41], [86 23]]","[[71 64], [72 61], [81 41], [86 23]]",43.7755,[],710
[],0.0,"[[160  47], [158  37]]","[[160  47], [158  37]]",10.198,[],710
[],0.0,"[[115 121], [ 96 120], [ 69 126], [ 44 133]]","[[115 121], [ 96 120], [ 69 126], [ 44 133]]",72.6464,[],710
"[(0.1905, 7)]",0.1818,"[[ 51 162], [ 55 150], [ 58 138], [ 58 124], [ 64 106], [68 92], [70 71], [86 59], [110  72]]","[[ 51 162], [ 55 150], [ 58 138], [ 58 124], [ 64 106], [68 92], [70 71], [86 59], [110  72]]",140.942,"[[0, 3, 1, 4, 4, 3, 1]]",710
[],0.0,"[[ 64 106], [ 52 117], [ 42 120], [ 27 120]]","[[ 64 106], [ 52 117], [ 42 120], [ 27 120]]",41.7191,[],710
"[(0.0952, 7), (0.0, 4)]",0.069,"[[ 51 162], [ 55 150], [ 69 139], [ 75 135], [ 88 130], [ 98 122], [115 117], [120  92]]","[[ 51 162], [ 55 150], [ 69 139], [ 75 135], [ 88 130], [ 98 122], [115 117], [120  92]]",107.6145,"[[1, 1, 7, 5, 3, 4, 4], [4, 4, 4, 4]]",710
[],0.0,"[[ 33 139], [ 44 133], [ 55 127], [ 64 123]]","[[ 33 139], [ 44 133], [ 55 127], [ 64 123]]",34.9088,[],710
[],0.0,"[[ 91 141], [ 76 145], [ 59 143], [ 33 139]]","[[ 91 141], [ 76 145], [ 59 143], [ 33 139]]",58.9473,[],710
"[(0.1905, 5)]",0.303,"[[53 90], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162]]","[[53 90], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162]]",142.4308,"[[1, 5, 4, 6, 4]]",710
[],0.0,"[[ 65 149], [ 66 156]]","[[ 65 149], [ 66 156]]",7.0711,[],710
"[(0.381, 3), (0.1429, 4)]",0.381,"[[93  8], [87 30], [81 56], [74 78], [ 68 102], [ 64 123]]","[[93  8], [87 30], [81 56], [74 78], [ 68 102], [ 64 123]]",118.6898,"[[7, 8, 8], [5, 3, 4, 4]]",710
[],0.1765,"[[ 69 139], [ 69 126], [ 74 113], [68 92], [68 68]]","[[ 69 139], [ 69 126], [ 74 113], [68 92], [68 68]]",72.7687,[],710
[],0.0,"[[75 90], [70 71]]","[[75 90], [70 71]]",19.6469,[],710
[],0.3333,"[[62 68], [68 92], [ 72 104], [ 76 114], [ 80 136], [ 79 161]]","[[62 68], [68 92], [ 72 104], [ 76 114], [ 80 136], [ 79 161]]",95.5387,[],710
"[(0.9048, 4), (0.9048, 1), (0.4762, 1)]",0.92,"[[104  89], [128 102], [115 117], [104 129], [ 91 141], [ 82 148], [ 72 154]]","[[104  89], [128 102], [115 117], [104 129], [ 91 141], [ 82 148], [ 72 154]]",104.1784,"[[6, 1, 2, 4], [5], [3]]",710
"[(0.1905, 4)]",0.1905,"[[ 30 105], [38 95], [56 78], [68 68], [86 59], [105  61]]","[[ 30 105], [38 95], [56 78], [68 68], [86 59], [105  61]]",92.4152,"[[5, 2, 3, 6]]",710
"[(0.381, 2), (0.2381, 5)]",0.381,"[[77 80], [70 71], [86 59], [112  67], [129  79], [120  92]]","[[77 80], [70 71], [86 59], [112  67], [129  79], [120  92]]",95.2247,"[[4, 6], [1, 2, 2, 1, 5]]",710
[],0.0,"[[ 78 114], [ 69 126], [ 59 143], [ 48 153], [ 46 155]]","[[ 78 114], [ 69 126], [ 59 143], [ 48 153], [ 46 155]]",52.4176,[],710
"[(0.9524, 1), (0.4762, 4)]",0.9524,"[[104  89], [99 77], [110  72], [86 59], [70 71], [76 89]]","[[104  89], [99 77], [110  72], [86 59], [70 71], [76 89]]",91.3514,"[[1], [2, 8, 5, 3]]",710
"[(0.381, 2)]",0.4138,"[[77 80], [75 83], [ 72 104], [ 77 106], [ 89 113], [ 99 118], [115 117], [113  99]]","[[77 80], [75 83], [ 72 104], [ 77 106], [ 89 113], [ 99 118], [115 117], [113  99]]",89.4187,"[[3, 3]]",710
[],0.0,"[[64 89], [ 64 106], [ 55 127]]","[[64 89], [ 64 106], [ 55 127]]",39.8473,[],710
[],0.0,"[[ 43 122], [ 56 122]]","[[ 43 122], [ 56 122]]",13.0,[],710
"[(0.2857, 3), (0.0952, 5)]",0.4595,"[[87 23], [81 41], [76 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174]]","[[87 23], [81 41], [76 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174]]",173.1715,"[[3, 2, 4], [6, 1, 0, 6, 4]]",710
"[(0.1905, 4)]",0.303,"[[52 65], [54 70], [62 87], [64 89], [ 77 106], [ 89 113], [ 99 118], [115 117], [124 104]]","[[52 65], [54 70], [62 87], [64 89], [ 77 106], [ 89 113], [ 99 118], [115 117], [124 104]]",105.3182,"[[2, 0, 4, 3]]",710
"[(0.3333, 4)]",0.3333,"[[ 58 124], [ 64 106], [68 92], [70 71], [86 59], [102  55]]","[[ 58 124], [ 64 106], [68 92], [70 71], [86 59], [102  55]]",91.1213,"[[5, 8, 0, 5]]",710
[],0.0,"[[75 83], [ 64 106], [ 58 124], [ 55 134], [ 55 150]]","[[75 83], [ 64 106], [ 58 124], [ 55 134], [ 55 150]]",70.9091,[],710
[],0.0,"[[ 38 106], [54 97], [ 68 102], [ 80 112]]","[[ 38 106], [54 97], [ 68 102], [ 80 112]]",48.8441,[],710
[],0.0,"[[ 31 107], [54 97], [ 72 109], [ 76 111]]","[[ 31 107], [54 97], [ 72 109], [ 76 111]]",51.1853,[],710
"[(0.3333, 3), (0.3333, 2)]",0.3333,"[[81 56], [86 59], [112  67], [129  79], [120  92], [115 106]]","[[81 56], [86 59], [112  67], [129  79], [120  92], [115 106]]",84.52,"[[1, 5, 2], [5, 0]]",710
[],0.0,"[[72 61], [68 68], [62 87], [54 97], [ 42 120]]","[[72 61], [68 68], [62 87], [54 97], [ 42 120]]",66.7356,[],710
