Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[109 129], [ 99 135], [ 88 139], [ 68 148], [ 48 157]]",109,129,48,157,5,67.23,0.0,0.0874,0.0099,0.0157,,,,31.4352,
"[[144  79], [151  92], [173  97]]",144,79,173,97,3,37.3259,0.4444,0.4929,0.3046,0.2549,,,,35.3643,
"[[126  18], [156  38], [129  29], [119  20], [77  4]]",126,18,77,4,5,122.914,0.5294,0.6892,0.6804,0.2584,,,,37.2024,
"[[157 146], [137 125], [125 113], [111  88], [93 80], [85 76], [78 70], [76 68], [75 67], [63 50]]",157,146,63,50,10,137.5365,0.5135,0.6923,0.6963,0.5149,,,,37.8364,
"[[111  19], [78  8], [64 46], [54 72], [50 82], [ 43 103], [ 42 123], [ 44 142]]",111,19,44,142,8,175.175,0.9655,1.1932,0.8965,0.8798,,,,42.409,
"[[137 145], [155 131], [159 101], [151  92]]",137,145,151,92,4,65.1106,0.3846,0.4692,0.4925,0.3493,,,,35.1332,
"[[120 180], [126 177], [135 170], [145 159], [155 149]]",120,180,155,149,5,47.1182,0.1176,0.1789,0.2266,0.0681,,,,32.4434,
"[[162 129], [144 151], [138 160], [130 164], [121 168], [117 170]]",162,129,117,170,6,62.5073,0.0,0.0813,0.1682,0.0429,,,,31.5296,
"[[141  97], [132 103], [121 113], [115 117], [ 98 117], [ 83 123], [ 66 125]]",141,97,66,125,7,83.1666,0.0,0.1081,0.161,0.0467,,,,31.8372,
"[[157 118], [155 131], [127 124], [ 98 117], [ 74 102], [68 91]]",157,118,68,91,6,112.6795,0.5714,0.7179,0.5785,0.1024,,,,37.6709,
"[[ 22 119], [ 30 115], [ 37 125], [ 55 140], [ 72 150], [ 77 153], [ 84 156]]",22,119,84,156,7,77.7514,0.48,0.5811,0.0785,0.0328,,,,36.5965,
"[[104 173], [ 96 169], [ 89 162], [ 84 156], [ 77 153], [ 72 150], [ 52 144], [ 47 141]]",104,173,47,141,8,66.8123,0.0,0.0869,0.0147,0.0269,,,,31.8339,
"[[59 63], [76 68], [78 70], [85 75], [93 80], [111  88], [121 113]]",59,63,121,113,7,85.2083,0.2,0.3108,0.3341,0.1982,,,,33.8564,
"[[126  67], [128  73]]",126,67,128,73,2,6.3246,0.0,0.0082,0.0966,0.0004,,,,30.5213,
"[[171  91], [182  77], [155  53], [148  60]]",171,91,148,60,4,63.8288,0.3077,0.3907,0.5505,0.3481,,,,34.3526,
"[[60 57], [64 46], [78  8], [111  19], [129  29]]",60,57,129,29,5,107.5779,0.9412,1.0811,0.7711,0.6589,,,,41.1956,
"[[124  56], [114  55], [86 62], [76 68], [54 72], [48 73]]",124,56,48,73,6,79.017,0.0,0.1027,0.1437,0.0794,,,,31.6683,
"[[173  97], [182  77], [167  71], [183  46]]",173,97,183,46,4,67.7689,0.6923,0.7804,0.7141,0.5726,,,,38.2356,
"[[98 39], [96 42], [91 49], [86 62], [82 70], [71 87]]",98,39,71,87,6,55.329,0.9048,0.9767,0.2721,0.282,,,,40.5263,
"[[142  91], [147  94], [159 101], [162 114], [158 124], [137 145], [152 162]]",142,91,152,162,7,96.2054,1.0,1.1251,0.8024,0.3739,,,,41.9568,
"[[109  81], [111  88], [93 80], [80 85], [72 89], [ 59 112]]",109,81,59,112,6,76.2702,0.3333,0.4325,0.2611,0.0263,,,,34.9816,
"[[116 103], [128 101], [141  97], [147  94], [159 101], [167 108]]",116,103,167,108,6,56.9978,0.3333,0.4074,0.2354,0.1134,,,,34.8196,
"[[77  4], [78  8], [64 46], [73 56], [89 50], [89 47]]",77,4,89,47,6,78.1617,1.0,1.1016,0.9087,0.8128,,,,41.6711,
"[[ 90 164], [ 96 169], [101 172], [108 175], [116 178], [137 181]]",90,164,137,181,6,51.0142,0.0476,0.1139,0.0825,0.0499,,,,31.9095,
"[[121 158], [ 99 165], [ 84 156], [ 91 140]]",121,158,91,140,4,58.0439,0.4615,0.537,0.295,0.1187,,,,35.8436,
"[[101 172], [ 96 169], [ 89 162], [ 84 156], [ 77 153]]",101,172,77,153,5,31.1565,0.0,0.0405,0.0337,0.0394,,,,31.1321,
"[[ 91 140], [107 135], [127 124], [137 125], [155 149]]",91,140,155,149,5,79.6384,0.2353,0.3388,0.4939,0.2648,,,,33.8948,
"[[ 72 150], [ 67 137]]",72,150,67,137,2,13.9284,0.0,0.0181,0.0365,0.0606,,,,30.5852,
"[[97 21], [114  29], [143  39], [155  53], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [155 131], [144 151], [138 160], [127 147]]",97,21,127,147,14,215.3469,0.4151,0.6951,0.6682,0.0974,,,,38.0414,
"[[124 120], [121 113], [111  88], [93 80], [85 76], [78 70], [76 68], [75 67], [63 50]]",124,120,63,50,9,97.4544,0.3636,0.4903,0.4518,0.2745,,,,35.865,
"[[88  0], [78  8], [64 46], [64 77], [ 74 102], [ 83 123], [ 88 139], [ 90 155], [ 92 156]]",88,0,92,156,9,169.1999,0.9697,1.1897,0.9614,0.8661,,,,42.5349,
"[[118 155], [108 166], [101 172]]",118,155,101,172,3,24.0856,0.0,0.0313,0.0034,0.0512,,,,30.8046,
"[[ 19 131], [ 41 111], [ 62 108]]",19,131,62,108,3,50.9453,0.7778,0.844,0.3301,0.2803,,,,38.816,
"[[126  18], [157  41], [174  65], [182  77], [165  87], [151  92], [147  94], [141  97], [132 103], [121 113], [115 117], [ 98 130], [ 88 139]]",126,18,88,139,13,195.9515,0.898,1.1527,0.7337,0.0191,,,,42.5782,
"[[165  86], [143  87], [119  72], [105  65], [86 62], [55 57]]",165,86,55,57,6,116.6132,0.0952,0.2468,0.4407,0.1611,,,,32.9371,
"[[116 158], [ 99 165], [ 89 162], [ 88 139], [ 83 123], [ 74 102], [75 80], [66 53]]",116,158,66,53,8,141.9404,0.3793,0.5638,0.5405,0.2522,,,,36.2619,
"[[98 39], [96 42], [89 50], [73 56], [64 46], [78  8], [111  19], [131  27]]",98,39,131,27,8,141.6,1.0,1.1841,0.8077,0.7934,,,,42.4723,
"[[ 40 129], [ 42 123], [ 42 105], [50 82], [54 72]]",40,129,54,72,5,59.4465,0.5294,0.6067,0.3521,0.2309,,,,36.6691,
"[[72 89], [64 77], [55 57]]",72,89,55,57,3,36.3539,0.0,0.0473,0.1068,0.15,,,,30.9076,
"[[93 57], [86 62], [82 70], [72 89], [ 62 108]]",93,57,62,108,5,60.4884,0.0,0.0786,0.1022,0.0086,,,,31.3786,
"[[132 124], [127 117], [125 113], [111  88], [93 80], [82 70], [73 56], [60 41]]",132,124,60,41,8,112.7841,0.931,1.0776,0.515,0.3184,,,,41.5395,
"[[ 58 138], [ 79 136], [ 98 130], [114 121], [121 113], [132 103], [138 100], [147  94], [159 101], [164 105]]",58,138,164,105,10,122.6941,0.2162,0.3757,0.3906,0.2395,,,,34.7357,
"[[108 175], [104 173], [ 96 169], [ 90 164], [ 69 155], [ 46 150], [ 18 138]]",108,175,18,138,7,98.0743,0.08,0.2075,0.2135,0.3106,,,,32.7633,
"[[ 69 155], [ 72 150], [ 88 139], [ 98 130], [115 117], [117 109], [124  92], [130  81], [137  73], [141  64]]",69,155,141,64,10,119.742,0.0541,0.2098,0.4381,0.0217,,,,33.0883,
"[[183  46], [167  71], [182  77], [165  87], [151  92], [147  94], [141  97], [132 103], [121 113], [115 117], [ 98 117], [ 83 123], [ 66 125]]",183,46,66,125,13,174.7732,0.9796,1.2068,0.845,0.8366,,,,43.2171,
"[[133  69], [124  56]]",133,69,124,56,2,15.8114,0.2,0.2206,0.1228,0.0238,,,,32.603,
"[[127  71], [102  70], [96 77], [80 85], [72 89], [66 92], [ 43 103], [ 30 115], [ 25 129], [ 18 138]]",127,71,18,138,10,137.2353,0.5676,0.746,0.5254,0.4081,,,,38.3754,
"[[76 68], [75 80], [ 74 102], [ 76 114]]",76,68,76,114,4,46.2298,0.4615,0.5216,0.1931,0.0708,,,,35.7443,
"[[ 66 111], [ 68 100], [64 77], [64 46], [78  8], [114  29], [136  41]]",66,111,136,41,7,172.7597,0.96,1.1846,0.7811,0.7561,,,,42.1996,
"[[109  81], [111  88], [125 113], [137 125], [155 131], [161 129]]",109,81,161,129,6,78.202,0.381,0.4827,0.5195,0.3395,,,,35.4753,
"[[117 170], [ 99 165], [ 84 156], [ 81 151]]",117,170,81,151,4,42.0053,0.4615,0.5161,0.1652,0.0381,,,,35.7088,
"[[120 180], [116 178], [108 175], [104 173], [ 96 169], [ 90 164], [ 69 155], [ 48 157], [ 49 165]]",120,180,49,165,9,86.2474,0.0303,0.1424,0.04,0.0097,,,,32.4345,
"[[72 89], [ 74 102], [ 76 114], [ 79 136], [ 77 153]]",72,89,77,153,5,64.6393,0.4706,0.5546,0.1533,0.1283,,,,36.1241,
"[[136  41], [143  39], [155  53], [182  77], [165  87], [151  92], [147  94], [141  97], [132 103], [121 113], [115 117], [ 98 130], [ 88 139], [ 68 148], [ 48 157], [ 49 165]]",136,41,49,165,16,227.2875,0.7213,1.0168,0.7601,0.3843,,,,41.4749,
"[[ 92 156], [ 79 136], [ 72 126], [ 59 112]]",92,156,59,112,4,55.1652,0.0,0.0717,0.008,0.0279,,,,31.1998,
"[[ 85 114], [ 88 139], [ 89 162], [ 99 165], [116 158]]",85,114,116,158,5,77.0262,0.5294,0.6295,0.3911,0.2444,,,,36.8168,
"[[81 70], [64 77], [50 82], [ 39 100]]",81,70,39,100,4,54.3459,0.4615,0.5321,0.1286,0.1966,,,,35.8125,
"[[167  72], [167  71], [182  77], [165  87], [151  92], [124  85], [111  88], [93 80], [64 77]]",167,72,64,77,9,141.8314,0.5455,0.7299,0.5921,0.585,,,,38.0587,
"[[122 162], [ 99 165], [ 84 156], [ 79 136], [ 76 114], [69 92], [50 82]]",122,162,50,82,7,128.0645,0.6,0.7665,0.4513,0.2434,,,,38.2205,
"[[89 50], [85 62], [81 70], [75 80], [ 74 102], [ 72 126]]",89,50,72,126,6,79.3612,0.2857,0.3889,0.3446,0.0985,,,,34.531,
"[[ 48 139], [ 55 140], [ 79 136], [ 98 130], [116 124]]",48,139,116,124,5,70.3006,0.0,0.0914,0.0129,0.1112,,,,31.461,
"[[ 55 140], [ 52 135]]",55,140,52,135,2,5.831,0.0,0.0076,0.0443,0.0528,,,,30.5171,
"[[73 56], [75 80]]",73,56,75,80,2,24.0832,0.0,0.0313,0.0081,0.1052,,,,30.6705,
"[[50 82], [64 77], [85 78], [111  88], [127 104]]",50,82,127,104,5,86.3741,0.0,0.1123,0.1437,0.1194,,,,31.5961,
"[[125 113], [115 117], [ 98 117], [ 85 114], [ 62 116]]",125,113,62,116,5,64.1988,0.0,0.0835,0.0546,0.0271,,,,31.4097,
"[[91  6], [78  8], [64 46], [73 56], [82 70], [93 80], [111  88], [117 109], [123 129]]",91,6,123,129,9,161.0315,0.9697,1.179,0.888,0.8738,,,,42.4663,
"[[ 48 127], [ 59 112], [63 99], [79 74]]",48,127,79,74,4,61.8842,0.0,0.0804,0.0476,0.0487,,,,31.2562,
"[[ 92 156], [ 79 167]]",92,156,79,167,2,17.0294,0.2,0.2221,0.0864,0.0107,,,,32.6132,
"[[114  85], [111  88], [93 80], [85 76], [78 70], [76 68], [75 67], [55 57]]",114,85,55,57,8,68.7075,0.3793,0.4686,0.2737,0.1362,,,,35.6466,
"[[114 180], [108 175], [104 173], [ 90 155], [ 88 139], [ 83 123], [ 74 102], [72 89], [75 67]]",114,180,75,67,9,126.1773,0.4242,0.5882,0.446,0.3561,,,,36.713,
"[[136  41], [143  39], [155  53], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [155 131], [144 151], [138 160], [130 164], [126 168]]",136,41,126,168,14,170.7347,0.434,0.656,0.7441,0.744,,,,37.8558,
"[[127 124], [121 113], [111  88], [93 80], [85 76], [78 70], [76 68], [75 67], [63 50]]",127,124,63,50,9,102.3686,0.3636,0.4967,0.4765,0.2745,,,,35.9063,
"[[119  20], [78  8], [64 46], [73 56], [86 62]]",119,20,86,62,5,110.9884,0.9412,1.0855,0.774,0.7072,,,,41.2243,
"[[ 66 111], [ 76 114], [ 98 117], [127 124]]",66,111,127,124,4,62.4768,0.0,0.0812,0.0739,0.171,,,,31.2612,
"[[ 62 149], [ 63 128], [ 67 111], [72 89], [75 80], [81 70]]",62,149,81,70,6,82.1978,0.2381,0.345,0.0626,0.0013,,,,34.0784,
"[[ 72 150], [ 67 137], [ 67 111], [72 89], [79 74]]",72,150,79,74,5,79.0424,0.1765,0.2793,0.0875,0.0082,,,,33.3012,
"[[66 92], [68 91]]",66,92,68,91,2,2.2361,0.0,0.0029,0.0428,0.0543,,,,30.4869,
"[[ 68 148], [ 88 139], [ 98 130], [115 117], [127 104]]",68,148,127,104,5,74.4781,0.0,0.0968,0.0872,0.1336,,,,31.4961,
"[[119  20], [114  29]]",119,20,114,29,2,10.2956,0.0,0.0134,0.0853,0.0117,,,,30.5546,
"[[96 70], [119  72], [130  81], [142  91], [147  94], [165 101]]",96,70,165,101,6,78.0641,0.0,0.1015,0.1641,0.1502,,,,31.6603,
"[[146 173], [124 166], [ 99 165], [ 84 156], [ 81 151], [ 67 137], [ 50 127], [ 42 105]]",146,173,42,105,8,134.3621,0.4138,0.5885,0.4119,0.1563,,,,36.5436,
"[[131  27], [111  19], [78  8], [64 46], [73 56], [93 57]]",131,27,93,57,6,130.3012,0.7619,0.9313,0.8193,0.7504,,,,39.7258,
"[[68 44], [73 56], [97 65], [119  72], [143  87], [171  91]]",68,44,171,91,6,118.305,0.4762,0.63,0.4202,0.4003,,,,36.7652,
"[[ 79 167], [108 166], [135 170]]",79,167,135,170,3,56.3119,0.0,0.0732,0.0256,0.1067,,,,31.0753,
"[[ 46 158], [ 69 155]]",46,158,69,155,2,23.1948,0.0,0.0302,0.0844,0.0126,,,,30.663,
"[[76 68], [78 70], [85 75], [93 80], [111  88], [124  92], [147  94], [159 101], [167 108]]",76,68,167,108,9,101.7733,0.3333,0.4656,0.2262,0.1134,,,,35.598,
"[[107 178], [117 170], [121 168], [127 165], [145 145], [137 125], [125 119]]",107,178,125,119,7,85.8509,0.24,0.3516,0.3585,0.107,,,,34.2622,
"[[120 121], [125 119], [127 117], [138 100], [147  94], [175  92]]",120,121,175,92,6,67.35,0.2857,0.3733,0.4052,0.2493,,,,34.4301,
"[[ 88 139], [ 83 123], [ 74 102], [72 89], [80 85], [85 78], [102  70]]",88,139,102,70,7,89.0982,0.4,0.5158,0.4159,0.1502,,,,35.8911,
"[[144 151], [145 145], [137 125], [124 120], [115 117], [ 92 115]]",144,151,92,115,6,74.1254,0.4762,0.5726,0.3575,0.0665,,,,36.394,
"[[91 49], [89 50], [73 58], [54 72]]",91,49,54,72,4,43.7255,0.4615,0.5183,0.126,0.137,,,,35.7233,
"[[ 99 165], [118 155], [137 145], [158 124]]",99,165,158,124,4,72.6403,0.4615,0.5559,0.3575,0.2076,,,,35.9662,
"[[36 93], [48 73]]",36,93,48,73,2,23.3238,0.0,0.0303,0.1452,0.2423,,,,30.6641,
"[[85 62], [81 70], [79 74], [72 89], [ 68 100], [ 65 112], [ 56 134]]",85,62,56,134,7,77.8131,0.0,0.1012,0.1361,0.0027,,,,31.7922,
"[[132 103], [127 117], [137 125], [145 145], [138 163]]",132,103,138,163,5,68.5262,0.7059,0.795,0.5361,0.4401,,,,38.5121,
"[[85 76], [72 89], [ 74 102], [ 83 123], [ 91 140]]",85,76,91,140,5,73.1733,0.4118,0.5069,0.2854,0.1374,,,,35.6073,
"[[63 99], [ 67 111], [ 71 119], [ 79 136], [ 90 155], [104 173]]",63,99,104,173,6,85.1397,0.1905,0.3012,0.2646,0.0885,,,,33.6266,
"[[127 117], [125 119], [120 121], [ 98 117], [ 85 114], [ 62 108], [ 43 103], [ 35 105]]",127,117,35,105,8,95.5788,0.0,0.1243,0.1764,0.1653,,,,32.0756,
"[[ 63 128], [ 67 111], [72 89], [75 80], [81 70], [85 62], [89 47]]",63,128,89,47,7,85.6425,0.44,0.5513,0.1774,0.0664,,,,36.2624,
"[[127 104], [121 113], [114 121], [ 99 137], [ 81 151]]",127,104,81,151,5,66.182,0.0,0.086,0.1201,0.0246,,,,31.4264,
"[[169  63], [182  77], [171  91], [159 101]]",169,63,159,101,4,52.53,0.0,0.0683,0.3175,0.0951,,,,31.1776,
"[[86 62], [100  76]]",86,62,100,76,2,19.799,0.4,0.4257,0.1453,0.0462,,,,34.6385,
"[[123 129], [ 99 135], [ 88 139], [ 90 155], [ 94 171]]",123,129,94,171,5,69.0603,0.3529,0.4427,0.3862,0.1067,,,,34.9831,
"[[143  39], [155  53], [182  77], [165  86], [143  87], [139  76]]",143,39,139,76,6,107.5267,0.4286,0.5684,0.6146,0.0429,,,,36.1981,
"[[127  71], [102  70], [96 77], [80 85], [72 89], [63 99], [ 41 111], [ 19 131], [ 17 131]]",127,71,17,131,9,131.318,0.5758,0.7465,0.4967,0.3846,,,,38.2737,
"[[64 77], [85 75]]",64,77,85,75,2,21.095,0.0,0.0274,0.0678,0.0293,,,,30.6454,
"[[ 50 127], [ 57 125], [ 71 119], [ 92 115], [115 117], [121 113], [132 103], [138 100], [147  94], [165  86]]",50,127,165,86,10,126.2758,0.1622,0.3264,0.3154,0.1944,,,,34.2253,
"[[97 21], [78  8], [64 46], [59 63], [66 92]]",97,21,66,92,5,111.0716,0.9412,1.0856,0.8375,0.7991,,,,41.225,
"[[ 67 111], [ 92 115], [115 117], [121 113], [132 103], [138 100], [147  94], [175  92]]",67,111,175,92,8,116.0781,0.2069,0.3578,0.3421,0.2493,,,,34.3189,
"[[126  67], [102  70], [96 77], [80 85], [72 89], [66 92], [ 39 104]]",126,67,39,104,7,96.4939,0.4,0.5254,0.2827,0.2085,,,,35.9532,
"[[68 91], [ 74 102], [ 92 115], [114 121], [137 125], [145 145], [138 163]]",68,91,138,163,7,121.7362,0.68,0.8383,0.4188,0.4022,,,,38.9681,
"[[120 121], [125 119], [127 117], [138 100], [147  94], [168  90]]",120,121,168,90,6,60.6563,0.2857,0.3646,0.3826,0.2082,,,,34.3739,
"[[ 48 127], [ 72 126], [ 98 130], [116 124], [137 125]]",48,127,137,125,5,90.3242,0.0,0.1174,0.1101,0.1809,,,,31.6292,
"[[127 104], [111  88], [93 80], [85 76], [78 70], [76 68], [75 67], [62 52], [59 50]]",127,104,59,50,9,88.1866,0.4545,0.5691,0.3642,0.2878,,,,36.6971,
"[[ 85 114], [ 74 102], [64 77], [64 46], [78  8], [88  0]]",85,114,88,0,6,127.5078,0.9524,1.1182,0.5998,0.5798,,,,41.6093,
"[[120 121], [115 108], [114  85], [105  65], [102  70]]",120,121,102,70,5,64.7128,0.2941,0.3782,0.311,0.0043,,,,34.358,
"[[114  55], [97 65], [85 75], [80 78], [72 89], [ 74 102], [ 78 109]]",114,55,78,109,7,75.9912,0.2,0.2988,0.3585,0.0176,,,,33.7789,
"[[109 129], [116 124], [124 120], [125 119], [127 117], [138 100], [147  94], [151  92], [165  87], [182  77], [167  71]]",109,129,167,71,11,108.0711,0.4146,0.5551,0.5458,0.4574,,,,36.7329,
"[[ 71 119], [ 67 111], [72 89], [80 78], [85 75], [96 55]]",71,119,96,55,6,73.7631,0.3333,0.4292,0.1666,0.064,,,,34.9605,
"[[168 102], [141  97], [124  92], [111  88], [93 80], [80 85], [72 89], [66 92], [ 43 103], [ 39 100]]",168,102,39,100,10,138.5543,0.7838,0.9639,0.5234,0.5197,,,,40.5506,
"[[128 104], [115 117], [ 98 117], [ 85 114], [ 66 111]]",128,104,66,111,5,67.9618,0.0,0.0884,0.095,0.0302,,,,31.4413,
"[[127  71], [124  85], [116 103], [115 117], [ 98 130], [ 88 139], [ 90 155], [104 173], [108 175]]",127,71,108,175,9,126.3059,0.2424,0.4066,0.6405,0.1874,,,,34.8942,
"[[168  90], [151  92], [124  85], [111  88], [93 80], [64 77]]",168,90,64,77,6,107.204,0.1429,0.2823,0.2335,0.0439,,,,33.3356,
"[[124  92], [117 109], [115 117], [ 98 130], [ 79 136], [ 67 137], [ 47 141]]",124,92,47,141,7,100.3945,0.0,0.1305,0.2024,0.0216,,,,31.982,
"[[ 30 115], [ 39 104], [50 82], [54 72], [64 46], [78  8], [111  19], [131  27]]",30,115,131,27,8,174.2592,0.9655,1.192,0.8882,0.8606,,,,42.4013,
"[[ 99 137], [107 135], [127 124], [155 131], [158 124], [162 114], [167 108]]",99,137,167,108,7,86.1297,0.4,0.512,0.2883,0.1,,,,35.8661,
"[[63 99], [71 87]]",63,99,71,87,2,14.4222,0.0,0.0187,0.0808,0.0162,,,,30.5893,
"[[119  72], [97 65], [73 56], [64 46], [78  8], [79  7]]",119,72,79,7,6,104.0836,0.9524,1.0877,0.6471,0.5093,,,,41.4124,
"[[ 22 119], [ 30 115], [ 42 105], [64 92], [79 74], [86 62]]",22,119,86,62,6,87.4418,0.0,0.1137,0.2982,0.0241,,,,31.7391,
"[[ 65 112], [ 68 100], [80 85], [93 80], [111  88], [109  81]]",65,112,109,81,6,72.4849,0.5238,0.618,0.1328,0.0162,,,,36.8567,
"[[161  64], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [137 145], [122 162]]",161,64,122,162,9,130.1,0.4545,0.6236,0.7278,0.2409,,,,37.0492,
"[[165  86], [164 105]]",165,86,164,105,2,19.0263,0.0,0.0247,0.0479,0.145,,,,30.628,
"[[124 120], [116 124], [ 98 130], [ 79 136], [ 67 137], [ 52 144]]",124,120,52,144,6,76.4373,0.0,0.0994,0.0595,0.0437,,,,31.6466,
"[[171  91], [164 105]]",171,91,164,105,2,15.6525,0.0,0.0203,0.0199,0.117,,,,30.5996,
"[[129  29], [155  53], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [137 145], [124 158], [117 170]]",129,29,117,170,11,186.5159,0.4634,0.7059,0.7474,0.7292,,,,37.8805,
"[[167 113], [171  96], [182  77], [174  65], [157  41], [130  21]]",167,113,130,21,6,116.8524,0.381,0.5329,0.671,0.3648,,,,35.8,
"[[109 129], [127 124], [137 125], [145 145], [124 158]]",109,129,124,158,5,74.9703,0.2941,0.3916,0.4124,0.1105,,,,34.4442,
"[[ 65 150], [ 68 148], [ 88 139], [ 99 135], [109 129], [116 124], [124 120], [125 119], [127 117], [138 100], [147  94], [151  92], [165  87], [182  77], [162  65]]",65,150,162,65,15,164.1433,0.2982,0.5116,0.5649,0.503,,,,36.5751,
"[[109  81], [124  85], [142  91], [147  94], [159 101], [162 114]]",109,81,162,114,6,67.5629,0.1429,0.2307,0.2654,0.1196,,,,33.0025,
"[[162 114], [158 124], [155 131], [127 124], [ 98 117], [ 78 109], [ 60 103]]",162,114,60,103,7,117.595,0.36,0.5129,0.391,0.0208,,,,35.7301,
"[[57 54], [56 55], [48 73], [36 93]]",57,54,36,93,4,44.4357,0.0769,0.1347,0.3062,0.2662,,,,31.8794,
"[[171  91], [166 104], [162 114], [158 124], [155 131], [144 151], [138 160], [130 164], [128 167]]",171,91,128,167,9,89.2767,0.0303,0.1464,0.4081,0.0363,,,,32.46,
"[[169  63], [155  53], [143  39]]",169,63,143,39,3,35.6437,0.2222,0.2685,0.1436,0.0925,,,,33.1259,
"[[ 32 109], [ 39 104], [50 82], [54 72], [64 46], [78  8], [111  19]]",32,109,111,19,7,147.1081,0.96,1.1512,0.8943,0.834,,,,41.9841,
"[[157 118], [166 104], [168 102], [171  96], [182  77], [155  53], [143  39], [114  29], [94  4]]",157,118,94,4,9,165.3897,0.3333,0.5483,0.7324,0.394,,,,36.1325,
"[[ 67 111], [72 89], [75 80], [81 70], [85 62], [96 42], [98 39]]",67,111,98,39,7,79.085,0.28,0.3828,0.3729,0.1305,,,,34.6057,
"[[114  29], [143  39], [155  53], [182  77], [171  96], [168 102], [166 104], [162 114], [158 124], [145 145]]",114,29,145,145,10,162.9696,0.4054,0.6173,0.7198,0.7198,,,,36.968,
"[[ 35 105], [ 48 127], [ 52 135], [ 55 140], [ 62 149]]",35,105,62,149,5,51.7308,0.4118,0.4791,0.0836,0.055,,,,35.4271,
"[[ 99 135], [ 85 114], [ 74 102], [64 77], [59 50], [76 20]]",99,135,76,20,6,130.3844,0.9524,1.1219,0.5215,0.4966,,,,41.6334,
"[[53 64], [54 72], [63 99], [ 59 112], [ 58 138]]",53,64,58,138,5,76.1435,0.3529,0.4519,0.2181,0.0142,,,,35.0426,
"[[123 164], [137 145], [158 124], [162 114], [166 104], [168 102], [171  96], [182  77], [155  53], [143  39], [114  29]]",123,164,114,29,11,191.5707,0.4878,0.7368,0.6989,0.6878,,,,38.1672,
"[[ 65 150], [ 84 156], [ 99 165], [115 167], [138 163]]",65,150,138,163,5,76.8875,0.4706,0.5706,0.2132,0.1799,,,,36.227,
"[[121 168], [127 165], [145 145], [157 118], [159 101]]",121,168,159,101,5,80.2793,0.2353,0.3397,0.3181,0.149,,,,33.9002,
"[[161  43], [174  65], [182  77], [165  86], [143  87], [119  72], [105  65], [96 42], [98 39]]",161,43,98,39,9,153.4923,0.8788,1.0783,0.6539,0.1244,,,,41.493,
"[[ 76 114], [ 66 125], [ 48 139]]",76,114,48,139,3,37.6696,0.0,0.049,0.0684,0.0059,,,,30.9187,
"[[173  97], [165 101], [141  97], [132 103], [121 113], [115 117], [ 98 117], [ 83 123], [ 72 126], [ 56 134]]",173,97,56,134,10,128.6149,0.8378,1.005,0.4853,0.4388,,,,41.0077,
"[[ 91 140], [ 84 156], [ 99 165], [118 155]]",91,140,118,155,4,56.428,0.7692,0.8426,0.3363,0.1198,,,,38.9101,
"[[62 52], [75 67], [76 68], [78 70], [85 75], [93 80], [111  88], [125 113], [137 125], [145 145], [145 159]]",62,52,145,159,11,142.9904,0.7561,0.942,0.5698,0.5376,,,,40.4447,
"[[ 39 104], [64 92], [72 89], [80 85], [93 80], [111  88], [114  85]]",39,104,114,85,7,83.0879,0.2,0.308,0.1174,0.0187,,,,33.8386,
"[[ 89 169], [ 84 156], [ 79 136], [ 76 114], [ 74 102], [75 80]]",89,169,75,80,6,90.9358,0.1905,0.3087,0.2785,0.0773,,,,33.6753,
"[[128 167], [145 145], [137 125], [127 117], [132 103], [141  97]]",128,167,141,97,6,87.8325,0.7619,0.8761,0.6078,0.3167,,,,39.369,
"[[ 43 103], [64 92], [72 89], [80 85], [93 80], [111  88], [109  81]]",43,103,109,81,7,82.101,0.28,0.3867,0.1606,0.0162,,,,34.6311,
"[[120 180], [126 177], [138 160], [144 151], [155 131], [158 124], [162 114], [166 104], [168 102], [171  96], [182  77], [161  64]]",120,180,161,64,12,146.5047,0.0889,0.2794,0.6104,0.2302,,,,33.9296,
"[[116 185], [104 173], [ 90 155], [ 88 139], [ 83 123], [ 74 102], [72 89], [79 74]]",116,185,79,74,8,125.2149,0.4828,0.6456,0.456,0.3712,,,,37.1574,
"[[96 42], [91 49], [86 62], [82 70], [72 89], [ 68 100], [ 65 112], [ 56 134], [ 52 144], [ 48 152], [ 46 158]]",96,42,46,158,11,126.8288,0.0,0.1649,0.3767,0.0019,,,,32.7403,
"[[ 83 123], [ 98 117], [115 117], [121 113], [132 103], [141  97], [165 101]]",83,123,165,101,7,90.3804,0.28,0.3975,0.2111,0.1745,,,,34.7006,
"[[137 181], [142 160], [145 145], [137 125], [125 113], [111  88], [93 80], [82 70], [73 56], [60 41], [76 20]]",137,181,76,20,11,201.5057,1.0,1.262,0.7855,0.6577,,,,43.3778,
"[[147  94], [141  97], [132 103], [121 113], [115 117], [ 98 117], [ 83 123], [ 72 126], [ 52 135]]",147,94,52,135,9,106.091,0.4545,0.5924,0.3873,0.0312,,,,36.8475,
