Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[119 158], [116 164], [ 92 164], [ 87 153], [ 71 138], [ 63 134]]",119,158,63,134,6,73.6672,0.0,0.0958,0.1325,0.0784,,,,31.6233,
"[[92 11], [118  23], [141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [174  80]]",92,11,174,80,9,116.3827,0.303,0.4543,0.3025,0.0976,,,,35.4175,
"[[150 123], [163 102], [177  81]]",150,123,177,81,3,49.937,0.3333,0.3982,0.2827,0.2415,,,,34.3581,
"[[166 102], [152 124], [144 131], [137 126]]",166,102,137,126,4,45.3093,0.4615,0.5204,0.1621,0.0913,,,,35.7366,
"[[ 68 151], [ 83 144], [ 89 139], [101 132], [106 129], [116 121], [127 110], [145  93], [166 102]]",68,151,166,102,9,120.0553,0.1212,0.2773,0.2595,0.1708,,,,33.6285,
"[[146  54], [152  46], [146  40], [141  37], [118  23], [93  7]]",146,54,93,7,6,80.9237,0.619,0.7242,0.4106,0.1495,,,,37.8805,
"[[ 31 119], [ 46 112], [ 59 107], [ 78 112], [107 118], [120 105], [145  93], [177  81], [180  67], [174  48]]",31,119,174,48,10,194.2767,0.3514,0.604,0.5677,0.4761,,,,36.6905,
"[[ 68 151], [ 83 144], [ 89 139], [101 132], [106 129], [116 121], [127 110], [145  93], [177  81], [180  67], [182  52]]",68,151,182,52,11,160.8346,0.3659,0.575,0.4334,0.4443,,,,36.6887,
"[[ 80 120], [ 82 127], [ 86 147], [ 93 159], [105 176], [122 181], [139 183]]",80,120,139,183,7,97.2146,0.36,0.4864,0.4222,0.2866,,,,35.5589,
"[[99 70], [92 74], [83 83], [74 87], [67 94], [64 96], [ 52 108]]",99,70,52,108,7,61.1146,0.0,0.0794,0.0635,0.0185,,,,31.6519,
"[[106  86], [120 105], [106 129], [101 132], [ 99 133], [ 87 153], [ 88 170]]",106,86,88,170,7,99.8059,0.24,0.3697,0.4128,0.131,,,,34.3794,
"[[ 77 111], [ 78 112], [107 118], [120 105], [145  93], [177  81], [169  67], [161  42]]",77,111,161,42,8,153.6934,0.5517,0.7515,0.5161,0.5159,,,,38.0864,
"[[99 23], [94 20], [88 17], [83 15], [62 40], [60 55], [65 77], [64 96]]",99,23,64,96,8,107.294,0.7931,0.9326,0.7737,0.7186,,,,40.1129,
"[[108  51], [91 56], [79 63]]",108,51,79,63,3,31.6125,0.0,0.0411,0.0029,0.0404,,,,30.8678,
"[[157 134], [147 131], [121 121], [110 129], [ 99 133], [ 87 153]]",157,134,87,153,6,86.9271,0.6667,0.7797,0.4591,0.0529,,,,38.4084,
"[[47 99], [ 33 113], [ 29 118]]",47,99,29,118,3,26.2021,0.0,0.0341,0.1897,0.2607,,,,30.8223,
"[[ 43 142], [ 60 138], [ 72 135]]",43,142,72,135,3,29.8336,0.0,0.0388,0.0251,0.0729,,,,30.8529,
"[[109 132], [127 110], [145  93], [177  81], [176  58]]",109,132,176,58,5,110.3819,0.6471,0.7906,0.4226,0.2927,,,,38.2752,
"[[122 167], [136 144], [142 142], [141 135], [137 126], [120 105], [129  81]]",122,167,129,81,7,102.8208,0.72,0.8537,0.6655,0.3983,,,,39.2096,
"[[ 28 106], [47 99]]",28,106,47,99,2,20.2485,0.0,0.0263,0.1353,0.2324,,,,30.6383,
"[[48 73], [51 68], [57 61], [60 56]]",48,73,60,56,4,20.8814,0.0,0.0271,0.0886,0.0737,,,,30.9117,
"[[174  80], [162  94], [130  89], [106  86], [95 78], [82 71]]",174,80,82,71,6,103.3804,0.7143,0.8487,0.4176,0.0592,,,,39.0231,
"[[103 134], [125 125]]",103,134,125,125,2,23.7697,0.0,0.0309,0.0541,0.1512,,,,30.6678,
"[[94  3], [83 15], [62 40], [60 55], [56 78]]",94,3,56,78,5,87.4065,0.8824,0.996,0.8269,0.6533,,,,40.4375,
"[[156  47], [162  56], [177  81], [145  93], [127 110], [107 118], [ 78 112]]",156,47,78,112,7,150.0611,0.76,0.9551,0.7295,0.6757,,,,40.0069,
"[[ 61 133], [ 65 115], [74 91], [82 71], [96 48]]",61,133,96,48,5,92.5376,0.3529,0.4732,0.1566,0.0991,,,,35.1804,
"[[ 71 155], [ 86 147], [104 139], [118 133]]",71,155,118,133,4,51.9293,0.3077,0.3752,0.213,0.114,,,,34.2527,
"[[51 68], [57 77], [64 89], [67 94]]",51,68,67,94,4,30.54,0.0,0.0397,0.0654,0.0364,,,,30.9929,
"[[129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [64 62], [74 87], [ 73 111], [ 76 127]]",129,34,76,127,10,171.8476,0.8108,1.0342,0.8261,0.7712,,,,41.1006,
"[[ 54 135], [ 61 133], [ 82 127], [107 118], [120 105], [145  93], [177  81], [181  63]]",54,135,181,63,8,154.4218,0.3448,0.5455,0.3625,0.2651,,,,36.0214,
"[[138 172], [139 171], [142 142], [141 135], [137 126], [120 105], [106  86], [95 78], [85 85]]",138,172,85,85,9,123.9163,1.0,1.1611,0.6625,0.5822,,,,42.4577,
"[[168  54], [169  67], [177  81], [145  93], [127 110], [107 118], [ 98 124], [ 84 131], [ 72 135], [ 52 146]]",168,54,52,146,10,171.5821,0.973,1.1961,0.664,0.0332,,,,42.722,
"[[146  54], [158  56], [169  67], [177  81], [166 102]]",146,54,166,102,5,67.5529,0.5882,0.676,0.4678,0.1828,,,,37.3258,
"[[122 181], [105 176], [ 93 159], [ 87 153], [ 72 135]]",122,181,72,135,5,70.4447,0.4118,0.5034,0.2371,0.1237,,,,35.5843,
"[[148  46], [153  51], [169  67], [177  81], [145  93], [127 110], [107 118], [ 98 124], [ 84 131], [ 72 138], [ 66 144], [ 46 150]]",148,46,46,150,12,196.026,0.8667,1.1215,0.759,0.3725,,,,42.1315,
"[[ 66 144], [ 68 123], [ 65 110], [64 85], [64 64], [66 42]]",66,144,66,42,6,102.5474,0.1429,0.2762,0.2907,0.1899,,,,33.2964,
"[[ 77 160], [ 71 155], [ 61 137]]",77,160,61,137,3,28.4015,0.0,0.0369,0.0567,0.0403,,,,30.8408,
"[[ 28 106], [45 85], [50 72], [55 52], [62 40], [60 37]]",28,106,60,37,6,79.0604,0.7143,0.8171,0.5096,0.1328,,,,38.8188,
"[[ 52 146], [ 61 137], [ 63 134], [ 76 127], [ 91 111]]",52,146,91,111,5,53.03,0.0,0.0689,0.0774,0.0002,,,,31.3159,
"[[141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [145  93], [121  69], [103  63]]",141,37,103,63,9,144.7498,0.4242,0.6124,0.6574,0.0155,,,,36.869,
"[[182  73], [177  81], [145  93], [127 110], [125 129]]",182,73,125,129,5,87.4738,0.7647,0.8784,0.5758,0.1559,,,,39.2599,
"[[109 132], [ 95 125], [ 80 120], [ 65 115], [ 46 112], [ 33 112]]",109,132,33,112,6,79.5106,0.0,0.1034,0.075,0.1734,,,,31.6724,
"[[95 57], [95 78], [106  86], [120 105], [116 121], [109 132]]",95,57,109,132,6,87.7331,0.7619,0.876,0.4308,0.3191,,,,39.3682,
"[[74 87], [ 73 111], [ 72 122], [ 71 138]]",74,87,71,138,4,51.0974,0.4615,0.5279,0.1336,0.1004,,,,35.7852,
"[[ 94 129], [ 93 128], [ 75 115], [74 91], [88 70], [95 57]]",94,129,95,57,6,87.6423,0.381,0.4949,0.4499,0.2234,,,,35.5546,
"[[102  62], [103  63], [121  69], [145  93], [177  81], [186  79]]",102,62,186,79,6,97.7246,0.3333,0.4603,0.4046,0.1851,,,,35.1618,
"[[92 11], [83 15], [62 40], [79 63], [91 56], [104  52]]",92,11,104,52,6,98.5931,0.9524,1.0806,0.8732,0.7972,,,,41.3663,
"[[132 166], [142 142], [141 135], [137 126], [120 105], [121  96], [117  69], [110  57], [107  51], [106  50], [109  45]]",132,166,109,45,11,134.1343,1.0,1.1744,0.6798,0.6687,,,,42.8117,
"[[116 121], [127 110], [145  93], [177  81], [169  67], [168  48]]",116,121,168,48,6,109.642,0.7143,0.8568,0.4886,0.4817,,,,39.0758,
"[[ 37 157], [ 46 150], [ 66 144], [ 89 139], [101 132], [106 129], [116 121], [137 126], [144 131], [152 124], [158 110]]",37,157,158,110,11,144.4003,0.1707,0.3584,0.2778,0.1421,,,,34.5967,
"[[ 32 110], [ 46 101], [64 96], [67 94], [74 91], [85 85]]",32,110,85,85,6,59.0761,0.0952,0.172,0.2735,0.0185,,,,32.4537,
"[[57 77], [64 89], [67 94], [ 77 111], [ 78 112], [ 93 128], [101 132], [103 134], [107 136]]",57,77,107,136,9,79.0372,0.3333,0.436,0.1478,0.0591,,,,35.407,
"[[88 17], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 44 126], [ 37 151]]",88,17,37,151,9,152.2883,0.8788,1.0768,0.8274,0.8052,,,,41.4829,
"[[149  39], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [55 52], [50 72], [45 85], [ 28 106]]",149,39,28,106,11,178.6018,0.7317,0.9639,0.8335,0.8136,,,,40.4997,
"[[144  60], [129  81], [117  69], [110  57], [107  51], [106  50], [109  45]]",144,60,109,45,7,70.6234,0.92,1.0118,0.4623,0.0025,,,,40.941,
"[[129  76], [121  96]]",129,76,121,96,2,21.5407,0.0,0.028,0.032,0.065,,,,30.6491,
"[[61 81], [45 85], [ 36 100], [ 29 114]]",61,81,29,114,4,49.6378,0.2308,0.2953,0.2703,0.3148,,,,33.4636,
"[[129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [64 62], [64 85], [ 59 107]]",129,34,59,107,9,150.1832,0.7879,0.9831,0.7917,0.7401,,,,40.5553,
"[[60 55], [50 72], [45 85], [ 28 106]]",60,55,28,106,4,60.67,0.3846,0.4635,0.5814,0.3439,,,,35.0959,
"[[64 97], [76 93]]",64,97,76,93,2,12.6491,0.4,0.4164,0.131,0.032,,,,34.5784,
"[[92 74], [83 83], [74 87], [67 94], [64 96], [ 46 101]]",92,74,46,101,6,54.7634,0.0,0.0712,0.0623,0.053,,,,31.4645,
"[[138  26], [156  47]]",138,26,156,47,2,27.6586,0.0,0.036,0.0294,0.0676,,,,30.7005,
"[[142  36], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [60 55], [65 77], [64 96]]",142,36,64,96,10,152.4045,0.7027,0.9008,0.7728,0.7186,,,,39.8552,
"[[93  6], [93  7], [118  23], [127  26]]",93,6,127,26,4,40.1685,0.4615,0.5137,0.2056,0.1428,,,,35.6934,
"[[ 40 163], [ 53 155], [ 65 158], [ 92 164], [110 169]]",40,163,110,169,5,73.9738,0.0,0.0962,0.0117,0.0716,,,,31.4919,
"[[117 151], [133 177], [110 169], [ 92 164], [ 83 144], [ 72 122], [ 65 115], [ 56 105]]",117,151,56,105,8,143.4434,0.9655,1.152,0.5225,0.5082,,,,42.1424,
"[[166 102], [145  93], [127 110], [116 121], [106 129], [101 132], [ 89 139], [ 83 144], [ 71 155]]",166,102,71,155,9,119.7812,0.4545,0.6102,0.4796,0.3387,,,,36.9625,
"[[64 89], [83 83], [106  86], [130  89], [145  93], [177  81], [180  67], [182  52]]",64,89,182,52,8,146.4572,0.4828,0.6732,0.4334,0.4443,,,,37.3359,
"[[151  37], [124  25], [110  20], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 44 126]]",151,37,44,126,10,192.8134,0.6757,0.9264,0.8371,0.7835,,,,39.9245,
"[[ 71 155], [ 65 136], [ 63 134], [ 61 133], [ 52 108], [45 85], [50 72]]",71,155,50,72,7,89.53,0.16,0.2764,0.268,0.2303,,,,33.4923,
"[[47 79], [50 72], [55 52], [62 40], [82 16], [94 20], [99 23], [127  26], [138  26], [157  37]]",47,79,157,37,10,152.9596,0.8108,1.0096,0.7835,0.5564,,,,40.9419,
"[[95 57], [104  52]]",95,57,104,52,2,10.2956,0.0,0.0134,0.0772,0.0199,,,,30.5546,
"[[ 76 127], [ 72 122], [ 68 112], [64 97], [61 81], [58 73], [62 40], [82 16], [88 17], [118  23]]",76,127,118,23,10,158.6799,0.4054,0.6117,0.7286,0.501,,,,36.932,
"[[93 10], [110  20], [118  23], [141  37], [146  40], [152  46], [158  56], [169  67]]",93,10,169,67,8,96.7274,0.1379,0.2636,0.246,0.1184,,,,33.4656,
"[[ 72 122], [ 53 123], [ 30 117], [ 24 112]]",72,122,24,112,4,50.6063,0.3846,0.4504,0.2564,0.3534,,,,35.0113,
"[[85 57], [103  63], [121  69], [145  93], [177  81], [186  79]]",85,57,186,79,6,115.284,0.3333,0.4832,0.4046,0.1851,,,,35.3094,
"[[110  20], [83 15], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 78 112], [ 93 128]]",110,20,93,128,9,157.3979,0.8788,1.0834,0.8496,0.8162,,,,41.5259,
"[[57 77], [64 97]]",57,77,64,97,2,21.1896,0.0,0.0275,0.03,0.067,,,,30.6462,
"[[83 15], [62 40], [79 63], [102  61], [110  57], [112  55]]",83,15,112,55,6,96.1098,0.9048,1.0297,0.8244,0.8044,,,,40.869,
"[[64 62], [65 77], [67 94], [ 68 112], [ 72 135], [ 77 160]]",64,62,77,160,6,99.0186,0.0,0.1287,0.1401,0.0008,,,,31.8364,
"[[93  7], [83 15], [62 40], [55 52], [49 78]]",93,7,49,78,5,86.0317,0.9412,1.053,0.7951,0.6741,,,,41.0146,
"[[122 181], [105 176]]",122,181,105,176,2,17.72,0.0,0.023,0.0417,0.0554,,,,30.617,
"[[ 46 150], [ 52 146], [ 65 136]]",46,150,65,136,3,23.6123,0.0,0.0307,0.0465,0.0506,,,,30.8006,
"[[153  51], [169  67], [177  81], [145  93], [127 110], [121 121]]",153,51,121,121,6,110.2167,0.8095,0.9528,0.6549,0.1027,,,,40.0335,
"[[174  80], [163 102], [157 134]]",174,80,157,134,3,57.1544,0.1111,0.1854,0.3131,0.2377,,,,32.1945,
"[[93  7], [118  23], [142  36]]",93,7,142,36,3,56.9763,0.3333,0.4074,0.0579,0.0128,,,,34.4173,
"[[97 68], [95 78], [106  86], [120 105], [137 126], [141 135], [142 142], [142 157], [138 172]]",97,68,138,172,9,121.863,0.8485,1.0069,0.6096,0.5634,,,,40.924,
"[[60 37], [64 62], [76 83]]",60,37,76,83,3,49.5048,0.0,0.0644,0.2915,0.0958,,,,31.0181,
"[[137 126], [121 121], [ 94 115], [ 77 111], [67 95], [64 89]]",137,126,64,89,6,87.4621,0.1429,0.2566,0.2838,0.0357,,,,33.1697,
"[[93 18], [83 15], [62 40], [79 63], [102  61], [118  59]]",93,18,118,59,6,110.902,0.8095,0.9537,0.8319,0.7804,,,,40.0393,
"[[95 57], [79 63], [58 73], [43 76]]",95,57,43,76,4,55.6445,0.1538,0.2261,0.1424,0.1388,,,,32.7433,
"[[ 27 116], [ 29 114], [ 36 100], [45 85], [50 72], [55 52], [62 40], [83 15], [92 11], [97  7]]",27,116,97,7,10,133.3118,0.5405,0.7138,0.7929,0.7775,,,,38.0712,
"[[64 97], [ 73 111], [ 75 115], [ 81 136], [ 94 159]]",64,97,94,159,5,69.3755,0.1765,0.2667,0.2368,0.0571,,,,33.22,
"[[150 123], [163 102], [151  98], [130  89]]",150,123,130,89,4,60.1946,0.3846,0.4629,0.3758,0.0805,,,,35.0919,
"[[124  25], [141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [145  93], [127 110], [116 121], [106 129], [101 132], [ 99 133]]",124,25,99,133,13,173.8321,0.6327,0.8587,0.806,0.0255,,,,39.7367,
"[[130  89], [145  93], [177  81], [187  71]]",130,89,187,71,4,63.8423,0.4615,0.5445,0.3273,0.2374,,,,35.8923,
"[[93 18], [83 15], [62 40], [60 55], [57 77], [55 94], [ 52 103], [ 53 123], [ 52 146]]",93,18,52,146,9,150.0771,0.8788,1.0739,0.8218,0.7848,,,,41.4643,
"[[122 181], [132 166], [142 142], [141 135], [137 126], [121 121]]",122,181,121,121,6,77.7107,0.381,0.482,0.3469,0.1147,,,,35.4711,
"[[135  63], [129  81], [125  97], [107 118], [ 98 124], [ 94 129]]",135,63,94,129,6,80.3445,0.2857,0.3901,0.3252,0.1581,,,,34.5393,
"[[137 126], [141 135], [142 142], [136 144], [122 167]]",137,126,122,167,5,50.1703,0.4706,0.5358,0.338,0.1431,,,,36.0026,
"[[ 31 119], [ 44 126], [ 68 123], [ 76 127], [ 84 131], [ 99 133], [107 136]]",31,119,107,136,7,80.5169,0.44,0.5447,0.0102,0.0671,,,,36.2194,
"[[138  26], [127  26], [124  25], [110  20], [83 15], [62 40], [55 52], [51 68], [44 80], [ 36 100], [ 29 114]]",138,26,29,114,11,170.6075,0.6341,0.8559,0.8301,0.8135,,,,39.4555,
"[[181  63], [177  81], [145  93], [127 110], [116 121], [106 129], [103 134], [ 93 146]]",181,63,93,146,8,127.188,0.8621,1.0274,0.6072,0.0507,,,,40.9708,
"[[85 57], [103  63], [121  69], [145  93], [177  81], [169  67], [158  56]]",85,57,158,56,7,137.7453,0.32,0.4991,0.5947,0.2852,,,,35.499,
"[[102  61], [97 68], [92 74], [83 83], [74 87], [ 65 110], [ 53 123], [ 48 136], [ 43 142]]",102,61,43,142,9,103.118,0.0,0.1341,0.2309,0.0181,,,,32.273,
"[[110  57], [102  61], [79 63], [64 64], [45 69]]",110,57,45,69,5,66.7112,0.1176,0.2043,0.1458,0.1627,,,,32.608,
"[[120 105], [107 118], [ 94 115], [ 77 111], [ 56 105], [ 36 100]]",120,105,36,100,6,91.6465,0.4762,0.5953,0.2644,0.271,,,,36.5412,
"[[ 41 139], [ 61 133], [ 82 127], [107 118]]",41,139,107,118,4,69.2916,0.0,0.0901,0.0397,0.0583,,,,31.3185,
"[[136 144], [142 142], [141 135], [137 126], [121 121], [ 94 115], [ 77 111], [67 95]]",136,144,67,95,8,103.9984,0.5172,0.6524,0.4333,0.0102,,,,37.3235,
"[[ 75 115], [ 94 115], [107 118], [120 105], [145  93], [177  81], [176  58]]",75,115,176,58,7,135.655,0.48,0.6564,0.3977,0.2927,,,,37.083,
"[[ 71 155], [ 92 164], [122 167], [147 161]]",71,155,147,161,4,78.7069,0.0769,0.1792,0.0791,0.0906,,,,32.1673,
"[[168  54], [169  67], [177  81], [145  93], [127 110], [107 118], [ 80 120], [ 68 123], [ 48 125], [ 30 131], [ 16 133]]",168,54,16,133,11,202.2973,0.9756,1.2386,0.6501,0.4394,,,,43.1402,
"[[ 46 150], [ 52 146], [ 71 138], [ 84 131], [ 98 124]]",46,150,98,124,5,58.2439,0.0,0.0757,0.0771,0.0212,,,,31.3597,
"[[168  54], [156  47]]",168,54,156,47,2,13.8924,0.0,0.0181,0.0329,0.13,,,,30.5849,
"[[ 95 125], [ 77 111], [64 96]]",95,125,64,96,3,42.6529,0.0,0.0554,0.0011,0.0075,,,,30.9606,
"[[158 110], [163 102], [151  98], [130  89], [106  86], [83 83], [65 77]]",158,110,65,77,7,111.2857,0.16,0.3047,0.3797,0.0191,,,,33.6751,
"[[168  48], [176  58], [177  81], [145  93], [127 110], [107 118], [ 94 115], [ 65 110], [ 46 112]]",168,48,46,112,9,178.178,0.7576,0.9892,0.6729,0.0242,,,,40.4872,
"[[ 80 120], [107 118], [120 105], [145  93], [177  81], [169  67], [158  56], [152  46], [146  40]]",80,120,146,40,9,159.1937,0.5152,0.7222,0.5738,0.5596,,,,37.9013,
"[[74 12], [82 16], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 82 127], [ 86 147]]",74,12,86,147,9,151.2877,0.8788,1.0755,0.9007,0.7816,,,,41.4745,
"[[145 162], [141 135], [137 126], [116 121], [ 95 125]]",145,162,95,125,5,80.1081,0.4706,0.5747,0.451,0.4633,,,,36.2541,
"[[155 127], [147 131], [121 121], [ 94 115], [ 77 111], [67 95], [64 89], [43 76]]",155,127,43,76,8,132.1983,0.6552,0.8271,0.4395,0.1482,,,,38.9418,
"[[ 59 107], [ 65 110], [ 68 112], [ 75 115], [ 98 124], [124 130]]",59,107,124,130,6,69.311,0.0952,0.1853,0.2603,0.1613,,,,32.5397,
"[[81 74], [74 91], [ 75 115], [ 81 136], [ 83 144], [ 92 164], [110 169]]",81,74,110,169,7,113.1054,0.48,0.627,0.3967,0.2805,,,,36.8936,
"[[ 65 115], [ 60 138]]",65,115,60,138,2,23.5372,0.0,0.0306,0.0844,0.0127,,,,30.6659,
"[[64 97], [ 68 112], [ 72 122], [ 83 144], [ 92 164], [111 174]]",64,97,111,174,6,94.2939,0.0,0.1226,0.1111,0.0853,,,,31.7967,
"[[112 132], [106 129], [ 98 124], [ 77 111], [68 91], [65 77], [64 64], [62 40], [82 16], [94 20], [99 23]]",112,132,99,23,11,163.9326,0.5122,0.7253,0.6618,0.5943,,,,38.1792,
"[[162  94], [177  81], [169  67], [158  56], [152  46], [146  40], [141  37], [127  26], [121  21], [92 11]]",162,94,92,11,10,133.7989,0.6486,0.8225,0.5855,0.4111,,,,39.1573,
"[[ 46 101], [49 78], [57 61], [62 40], [82 16], [93 18], [121  21]]",46,101,121,21,7,134.1517,0.76,0.9344,0.7961,0.5086,,,,39.8732,
"[[57 61], [61 81], [64 89], [ 65 115], [ 61 137]]",57,61,61,137,5,77.32,0.0,0.1005,0.2066,0.0173,,,,31.52,
"[[103  19], [83 15], [62 40], [55 52], [43 76]]",103,19,43,76,5,93.771,0.8235,0.9454,0.718,0.6847,,,,39.9014,
"[[127  26], [124  25], [110  20], [83 15], [62 40], [64 62], [64 89], [ 65 115], [ 71 138]]",127,26,71,138,9,177.0167,0.6364,0.8665,0.845,0.7666,,,,39.2643,
"[[162  96], [145  93], [130  89], [106  86], [83 83], [74 87], [67 94], [64 96], [ 52 103], [ 32 110]]",162,96,32,110,10,138.6044,0.3784,0.5586,0.606,0.1947,,,,36.493,
"[[141 161], [142 142], [141 135], [137 126], [121 121], [ 94 115], [ 77 111], [67 95], [64 89], [57 77]]",141,161,57,77,10,137.3008,0.6216,0.8001,0.4949,0.0366,,,,38.9165,
"[[180  50], [183  57], [177  81], [145  93], [127 110], [124 130]]",180,50,124,130,6,111.513,0.619,0.764,0.7573,0.1596,,,,38.1375,
"[[76 83], [76 93]]",76,83,76,93,2,10.0,0.4,0.413,0.1196,0.0206,,,,34.5561,
"[[97 68], [95 78], [106  86], [120 105], [137 126], [144 131], [152 138]]",97,68,152,138,7,93.6513,0.8,0.9217,0.5235,0.4518,,,,39.9333,
"[[102  62], [117  69], [129  76], [150  80]]",102,62,150,80,4,51.8229,0.1538,0.2212,0.2061,0.073,,,,32.7112,
"[[74 87], [68 91], [ 77 111]]",74,87,77,111,3,29.1428,0.2222,0.2601,0.0438,0.0082,,,,33.0713,
"[[76 83], [83 83], [106  86], [130  89], [145  93], [177  81], [180  67]]",76,83,180,67,7,118.3996,0.44,0.5939,0.3329,0.2214,,,,36.5377,
"[[106  86], [95 78], [92 74], [85 55]]",106,86,85,55,4,38.8499,0.5385,0.589,0.1885,0.1553,,,,36.4531,
"[[177  81], [145  93], [130  89], [106  86], [83 83], [64 89]]",177,81,64,89,6,117.0066,0.4286,0.5807,0.2937,0.0043,,,,36.2778,
"[[ 33 112], [ 53 123], [ 72 122], [ 93 128]]",33,112,93,128,4,63.6921,0.0,0.0828,0.0068,0.0003,,,,31.2714,
"[[ 38 127], [ 44 126], [ 68 123], [ 80 120], [107 118], [120 105], [145  93], [162  94], [174  80]]",38,127,174,80,9,151.2969,0.303,0.4997,0.2464,0.1793,,,,35.7108,
"[[ 38 127], [ 50 144], [ 52 146], [ 65 158], [ 88 170], [ 90 172], [101 176], [122 181], [136 186]]",38,127,136,186,9,118.2574,0.2727,0.4264,0.1259,0.0266,,,,35.1299,
"[[168  54], [169  67], [177  81], [171 104], [164 122], [157 134], [147 161]]",168,54,147,161,7,114.9307,0.96,1.1094,0.6927,0.6554,,,,41.7137,
"[[117 183], [132 166], [142 142], [141 135], [137 126], [120 105], [106  86]]",117,183,106,86,7,116.2109,0.64,0.7911,0.6453,0.4947,,,,38.5213,
"[[ 86 147], [ 83 144], [ 72 122], [ 65 115], [ 52 103], [45 85], [45 82]]",86,147,45,82,7,78.7439,0.16,0.2624,0.2638,0.1598,,,,33.4017,
"[[112  59], [117  69]]",112,59,117,69,2,11.1803,0.0,0.0145,0.085,0.012,,,,30.5621,
"[[ 30 142], [ 46 150], [ 65 158], [ 88 170], [ 90 172], [101 176], [117 183]]",30,142,117,183,7,96.4437,0.2,0.3254,0.0341,0.0782,,,,33.9508,
"[[ 92 164], [116 164], [119 158], [142 142], [152 124], [162  94]]",92,164,162,94,6,110.9401,0.2857,0.4299,0.4677,0.3824,,,,34.7964,
"[[94 20], [88 17], [83 15], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 80 120], [ 83 144], [ 88 170]]",94,20,88,170,11,178.8363,0.8049,1.0374,0.836,0.8089,,,,41.2344,
"[[88 70], [95 78], [106  86], [127  81]]",88,70,127,81,4,45.8186,0.4615,0.5211,0.1677,0.0843,,,,35.7408,
"[[ 68 112], [ 53 123], [ 41 139]]",68,112,41,139,3,38.6011,0.0,0.0502,0.0152,0.0684,,,,30.9265,
"[[85 55], [82 71], [74 87], [ 65 110], [ 53 123], [ 48 136], [ 40 146]]",85,55,40,146,7,103.292,0.0,0.1343,0.2555,0.0552,,,,32.0063,
"[[ 30 142], [ 41 139], [ 61 133], [ 82 127], [107 118], [120 105], [145  93], [162  94], [174  80]]",30,142,174,80,9,162.2775,0.303,0.514,0.2501,0.1793,,,,35.8031,
"[[146  54], [158  56], [169  67], [177  81], [145  93], [130  89], [106  86], [83 83], [74 87], [67 94], [64 96], [ 52 103]]",146,54,52,103,12,178.1745,0.5333,0.7649,0.6342,0.0098,,,,38.6442,
"[[139 183], [145 162], [141 135], [137 126], [120 105], [125  97]]",139,183,125,97,6,95.4364,0.9048,1.0289,0.6203,0.5692,,,,40.8633,
"[[ 60 138], [ 65 115], [64 97], [61 81], [57 61]]",60,138,57,61,5,78.2399,0.0,0.1017,0.15,0.124,,,,31.5277,
"[[ 65 110], [ 72 122], [ 81 136], [ 93 159], [105 176], [117 183]]",65,110,117,183,6,91.1791,0.3333,0.4518,0.2618,0.2286,,,,35.1068,
"[[ 38 127], [ 40 146]]",38,127,40,146,2,19.105,0.0,0.0248,0.0532,0.1502,,,,30.6287,
"[[144 131], [152 124], [163 102], [174  80]]",144,131,174,80,4,59.8236,0.4615,0.5393,0.424,0.2316,,,,35.8585,
"[[ 29 114], [ 46 101], [64 96], [67 94], [74 87], [83 83], [92 74], [97 68], [103  63]]",29,114,103,63,9,91.7848,0.0,0.1193,0.2466,0.0038,,,,32.1778,
"[[109 132], [127 110], [145  93], [177  81], [169  67], [153  51]]",109,132,153,51,6,126.1121,0.7143,0.8782,0.5458,0.5012,,,,39.2141,
"[[90  6], [92 11], [83 15], [62 40], [60 55], [65 77], [68 91], [ 77 111], [ 82 127], [ 87 153]]",90,6,87,153,10,165.0664,0.8649,1.0795,0.93,0.7956,,,,41.5852,
"[[180  67], [176  58], [168  54], [152  46], [129  34], [108  27], [94 20], [88 17], [83 15], [62 40], [66 42]]",180,67,66,42,11,149.6275,0.6098,0.8043,0.5859,0.4368,,,,39.036,
"[[166  50], [169  67], [177  81], [145  93], [127 110], [107 118], [ 98 124], [ 84 131], [ 72 135], [ 61 137], [ 43 142]]",166,50,43,142,11,182.8428,0.9756,1.2133,0.6898,0.0048,,,,42.9767,
"[[158  56], [168  54]]",158,56,168,54,2,10.198,0.0,0.0133,0.0014,0.0957,,,,30.5538,
"[[ 29 114], [ 38 127], [ 41 139], [ 37 157]]",29,114,37,157,4,46.6198,0.4615,0.5221,0.3846,0.3844,,,,35.7476,
