Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[135  72], [130  88], [130 118], [142 133], [141 150], [127 153]]",135,72,127,153,6,97.3196,0.7143,0.7922,0.6387,0.5606,,,,38.7779,
"[[185  57], [183  60], [178  73], [160  94], [157  93], [141  98], [125 113], [106 121]]",185,57,106,121,8,107.6651,0.6552,0.7413,0.5883,0.4059,,,,38.5004,
"[[130 109], [116 118], [ 97 123], [ 80 119], [ 62 119], [ 39 116]]",130,109,39,116,6,94.9493,0.0476,0.1236,0.1581,0.0724,,,,32.0869,
"[[129 120], [130 118], [141  98], [162  89]]",129,120,162,89,4,47.9088,0.3077,0.346,0.3575,0.2894,,,,34.1076,
"[[ 28 131], [ 39 133], [ 62 135], [ 87 128], [107 122], [118  99], [124  92]]",28,131,124,92,7,115.8239,0.2,0.2927,0.3216,0.1954,,,,33.8845,
"[[142 157], [144 154], [142 133], [130 118], [130  95], [128  70]]",142,157,128,70,6,91.9898,0.6667,0.7403,0.6678,0.6423,,,,38.2624,
"[[ 77 113], [ 76 110], [72 84], [71 68], [67 32], [79 18], [87 17]]",77,113,87,17,7,108.2223,0.72,0.8066,0.5371,0.5271,,,,39.034,
"[[177  49], [180  63], [184  71], [164  87], [142  91], [120  82], [102  74]]",177,49,102,74,7,114.7027,0.52,0.6118,0.6312,0.3759,,,,37.0794,
"[[ 75 142], [ 66 136], [ 53 129], [ 39 116], [ 32 115]]",75,142,32,115,5,51.7575,0.0588,0.1002,0.0923,0.1904,,,,31.7635,
"[[ 39 133], [ 49 139]]",39,133,49,139,2,11.6619,0.0,0.0093,0.0536,0.0434,,,,30.5237,
"[[173  92], [168 107], [164 116], [160 124], [153 136], [135 150], [129 155], [124 158], [115 161]]",173,92,115,161,9,94.4285,0.2121,0.2876,0.3773,0.065,,,,34.0872,
"[[127 153], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [177  71], [152  50], [150  48]]",127,153,150,48,10,136.7001,0.1892,0.2986,0.6616,0.2833,,,,34.2867,
"[[98 17], [90 10], [83  7], [78  1]]",98,17,78,1,4,26.0562,0.0769,0.0977,0.1672,0.17,,,,31.6373,
"[[141  30], [121  26]]",141,30,121,26,2,20.3961,0.2,0.2163,0.1456,0.0466,,,,32.5897,
"[[ 63 103], [ 73 122], [ 75 137], [ 79 145], [ 82 154], [102 174], [120 168]]",63,103,120,168,7,102.2927,0.24,0.3218,0.1806,0.0693,,,,34.1857,
"[[ 80 138], [ 99 126], [127 121], [143 133], [150 125], [156 119]]",80,138,156,119,6,90.0306,0.619,0.691,0.3549,0.3092,,,,37.7706,
"[[124 168], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 62 119], [48 94], [46 71]]",124,168,46,71,8,143.4624,0.2414,0.3562,0.4938,0.2529,,,,34.6205,
"[[144 172], [145 165], [149 145], [153 136], [160 124], [164 116], [168 107], [173  92], [178  73], [183  60], [185  57]]",144,172,185,57,11,122.9938,0.1463,0.2447,0.6074,0.4366,,,,33.8761,
"[[124 168], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 62 119], [48 94], [46 72]]",124,168,46,72,8,142.4663,0.2414,0.3554,0.4906,0.2468,,,,34.6132,
"[[124 168], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 62 119], [ 53 103], [44 89]]",124,168,44,89,8,126.7234,0.1034,0.2048,0.4711,0.112,,,,33.1165,
"[[120 118], [129 120], [142 133], [141 150], [134 165]]",120,118,134,165,5,61.1867,0.4118,0.4607,0.513,0.4121,,,,35.3661,
"[[129 120], [142 133], [141 150], [137 164]]",129,120,137,164,4,49.9744,0.4615,0.5015,0.3104,0.085,,,,35.6623,
"[[165  60], [152  46]]",165,60,152,46,2,19.105,0.0,0.0153,0.0455,0.1425,,,,30.5783,
"[[ 37 149], [ 37 139], [ 39 116], [ 41 114], [48 84], [54 72], [65 58]]",37,149,65,58,7,97.942,0.64,0.7184,0.3256,0.3056,,,,38.1579,
"[[ 83 109], [ 87 113], [107 122], [118  99], [130  88]]",83,109,130,88,5,69.3625,0.1765,0.232,0.1555,0.0879,,,,33.0706,
"[[129 176], [136 167], [141 152], [142 133], [130 118], [124  92], [120  82], [109  61], [92 45]]",129,176,92,45,9,149.9542,0.7273,0.8473,0.677,0.6736,,,,39.651,
"[[112  54], [119  83], [118  99], [107 122], [ 99 126], [ 88 135], [ 79 145]]",112,54,79,145,7,107.9698,0.36,0.4464,0.431,0.1885,,,,35.4285,
"[[150 125], [143 133], [142 130], [127 122], [117 122], [ 94 126], [ 73 122]]",150,125,73,122,7,85.5152,0.8,0.8684,0.3715,0.2647,,,,39.6685,
"[[132 113], [116 118], [107 122], [ 87 128], [ 62 135], [ 49 139], [ 24 135]]",132,113,24,135,7,112.3735,0.04,0.1299,0.1991,0.2272,,,,32.2576,
"[[ 61 144], [ 67 141], [ 75 137], [ 94 126], [107 122], [116 118], [125 113], [141  98], [162  89], [164  87], [185  81]]",61,144,185,81,11,140.8007,0.1951,0.3077,0.3676,0.3427,,,,34.495,
"[[178  64], [178  73], [160  94], [142  91], [120  82], [102  74], [80 62], [67 58]]",178,64,67,58,8,137.0358,0.7241,0.8337,0.5047,0.4366,,,,39.4052,
"[[151  55], [149  48], [143  39], [117  32], [109  27], [87 17], [82 14]]",151,55,82,14,7,84.4536,1.0,1.0,0.2592,0.2059,,,,41.6627,
"[[ 73 122], [ 60 120], [ 39 133]]",73,122,39,133,3,37.8511,0.0,0.0303,0.0284,0.0686,,,,30.8347,
"[[ 24 135], [ 34 139], [ 62 135], [ 87 128], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [177  71]]",24,135,177,71,12,177.793,0.3111,0.4533,0.4243,0.3723,,,,36.0463,
"[[ 18 136], [ 37 139], [ 60 133]]",18,136,60,133,3,43.0051,0.0,0.0344,0.1345,0.0337,,,,30.8725,
"[[ 66 101], [71 68], [67 32], [79 18], [98 12]]",66,101,98,12,5,107.9621,0.7647,0.8511,0.6194,0.5871,,,,39.2412,
"[[126  88], [130  88], [160  94], [178  73], [183  60]]",126,88,183,60,5,76.1811,0.3529,0.4138,0.4344,0.3846,,,,34.8863,
"[[110  25], [143  39], [149  48], [152  50], [177  71], [173  92], [168 107], [164 116], [160 124], [153 136], [149 145], [142 157], [137 164], [132 187]]",110,25,132,187,14,208.6741,0.8491,1.0,0.7514,0.7431,,,,41.8961,
"[[ 44 139], [ 48 137], [ 60 120], [ 67 106], [75 85], [79 69], [93 45]]",44,139,93,45,7,107.6828,0.28,0.3661,0.2972,0.1203,,,,34.6256,
"[[180  63], [178  73], [160  94], [130  88], [108  88], [97 80], [75 85], [66 89], [54 96]]",180,63,54,96,9,150.3546,0.7576,0.8779,0.6432,0.5626,,,,39.9573,
"[[115 165], [124 158], [129 155], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [178  73], [170  53], [163  41]]",115,165,163,41,12,151.4234,0.2222,0.3433,0.6612,0.5133,,,,34.9632,
"[[ 75 137], [ 75 142]]",75,137,75,142,2,5.0,0.0,0.004,0.0261,0.071,,,,30.475,
"[[142 133], [129 120], [106 121], [ 83 109]]",142,133,83,109,4,67.3487,0.7692,0.8231,0.4234,0.0557,,,,38.8696,
"[[141 150], [153 136], [160 124], [164 116], [168 107], [173  92], [177  71], [152  50], [150  48], [143  39], [117  32], [109  27]]",141,150,109,27,12,171.5533,0.2889,0.4261,0.7325,0.3418,,,,35.7783,
"[[36 99], [46 83], [63 56], [67 32], [79 18], [87 17], [116  22], [129  26]]",36,99,129,26,8,144.6358,0.7586,0.8743,0.8557,0.6076,,,,39.8062,
"[[ 67 157], [ 79 145], [ 82 142], [ 99 126], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [166  58], [163  53], [154  40], [141  30]]",67,157,141,30,15,200.4158,0.4561,0.6164,0.5991,0.5866,,,,38.0209,
"[[130  95], [118  99], [107 122], [ 99 126], [ 80 138], [ 70 142]]",130,95,70,142,6,80.331,0.381,0.4453,0.2502,0.1765,,,,35.3171,
"[[ 80 111], [ 87 113], [106 121], [125 113], [141  98], [157  93], [160  94], [178  73], [161  43]]",80,111,161,43,9,152.5087,0.4242,0.5462,0.5398,0.5198,,,,36.6357,
"[[164  87], [162  89], [160  94], [156 119], [152 139], [131 148]]",164,87,131,148,6,76.775,0.3333,0.3947,0.536,0.2518,,,,34.8136,
"[[103  44], [95 51], [93 45]]",103,44,93,45,3,16.9547,0.0,0.0136,0.0178,0.0253,,,,30.6817,
"[[ 60 133], [ 62 135], [ 87 128], [107 122], [116 118], [125 113], [139  95], [158 102]]",60,133,158,102,8,112.867,0.1034,0.1937,0.3711,0.2824,,,,33.015,
"[[ 73 122], [ 86 124], [ 99 126], [125 120], [142 130], [139 138]]",73,122,139,138,6,81.2563,0.9524,1.0,0.3895,0.2598,,,,41.0436,
"[[180  63], [177  71], [173  92], [168 107], [164 116], [160 124], [153 136], [135 150]]",180,63,135,150,8,101.222,0.4483,0.5293,0.5043,0.1144,,,,36.3822,
"[[151  58], [149  48], [143  39], [117  32], [109  27], [87 17], [79 18], [67 32], [63 56], [50 71], [39 87], [34 93]]",151,58,34,93,12,179.4492,0.6889,0.8325,0.7338,0.7337,,,,39.8402,
"[[120 168], [102 174], [ 82 154], [ 79 145], [ 75 137]]",120,168,75,137,5,65.689,0.0,0.0526,0.1363,0.0589,,,,31.2769,
"[[ 65 157], [ 58 141], [ 52 115]]",65,157,52,115,3,44.1476,0.0,0.0353,0.0362,0.0295,,,,30.8808,
"[[80 62], [97 80], [108  88], [118  99], [127 125]]",80,62,127,125,5,80.74,0.4706,0.5352,0.3644,0.2003,,,,36.0979,
"[[70 51], [67 32], [79 18], [87 17], [110  25], [143  39], [149  48], [152  50], [165  60]]",70,51,165,60,9,136.7586,0.8788,0.9882,0.6023,0.5899,,,,41.0709,
"[[ 74 142], [ 82 154], [102 174], [120 168], [137 164]]",74,142,137,164,5,79.1444,0.5882,0.6515,0.1587,0.0723,,,,37.2634,
"[[132 113], [141  98], [157  93], [173  92]]",132,113,173,92,4,50.2871,0.4615,0.5017,0.3491,0.3158,,,,35.6646,
"[[ 36 155], [ 46 145], [ 63 133], [ 73 122], [ 77 113], [ 80 111]]",36,155,80,111,6,63.2713,0.0,0.0506,0.0197,0.0586,,,,31.3784,
"[[34 93], [45 92], [54 96], [66 89], [75 85], [97 80], [108  88], [114  88], [139  95], [168 107]]",34,93,168,107,10,144.1442,0.9189,1.0,0.3986,0.351,,,,41.6456,
"[[113 169], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 73 122], [ 70 104], [74 80]]",113,169,74,80,8,116.5105,0.069,0.1622,0.3616,0.0273,,,,32.6973,
"[[ 71 144], [ 68 138], [ 62 119], [ 53 103], [45 91]]",71,144,45,91,5,59.4128,0.1176,0.1651,0.2655,0.0912,,,,32.4081,
"[[97 80], [108  88], [118  99], [130 118], [142 133], [141 150], [134 165]]",97,80,134,165,7,103.7314,0.72,0.803,0.5999,0.4181,,,,39.0011,
"[[78  1], [83  7], [90 10], [121  26], [149  48], [152  50], [165  60], [178  73], [160  94]]",78,1,160,94,9,151.9707,0.6364,0.758,0.7715,0.4348,,,,38.7559,
"[[46 77], [50 71], [63 56], [67 32], [79 18], [78  1]]",46,77,78,1,6,86.8601,0.5714,0.6409,0.8618,0.6717,,,,37.2709,
"[[141  98], [130 118], [142 133], [141 150], [136 167]]",141,98,136,167,5,76.7842,0.8235,0.8849,0.5959,0.571,,,,39.6014,
"[[144 172], [130 177], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 62 119], [54 96]]",144,172,54,96,8,136.2969,0.7241,0.8331,0.3976,0.0453,,,,39.3998,
"[[ 69 102], [71 68], [67 32], [79 18], [78  1]]",69,102,78,1,5,105.7488,0.7059,0.7905,0.7005,0.6673,,,,38.6364,
"[[143  39], [117  32], [109  27], [87 17], [79 18], [67 32], [63 56], [48 84], [45 91]]",143,39,45,91,9,150.7388,0.697,0.8176,0.7028,0.7027,,,,39.3535,
"[[141 184], [138 176], [144 154], [142 133], [130 118], [124  92], [120  82], [109  61], [105  47], [102  42]]",141,184,102,42,10,153.2033,1.0,1.0,0.7019,0.6876,,,,42.5237,
"[[ 58 141], [ 48 137], [ 39 133], [ 24 130]]",58,141,24,130,4,35.9162,0.0769,0.1056,0.1786,0.277,,,,31.7095,
"[[160 124], [142 130], [127 122], [108 123], [ 87 128], [ 62 135], [ 43 140], [ 25 134]]",160,124,25,134,8,141.1691,0.931,1.0,0.4236,0.4093,,,,41.5066,
"[[138 176], [130 177], [102 174], [ 82 154], [ 71 144], [ 68 138], [ 66 136], [ 63 133]]",138,176,63,133,8,93.1521,0.7241,0.7986,0.1743,0.0905,,,,39.0838,
"[[144 154], [142 133], [130 118], [124  92], [120  82], [109  61], [92 45]]",144,154,92,45,7,124.8098,0.88,0.9798,0.7043,0.6876,,,,40.7571,
"[[113  20], [79 18], [67 32], [63 56], [50 71], [39 87]]",113,20,39,87,6,116.0948,0.9048,0.9977,0.7339,0.7139,,,,40.8223,
"[[ 43 140], [ 62 135], [ 87 128], [107 122], [118  99]]",43,140,118,99,5,91.9841,0.1765,0.2501,0.1946,0.1482,,,,33.2363,
"[[116  22], [121  26], [149  48], [152  50], [177  71], [173  92], [168 107], [164 116], [160 124], [153 136], [149 145], [142 157], [137 164], [132 187]]",116,22,132,187,14,204.0227,0.8302,0.9934,0.7578,0.7352,,,,41.6729,
"[[145 165], [124 168], [102 174], [ 82 154], [ 61 144], [ 43 140], [ 25 134]]",145,165,25,134,7,132.9731,0.04,0.1464,0.1533,0.2384,,,,32.4084,
"[[133 191], [144 172], [143 156], [142 130]]",133,191,142,130,4,64.0049,1.0,1.0,0.3109,0.2776,,,,41.1554,
"[[119  64], [132  80], [157  93], [160  94], [178  73]]",119,64,178,73,5,79.6144,0.3529,0.4166,0.3469,0.3057,,,,34.9115,
"[[75 85], [97 80], [108  88], [118  99], [130 118], [140 132]]",75,85,140,132,6,90.7054,0.9048,0.9774,0.4706,0.1779,,,,40.6364,
"[[115 161], [124 158], [129 155], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [177  71], [152  50], [150  48], [143  39], [110  25]]",115,161,110,25,14,198.5328,0.2075,0.3663,0.7224,0.3383,,,,35.3994,
"[[137 164], [141 152], [143 133], [127 121]]",137,164,127,121,4,51.7541,0.4615,0.5029,0.4244,0.2956,,,,35.6753,
"[[ 37 149], [ 46 145], [ 62 135], [ 87 128], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [161  43]]",37,149,161,43,12,199.701,0.3111,0.4709,0.5461,0.5198,,,,36.2067,
"[[142 133], [150 125], [160 105], [162  89]]",142,133,162,89,4,49.7989,0.4615,0.5013,0.4121,0.3789,,,,35.661,
"[[184  68], [184  71], [164  87], [162  89], [141  98], [130 109], [116 118], [107 122], [ 99 126], [ 88 135], [ 74 142]]",184,68,74,142,11,135.1462,0.7805,0.8886,0.6207,0.5761,,,,40.3134,
"[[ 87 128], [ 80 119], [ 76 110]]",87,128,76,110,3,21.2506,0.0,0.017,0.0514,0.0456,,,,30.7131,
"[[ 18 136], [ 34 139], [ 62 135], [ 87 128], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [168  67]]",18,136,168,67,12,192.7273,0.3111,0.4653,0.4956,0.4551,,,,36.1556,
"[[144 154], [142 133], [130 118], [124  92], [120  82], [109  61], [93 45]]",144,154,93,45,7,124.092,0.88,0.9793,0.7038,0.6871,,,,40.7518,
"[[70 76], [97 80], [108  88], [118  99], [130 118], [142 130], [144 154]]",70,76,144,154,7,119.2882,0.92,1.0,0.5859,0.3579,,,,41.117,
"[[102  42], [105  47], [109  61], [115  83], [118  99], [122 118]]",102,42,122,118,6,78.89,1.0,1.0,0.3997,0.3798,,,,41.5028,
"[[107 122], [118  99], [108  88], [97 80], [80 62], [70 51], [67 32], [79 18], [94 11]]",107,122,94,11,9,147.815,0.8485,0.9668,0.6263,0.5717,,,,40.8486,
"[[147  56], [166  58], [178  73], [160  94], [157  93], [141  98], [130 118], [127 125]]",147,56,127,125,8,116.3395,0.931,1.0,0.728,0.7137,,,,41.3247,
"[[164  87], [162  89], [160  94], [156 119], [142 133]]",164,87,142,133,5,53.3306,0.2941,0.3368,0.4502,0.1187,,,,34.1304,
"[[ 44 139], [ 39 133], [ 39 107], [45 91]]",44,139,45,91,4,50.8983,0.3077,0.3484,0.1765,0.1715,,,,34.1295,
"[[93 45], [109  61], [120  82], [124  92], [130 118], [142 133], [141 150], [138 176]]",93,45,138,176,8,146.1989,0.5172,0.6342,0.6659,0.6202,,,,37.4013,
"[[127 125], [117 122], [ 97 123], [ 80 119], [ 62 119], [ 41 114]]",127,125,41,114,6,87.5166,0.0,0.07,0.1217,0.0587,,,,31.556,
"[[109  28], [109  27], [87 17], [79 18], [67 32], [63 56], [50 71], [39 87], [34 93]]",109,28,34,93,9,123.0747,0.697,0.7955,0.7412,0.7337,,,,39.1509,
"[[100  88], [108  88], [118  99], [130 118], [142 133], [141 150], [133 151]]",100,88,133,151,7,89.6393,0.6,0.6717,0.5724,0.3697,,,,37.6967,
"[[ 67 106], [ 80 119]]",67,106,80,119,2,18.3848,0.0,0.0147,0.0755,0.0216,,,,30.573,
"[[165  41], [170  53], [178  73], [160  94], [157  93], [141  98], [130 109], [116 118], [107 122], [ 99 126], [ 88 135]]",165,41,88,135,11,147.3301,0.9024,1.0,0.7789,0.505,,,,41.6229,
"[[ 63 103], [66 89], [71 68], [67 32], [79 18], [87 17], [110  25], [143  39]]",63,103,143,39,8,158.8262,0.7241,0.8512,0.6995,0.6436,,,,39.5648,
"[[120 118], [107 122], [ 86 124]]",120,118,86,124,3,34.6965,0.0,0.0278,0.0011,0.0389,,,,30.8116,
"[[122 164], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 73 122], [ 67 106], [ 66 101]]",122,164,66,101,8,106.3958,0.0,0.0851,0.3515,0.0609,,,,31.9326,
"[[132  80], [102  74], [79 69]]",132,80,79,69,3,54.1313,0.4444,0.4877,0.1027,0.0306,,,,35.4024,
"[[87 17], [79 18], [67 32], [70 51], [80 62], [97 80], [108  88], [118  99], [125 113], [143 133], [150 125]]",87,17,150,125,11,167.019,0.8537,0.9873,0.748,0.6703,,,,41.2796,
"[[134 165], [142 157], [149 145], [153 136], [160 124], [164 116], [168 107], [173  92], [184  68], [190  59]]",134,165,190,59,10,120.7694,0.8919,0.9885,0.666,0.2712,,,,41.2041,
"[[126 167], [141 150], [150 125], [160 105], [157  93]]",126,167,157,93,5,83.9722,0.6471,0.7143,0.4901,0.45,,,,37.8883,
"[[ 46 145], [ 62 135], [ 87 128], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94]]",46,145,160,94,9,127.7116,0.1818,0.284,0.3171,0.2555,,,,34.0277,
"[[140 132], [129 120], [122 118], [ 97 123], [ 80 119], [ 60 120], [ 37 118]]",140,132,37,118,7,109.6301,0.92,1.0,0.3419,0.3253,,,,41.0463,
"[[131  65], [130  88], [130 118], [142 133], [141 150], [124 158], [115 165]]",131,65,115,165,7,119.4505,0.76,0.8556,0.6457,0.443,,,,39.5166,
"[[137 129], [130 118], [124  92], [120  82], [109  61], [95 51]]",137,129,95,51,6,91.4033,0.4762,0.5493,0.4459,0.036,,,,36.3512,
"[[141  30], [145  38], [152  50], [177  71], [173  92], [168 107], [156 119], [139 138]]",141,30,139,138,8,135.141,0.5172,0.6253,0.6837,0.6849,,,,37.3203,
"[[124 158], [129 155], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [178  73], [170  53]]",124,158,170,53,10,126.1292,0.1622,0.2631,0.6474,0.4186,,,,33.939,
"[[70 76], [97 80], [108  88], [118  99], [130 118], [142 133], [141 150]]",70,76,141,150,7,114.4732,0.92,1.0,0.5528,0.3194,,,,41.0818,
"[[102  42], [105  47], [112  54], [126  68], [128  70], [132  80], [142  91], [160 105], [164 116]]",102,42,164,116,9,98.5025,1.0,1.0,0.4522,0.4397,,,,42.0039,
"[[125 120], [108 123], [ 87 128], [ 62 135], [ 49 139], [ 24 135]]",125,120,24,135,6,103.7307,0.0476,0.1306,0.1414,0.2272,,,,32.1512,
"[[34 93], [39 87], [50 71], [63 56], [67 32], [79 18], [113  20]]",34,93,113,20,7,123.9051,0.44,0.5391,0.8798,0.5754,,,,36.346,
"[[142 133], [129 120], [122 118], [ 97 123], [ 80 119], [ 62 119], [ 52 115]]",142,133,52,115,7,97.3946,0.88,0.9579,0.2408,0.0289,,,,40.5563,
"[[139  95], [130 109], [116 118], [107 122], [ 99 126], [ 81 135], [ 63 133]]",139,95,63,133,7,90.3151,0.0,0.0723,0.198,0.0519,,,,31.6956,
"[[170  53], [178  73], [160  94], [130  88]]",170,53,130,88,4,79.7934,0.9231,0.9869,0.5649,0.2898,,,,40.5013,
"[[173  92], [157  93], [132  80], [128  70], [126  68], [122  64], [95 51]]",173,92,95,51,7,93.4315,0.4,0.4747,0.3765,0.06,,,,35.7225,
"[[ 82 154], [ 88 135], [ 99 126], [107 122], [116 118], [125 113], [139  95]]",82,154,139,95,7,86.0298,0.04,0.1088,0.1673,0.1577,,,,32.0646,
"[[36 99], [ 50 117], [ 60 133], [ 62 135], [ 67 141], [ 82 154], [102 174], [115 165], [127 153], [131 148]]",36,99,131,148,10,139.6289,0.3784,0.4901,0.2165,0.0813,,,,36.2021,
"[[ 82 106], [ 83 109], [ 88 135], [ 82 154], [102 174], [120 168], [141 184]]",82,106,141,184,7,123.2222,0.32,0.4186,0.3759,0.094,,,,35.1398,
"[[34 93], [39 87], [50 71], [63 56], [67 32], [79 18], [87 17], [110  25]]",34,93,110,25,8,122.2602,0.5172,0.615,0.8638,0.5722,,,,37.2259,
"[[142 130], [127 121], [122 118], [ 97 123], [ 80 119]]",142,130,80,119,5,66.2832,0.4706,0.5236,0.2797,0.2796,,,,35.992,
"[[ 37 149], [ 43 140], [ 48 137], [ 60 120], [ 67 106]]",37,149,67,106,5,53.1087,0.0,0.0425,0.0197,0.0371,,,,31.1848,
"[[126 167], [124 168], [102 174], [ 82 154], [ 82 142], [ 87 128]]",126,167,87,128,6,80.1899,0.0,0.0642,0.3195,0.0128,,,,31.5023,
"[[ 72 111], [ 80 113], [ 98 119], [113 118], [119 108], [138  94], [173  90], [180  68], [173  56], [171  54], [147  56]]",72,111,147,56,11,176.6346,1.0,1.0,0.7245,0.1542,,,,42.8145,
"[[114  79], [109  75], [97 74], [80 78], [64 77]]",114,79,64,77,5,51.9402,0.4706,0.5122,0.1318,0.0918,,,,35.8869,
"[[169 106], [160 103], [151  99], [138  94], [122  84], [104  74]]",169,106,104,74,6,72.7233,0.3333,0.3915,0.2335,0.0316,,,,34.784,
"[[ 51 104], [63 94], [75 87], [76 86], [82 81], [97 74], [109  75]]",51,104,109,75,7,67.3319,0.16,0.2139,0.1805,0.0162,,,,33.1289,
"[[165  73], [165  63], [154  51], [140  32], [115  26], [82 13]]",165,73,82,13,6,111.0579,0.9524,1.0,0.2483,0.2067,,,,41.2619,
"[[113  98], [113 118], [102 122], [ 81 124]]",113,98,81,124,4,52.7997,0.3846,0.4268,0.0803,0.0176,,,,34.9132,
"[[96 11], [81 18], [79 20], [67 35], [71 52], [85 67], [92 81], [107  85], [112  88]]",96,11,112,88,9,113.5809,0.9394,1.0,0.8242,0.8117,,,,41.5078,
"[[63 94], [64 77], [65 44], [67 41]]",63,94,67,41,4,53.6501,0.5385,0.5814,0.335,0.2701,,,,36.46,
"[[ 92 135], [ 94 133], [102 122], [119 108], [138  94], [173  90], [180  68], [165  63]]",92,135,165,63,8,136.1795,0.6207,0.7296,0.4863,0.4663,,,,38.3639,
"[[ 51 104], [63 94], [75 87], [76 86], [92 81], [107  85]]",51,104,107,85,6,63.2144,0.2381,0.2887,0.2188,0.0275,,,,33.7614,
"[[104  60], [98 60], [73 63], [55 58]]",104,60,55,58,4,49.8609,0.0769,0.1168,0.103,0.124,,,,31.8116,
"[[ 61 121], [ 73 121], [ 98 123]]",61,121,98,123,3,37.0799,0.0,0.0297,0.0829,0.0151,,,,30.8291,
"[[138  94], [112  88], [93 83], [82 81], [66 83], [48 83], [36 88]]",138,94,36,88,7,104.6351,0.88,0.9637,0.3302,0.2179,,,,40.6093,
"[[ 67 159], [ 69 140], [ 73 121], [ 72 111], [75 87]]",67,159,75,87,5,72.7581,0.1765,0.2347,0.2155,0.0146,,,,33.0955,
"[[47 67], [45 70], [39 90], [ 41 110], [ 35 131], [ 28 130], [ 28 127]]",47,67,28,127,7,76.4973,0.56,0.6212,0.6499,0.5418,,,,37.2,
"[[ 77 150], [ 97 164]]",77,150,97,164,2,24.4131,0.4,0.4195,0.1406,0.0416,,,,34.6211,
"[[122  93], [112  88], [93 83], [99 80]]",122,93,99,80,4,37.5354,0.4615,0.4915,0.1517,0.085,,,,35.5712,
"[[ 45 133], [ 48 131], [ 59 127], [ 81 124], [102 122], [119 108], [138  94], [173  90], [180  68], [173  56], [171  54], [154  41]]",45,133,154,41,12,200.6689,1.0,1.0,0.592,0.5139,,,,43.1097,
"[[88  7], [96 11], [107  17], [113  20], [108  31]]",88,7,108,31,5,40.2655,0.2941,0.3263,0.2165,0.0385,,,,34.0347,
"[[ 91 160], [ 86 146], [ 82 133], [ 80 113], [ 73 101], [75 87], [73 63], [71 52]]",91,160,71,52,8,111.8654,0.4483,0.5378,0.3035,0.2837,,,,36.4601,
"[[66 49], [67 35], [79 20], [81 18], [113  20], [140  32], [154  41]]",66,49,154,41,7,114.3258,0.72,0.8115,0.5728,0.4608,,,,39.0787,
"[[ 80 113], [ 98 119], [113 118], [119 108], [138  94], [173  90], [180  68], [165  73]]",80,113,165,73,8,143.3957,0.6207,0.7354,0.4316,0.162,,,,38.4168,
"[[ 44 121], [ 47 126], [ 42 150]]",44,121,42,150,3,30.3463,0.0,0.0243,0.0605,0.105,,,,30.7798,
"[[ 97 164], [ 76 153], [ 51 146]]",97,164,51,146,3,49.668,0.0,0.0397,0.0696,0.0275,,,,30.9213,
"[[161 109], [154  97], [143  89], [132  79], [128  75], [120  71], [98 60]]",161,109,98,60,7,81.5579,0.44,0.5052,0.3133,0.0362,,,,36.0359,
"[[145 158], [138 161], [131 164], [112 179]]",145,158,112,179,4,39.439,0.0,0.0316,0.0159,0.0777,,,,30.9655,
"[[142  82], [136  88], [119 108], [102 122], [ 92 128], [ 69 140], [ 62 143], [ 51 163]]",142,82,51,163,8,124.8022,0.4828,0.5826,0.4425,0.2059,,,,36.9002,
"[[ 81 136], [ 92 128], [102 122], [119 108], [138  94], [173  90], [180  68], [165  63]]",81,136,165,63,8,145.0129,0.6207,0.7367,0.4763,0.4663,,,,38.4286,
"[[118 133], [118 125]]",118,133,118,125,2,8.0,0.0,0.0064,0.0041,0.1011,,,,30.4969,
"[[46 99], [ 44 110], [ 47 126], [ 42 150]]",46,99,42,150,4,51.9745,0.3846,0.4262,0.2552,0.255,,,,34.9072,
"[[118 133], [114 125], [113  98], [109  87], [107  85], [92 81], [85 70], [65 44]]",118,133,65,44,8,111.8609,0.6207,0.7102,0.6037,0.1928,,,,38.1858,
"[[128  75], [133  85]]",128,75,133,85,2,11.1803,0.0,0.0089,0.0625,0.0346,,,,30.5202,
"[[136  83], [112  88], [93 83], [82 81], [64 77], [47 69]]",136,83,47,69,6,92.5699,0.8095,0.8836,0.2574,0.2043,,,,39.6961,
