Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[ 66 101], [ 83 109], [106 121], [129 120], [142 133], [141 150]]",66,101,141,150,6,103.1664,0.7143,0.7968,0.5176,0.1434,,,,38.8207,
"[[126  68], [120  82], [118  99]]",126,68,118,99,3,32.3488,0.0,0.0259,0.0192,0.0668,,,,30.7944,
"[[160  94], [130  88], [108  88], [97 80], [75 85], [48 84], [44 89]]",160,94,44,89,7,122.1783,0.76,0.8577,0.4358,0.2644,,,,39.5366,
"[[ 67 157], [ 64 155], [ 55 146]]",67,157,55,146,3,16.3335,0.0,0.0131,0.0484,0.0497,,,,30.6771,
"[[ 77 113], [ 87 113], [106 121], [125 113], [141  98], [157  93], [160  94], [178  73], [166  58], [163  53], [154  40], [153  38]]",77,113,153,38,12,163.8345,0.7778,0.9089,0.5718,0.5593,,,,40.6157,
"[[98 12], [116  22], [133  30], [161  43], [185  57], [189  59]]",98,12,189,59,6,102.5073,0.4286,0.5106,0.1818,0.2208,,,,35.956,
"[[ 67 106], [ 73 122], [ 75 137], [ 79 145], [ 82 154]]",67,106,82,154,5,50.6519,0.0,0.0405,0.0074,0.031,,,,31.1668,
"[[126 175], [134 165], [141 152], [142 133], [130 118], [130  88]]",126,175,130,88,6,95.8067,0.5714,0.648,0.6084,0.5417,,,,37.3364,
"[[100  88], [108  88], [118  99], [107 122], [ 87 128]]",100,88,87,128,5,69.2418,0.2353,0.2907,0.3279,0.1421,,,,33.6583,
"[[124 162], [122 164], [102 174], [ 82 154], [ 81 135]]",124,162,81,135,5,72.4997,0.0,0.058,0.2331,0.0125,,,,31.3268,
"[[ 66 101], [54 96], [45 92], [34 93]]",66,101,34,93,4,33.8942,0.7692,0.7963,0.2349,0.1968,,,,38.6246,
"[[87 17], [79 18], [67 32], [67 58], [72 84]]",87,17,72,84,5,78.9778,0.5882,0.6514,0.5584,0.1222,,,,37.2621,
"[[46 83], [63 56], [67 32], [79 18], [98 12]]",46,83,98,12,5,94.6011,0.7647,0.8404,0.7215,0.5633,,,,39.1433,
"[[131 148], [141 150], [142 133], [130 118], [124  92]]",131,148,124,92,5,73.1201,0.6471,0.7056,0.5885,0.505,,,,37.8088,
"[[50 71], [63 56], [67 32], [79 18], [87 17], [110  25], [143  39], [152  46]]",50,71,152,46,8,142.2821,0.8276,0.9414,0.7652,0.6274,,,,40.4797,
"[[ 66 101], [ 67 106], [ 73 122], [ 80 138]]",66,101,80,138,4,39.6513,0.0,0.0317,0.0354,0.0241,,,,30.9671,
"[[80 62], [97 80], [108  88], [118  99], [124 125]]",80,62,124,125,5,79.9097,0.4706,0.5345,0.3628,0.1887,,,,36.0918,
"[[139  74], [139  95], [130 118], [142 133], [141 150], [123 162]]",139,74,123,162,6,103.5702,0.6667,0.7496,0.6529,0.4196,,,,38.3472,
"[[ 34 139], [ 62 135], [ 87 128], [ 99 126], [125 120], [142 130], [160 124], [164 116]]",34,139,164,116,8,140.7357,0.4828,0.5954,0.373,0.3369,,,,37.0169,
"[[ 21 133], [ 24 130], [ 27 120], [ 39 107], [54 96], [71 68]]",21,133,71,68,6,83.7325,0.619,0.686,0.4075,0.356,,,,37.7244,
"[[79 18], [67 32], [70 51], [69 82], [ 76 110], [ 92 123], [ 94 126]]",79,18,94,126,7,121.7734,0.56,0.6574,0.7801,0.7634,,,,37.5316,
"[[185  57], [176  51], [154  40], [121  26], [94 11]]",185,57,94,11,5,102.1472,0.3529,0.4346,0.2927,0.1869,,,,35.0765,
"[[176  51], [149  48]]",176,51,149,48,2,27.1662,0.0,0.0217,0.1181,0.2152,,,,30.6373,
"[[109  61], [120  82], [124  92], [130 118], [142 133], [141 150], [131 148]]",109,61,131,148,7,107.597,0.6,0.6861,0.6113,0.541,,,,37.8282,
"[[80 62], [74 80], [ 66 101], [ 60 120], [ 48 137], [ 36 155]]",80,62,36,155,6,103.8127,0.0,0.0831,0.2222,0.1147,,,,31.6753,
"[[ 39 107], [ 53 103], [ 67 106], [ 76 110], [ 87 113], [106 121]]",39,107,106,121,6,70.7442,0.0476,0.1042,0.0105,0.0707,,,,31.9096,
"[[ 76 110], [ 87 113], [106 121], [125 113], [141  98], [162  89], [164  87], [184  71], [184  70]]",76,110,184,70,9,126.8528,0.697,0.7985,0.382,0.3621,,,,39.1785,
"[[72 65], [97 80], [108  88], [118  99], [130 118], [142 130], [160 124]]",72,65,160,124,7,116.0387,0.88,0.9728,0.4625,0.4387,,,,40.6928,
"[[119  83], [118  99], [107 122], [ 87 113], [ 76 110]]",119,83,76,110,5,74.8598,0.4118,0.4717,0.2917,0.2054,,,,35.4662,
"[[116  22], [113  20], [79 18], [67 32], [63 56], [48 84], [ 41 114], [ 39 116]]",116,22,39,116,8,145.8335,0.7931,0.9098,0.8154,0.7971,,,,40.1603,
"[[124 168], [133 161]]",124,168,133,161,2,11.4018,0.0,0.0091,0.0383,0.0588,,,,30.5218,
"[[137 164], [141 152], [142 133], [129 120], [118  99], [108  88], [97 80]]",137,164,97,80,7,102.2343,0.76,0.8418,0.6682,0.6093,,,,39.3905,
"[[82 14], [67 32], [70 51], [80 62], [109  61], [131  65]]",82,14,131,65,6,108.9101,0.9048,0.9919,0.7591,0.7392,,,,40.7697,
"[[180  63], [177  71], [173  92], [168 107], [164 116], [160 124], [153 136], [152 139], [145 165]]",180,63,145,165,9,108.5066,0.5152,0.602,0.6118,0.1491,,,,37.2243,
"[[102 174], [115 165], [124 158], [129 155], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [178  73], [161  66]]",102,174,161,66,12,150.1865,0.0889,0.209,0.6825,0.3368,,,,33.6198,
"[[162  89], [142  91], [120  82], [102  74], [71 68]]",162,89,71,68,5,95.1425,0.2941,0.3702,0.291,0.1114,,,,34.4366,
"[[ 53 103], [54 96], [71 68], [67 32], [79 18], [87 17], [110  25], [143  39]]",53,103,143,39,8,162.7491,0.8621,0.9923,0.7513,0.6436,,,,40.9749,
"[[126 167], [141 150], [142 133], [129 120], [106 121]]",126,167,106,121,5,81.1075,0.6471,0.712,0.5165,0.3967,,,,37.8673,
"[[ 52 117], [ 60 133], [ 62 135], [ 67 141], [ 82 154], [102 174]]",52,117,102,174,6,76.6609,0.0952,0.1565,0.0044,0.0842,,,,32.4294,
"[[125 113], [118  99], [115  83], [109  61], [92 45]]",125,113,92,45,5,78.08,0.0588,0.1213,0.3204,0.0722,,,,31.9563,
"[[ 83 109], [106 121], [125 113], [141  98], [157  93], [170  91]]",83,109,170,91,6,98.4055,0.7143,0.793,0.3205,0.2873,,,,38.7859,
"[[ 48 137], [ 62 135], [ 87 128], [107 122], [118  99], [126  88]]",48,137,126,88,6,100.0808,0.2381,0.3182,0.2372,0.2123,,,,34.0314,
"[[ 33 102], [ 39 107], [ 50 117], [ 60 133], [ 62 135], [ 67 141], [ 82 154], [102 174], [120 168], [145 165]]",33,102,145,165,10,144.4697,0.2703,0.3859,0.1522,0.0851,,,,35.1555,
"[[ 42 155], [ 46 145], [ 49 139]]",42,155,49,139,3,17.4785,0.0,0.014,0.0452,0.0117,,,,30.6855,
"[[ 55 146], [ 61 144], [ 82 154], [102 174], [120 168], [134 165], [133 191]]",55,146,133,191,7,117.1789,0.36,0.4537,0.4055,0.0857,,,,35.496,
"[[ 43 140], [ 62 135], [ 87 128], [ 99 126], [125 120]]",43,140,125,120,5,84.4572,0.0,0.0676,0.0511,0.1491,,,,31.4144,
"[[141 150], [153 136], [160 124], [164 116], [168 107]]",141,150,168,107,5,51.1247,0.0,0.0409,0.2496,0.1133,,,,31.1703,
"[[98 17], [90 10], [81  0]]",98,17,81,0,3,24.0838,0.0,0.0193,0.1403,0.1827,,,,30.7339,
"[[ 80 119], [ 77 113], [ 70 104], [75 85], [97 80], [100  88]]",80,119,100,88,6,68.8619,0.2857,0.3408,0.3117,0.01,,,,34.2792,
"[[120 168], [122 164], [124 162], [141 150], [142 133]]",120,168,142,133,5,45.1386,0.2353,0.2714,0.3436,0.1337,,,,33.4818,
"[[72 84], [97 80], [108  88], [115  83]]",72,84,115,83,4,47.5218,0.8462,0.8842,0.0027,0.0293,,,,39.4952,
"[[140 132], [142 133], [150 125], [160 105], [170  91], [178  73], [168  67]]",140,132,168,67,7,84.4747,0.4,0.4676,0.5813,0.5543,,,,35.6569,
"[[160 105], [139  95], [132 113], [129 120]]",160,105,129,120,4,50.1884,0.4615,0.5017,0.3056,0.3054,,,,35.6639,
"[[95 51], [109  61], [120  82], [124  92], [130 118], [142 133], [141 150], [137 164], [132 187]]",95,51,132,187,9,152.701,0.5758,0.698,0.6583,0.6242,,,,38.1546,
"[[70 76], [97 80], [108  88], [118  99], [130 118], [142 133], [141 150]]",70,76,141,150,7,114.4732,0.92,1.0,0.5528,0.3194,,,,41.0818,
"[[111 163], [124 158], [129 155], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [184  70]]",111,163,184,70,10,123.4668,0.027,0.1258,0.4201,0.2983,,,,32.5662,
"[[45 91], [54 96], [66 89], [75 85], [97 80], [108  88], [116  84], [142  91], [170  91]]",45,91,170,91,9,134.0695,0.9394,1.0,0.3763,0.37,,,,41.6578,
"[[ 82 106], [ 76 110], [ 52 117]]",82,106,52,117,3,32.2111,0.0,0.0258,0.0827,0.0072,,,,30.7934,
"[[133 161], [120 168], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 60 120]]",133,161,60,120,7,103.1254,0.0,0.0825,0.2887,0.028,,,,31.7894,
"[[ 73 122], [ 86 124], [ 99 126], [125 120], [142 130], [160 124], [164 116]]",73,122,164,116,7,100.6302,0.56,0.6405,0.373,0.3369,,,,37.3768,
"[[109  61], [119  64], [132  80], [157  93], [160  94], [178  73], [183  66]]",109,61,183,66,7,98.6571,0.32,0.3989,0.3819,0.357,,,,34.9599,
"[[48 94], [ 62 119], [ 68 138], [ 70 141], [ 82 154], [102 174], [115 161]]",48,94,115,161,7,116.5444,0.24,0.3332,0.1498,0.0685,,,,34.2901,
"[[107 122], [ 87 113], [ 77 113]]",107,122,77,113,3,31.9317,0.0,0.0255,0.0329,0.0382,,,,30.7914,
"[[127 122], [142 130], [160 124]]",127,122,160,124,3,35.9737,0.8889,0.9177,0.326,0.2762,,,,39.7189,
"[[173  92], [157  93], [141  98], [130 109], [116 118], [107 122], [ 87 128]]",173,92,87,128,7,95.7234,0.48,0.5566,0.3874,0.2853,,,,36.54,
"[[170  53], [154  40], [121  26], [98 17]]",170,53,98,17,4,81.1606,0.3846,0.4495,0.2382,0.1752,,,,35.1209,
"[[154  59], [163  53], [166  58], [178  73], [160  94], [157  93], [141  98], [130 109], [116 118], [107 122], [ 99 126], [ 75 137], [ 67 141], [ 61 144], [ 37 149]]",154,59,37,149,15,201.0023,0.8596,1.0,0.7266,0.7195,,,,42.0642,
"[[54 96], [66 89], [75 85], [97 80], [108  88], [130  88], [160  94], [178  73], [177  49]]",54,96,177,49,9,164.1774,0.697,0.8283,0.5757,0.4607,,,,39.4519,
"[[82 14], [67 32], [72 65], [66 89]]",82,14,66,89,4,81.546,0.8462,0.9114,0.7285,0.6953,,,,39.7444,
"[[ 70 141], [ 68 138], [ 62 119], [ 53 103], [45 91]]",70,141,45,91,5,56.3102,0.1176,0.1626,0.2675,0.0912,,,,32.3854,
"[[163  53], [190  59]]",163,53,190,59,2,27.6586,0.6,0.6221,0.3687,0.2697,,,,36.6469,
"[[152 139], [142 130], [127 122], [ 99 126]]",152,139,99,126,4,58.7379,0.4615,0.5085,0.3141,0.2074,,,,35.7265,
"[[105  47], [95 51], [74 80], [ 63 103], [ 52 117]]",105,47,52,117,5,89.8749,0.0,0.0719,0.23,0.0096,,,,31.4541,
"[[66 89], [79 69], [103  44]]",66,89,103,44,3,58.5092,0.1111,0.1579,0.3238,0.1302,,,,32.0981,
"[[138 176], [142 157], [149 145], [153 136], [160 124], [164 116], [168 107], [173  92], [178  73], [166  58], [163  53], [145  38]]",138,176,145,38,12,159.7727,0.2222,0.35,0.6794,0.5142,,,,35.0244,
"[[130 118], [106 121], [ 83 109], [ 70 104], [54 96], [44 89]]",130,118,44,89,6,94.1525,0.4762,0.5515,0.3321,0.194,,,,36.3713,
"[[ 83 109], [ 70 104], [66 89], [50 71]]",83,109,50,71,4,53.5358,0.0,0.0428,0.1215,0.121,,,,31.0688,
"[[ 61 144], [ 70 141]]",61,144,70,141,2,9.4868,0.0,0.0076,0.019,0.078,,,,30.5078,
"[[ 75 137], [ 73 122], [ 69 102], [71 68], [67 32], [79 18], [87 17], [116  22], [129  26]]",75,137,129,26,9,175.3398,0.6061,0.7464,0.673,0.639,,,,38.6237,
"[[ 65 157], [ 82 142], [ 99 126], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [178  64], [176  51]]",65,157,176,51,12,166.7742,0.4,0.5334,0.4717,0.455,,,,36.8554,
"[[177  98], [178  73], [165  60], [152  46]]",177,98,152,46,4,62.5097,0.2308,0.2808,0.5148,0.5146,,,,33.4448,
"[[ 39 107], [ 53 103], [ 67 106], [ 76 110], [ 87 113], [106 121], [127 121], [143 133]]",39,107,143,133,8,111.7442,0.1724,0.2618,0.3798,0.1972,,,,33.6975,
"[[97 80], [75 85], [66 89], [54 96], [ 35 102]]",97,80,35,102,5,66.2272,0.0588,0.1118,0.184,0.1699,,,,31.8695,
"[[133 151], [135 150], [153 136], [160 124], [164 116], [168 107], [173  92], [178  73], [161  61]]",133,151,161,61,9,113.9921,0.1212,0.2124,0.6805,0.3634,,,,33.3206,
"[[102  42], [105  47], [109  61], [120  82], [124  92], [130 118], [142 133], [141 150], [127 153]]",102,42,127,153,9,132.1079,1.0,1.0,0.6416,0.6291,,,,42.25,
"[[80 62], [74 80], [ 69 102], [ 83 109]]",80,62,83,109,4,57.1872,0.2308,0.2765,0.1359,0.0245,,,,33.4058,
"[[ 32 115], [ 39 116], [ 53 129], [ 62 135], [ 67 141], [ 82 154], [102 174], [124 168], [144 172]]",32,115,144,172,9,136.1362,0.303,0.4119,0.148,0.0681,,,,35.3026,
"[[129  26], [116  22], [113  20], [79 18], [67 32], [63 56], [46 83], [36 99], [ 27 120], [ 24 130], [ 15 136]]",129,26,15,136,11,188.9143,0.8537,1.0,0.8533,0.8408,,,,41.44,
"[[124 168], [141 150], [142 133], [129 120], [118  99], [108  88], [97 80], [80 62], [70 51], [67 32], [79 18], [81  0]]",124,168,81,0,12,207.7572,0.8667,1.0,0.7861,0.7761,,,,41.8273,
"[[ 61 144], [ 58 141], [ 52 117], [48 94], [46 71]]",61,144,46,71,5,75.4133,0.3529,0.4132,0.325,0.2753,,,,34.8807,
"[[134 145], [141 150], [142 133], [129 120], [118  99], [108  88], [97 80], [80 62], [70 51], [67 32], [82 14]]",134,145,82,14,11,178.4816,0.878,1.0,0.7617,0.7506,,,,41.6068,
"[[54 72], [71 68], [102  74], [128  70]]",54,72,128,70,4,75.3454,0.3077,0.368,0.2095,0.0417,,,,34.3086,
"[[34 93], [45 92], [54 96], [66 89], [75 85], [97 80], [108  88], [116  84], [142  91], [164  87], [184  71]]",34,93,184,71,11,164.6413,0.9268,1.0,0.4833,0.4251,,,,41.9939,
"[[143  39], [117  32], [109  27], [87 17], [79 18], [67 32], [63 56], [48 84], [ 52 115]]",143,39,52,115,9,174.3801,0.697,0.8365,0.7906,0.7731,,,,39.5266,
"[[108  88], [97 80], [75 85], [ 66 101], [ 60 120]]",108,88,60,120,5,74.4449,0.7647,0.8243,0.1362,0.0052,,,,38.9957,
"[[79 69], [69 82]]",79,69,69,82,2,16.4012,0.0,0.0131,0.0712,0.0258,,,,30.5585,
"[[ 82 142], [ 99 126], [107 122], [118  99], [124  92], [135  72]]",82,142,135,72,6,89.8296,0.2857,0.3576,0.2896,0.2844,,,,34.4328,
"[[165  60], [178  73], [160  94], [157  93], [141  98], [132 113], [125 120]]",165,60,125,120,7,93.3611,0.72,0.7947,0.607,0.3969,,,,38.9251,
"[[170  53], [178  73], [160  94], [157  93], [141  98], [130 109], [116 118], [107 122], [ 94 126]]",170,53,94,126,9,124.7746,0.9697,1.0,0.6738,0.4607,,,,41.893,
"[[128  70], [132  80], [157  93], [170  91]]",128,70,170,91,4,52.1013,0.2308,0.2725,0.3018,0.2132,,,,33.3686,
"[[ 32 115], [ 37 118], [ 60 120], [ 73 122], [ 86 124], [106 121], [125 113], [141  98], [157  93], [160  94], [178  73], [165  60]]",32,115,165,60,12,183.9634,0.3111,0.4583,0.5794,0.4848,,,,36.0914,
"[[145  38], [152  46], [161  61], [178  73], [160  94], [157  93], [141  98], [130 109], [116 118], [107 122], [ 99 126], [ 75 137]]",145,38,75,137,12,173.9092,0.8667,1.0,0.8098,0.7744,,,,41.5794,
"[[178  73], [160  94], [142  91], [120  82], [102  74], [80 62], [70 51]]",178,73,70,51,7,129.3004,0.76,0.8634,0.4596,0.443,,,,39.5888,
"[[130 109], [120  82], [109  61], [93 45]]",130,109,93,45,4,75.1263,0.0769,0.137,0.2891,0.0691,,,,31.9967,
"[[ 82 137], [ 99 126], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [177  71], [152  50], [150  48], [133  30]]",82,137,133,30,13,181.3259,0.5306,0.6757,0.6214,0.6089,,,,38.3885,
"[[95 51], [122  64], [126  68], [128  70], [132  80], [142  91], [164  87], [185  81]]",95,51,185,81,8,108.2893,0.2069,0.2935,0.3523,0.2789,,,,34.0175,
"[[151  55], [166  58], [178  73], [173  92]]",151,55,173,92,4,54.1533,0.5385,0.5818,0.387,0.1974,,,,36.4637,
"[[114  88], [108  88], [97 80], [75 85], [66 89], [54 96], [ 39 107], [ 32 115], [ 24 130]]",114,88,24,130,9,112.135,0.7576,0.8473,0.3892,0.3754,,,,39.6773,
"[[ 87 113], [ 73 122], [ 63 133], [ 49 139]]",87,113,49,139,4,46.7409,0.0,0.0374,0.056,0.0307,,,,31.019,
"[[120  83], [102  74], [80 62], [70 51], [67 32], [82 14]]",120,83,82,14,6,102.7167,0.8095,0.8917,0.5389,0.5269,,,,39.7704,
"[[124  92], [118  99], [107 122], [ 99 126], [ 88 135], [ 74 142]]",124,92,74,142,6,73.5241,0.381,0.4398,0.2321,0.1776,,,,35.2673,
"[[117  32], [109  27], [87 17], [79 18], [67 32], [70 51], [80 62], [102  74], [120  82]]",117,32,120,82,9,138.9605,0.8182,0.9294,0.7808,0.7665,,,,40.4804,
"[[74 80], [97 80], [108  88], [130  88], [160  94]]",74,80,160,94,5,89.1956,0.4706,0.542,0.1002,0.1593,,,,36.1598,
"[[122  67], [102  74], [75 85], [66 89], [54 96], [48 94]]",122,67,48,94,6,80.4102,0.4762,0.5405,0.1124,0.0315,,,,36.2707,
"[[107 122], [116 118]]",107,122,116,118,2,9.8489,0.0,0.0079,0.0015,0.0956,,,,30.5105,
"[[122 118], [124  92], [119  64]]",122,118,119,64,3,54.5197,0.0,0.0436,0.2365,0.1148,,,,30.9568,
"[[ 50 117], [ 48 137], [ 42 155]]",50,117,42,155,3,39.0734,0.0,0.0313,0.0561,0.0683,,,,30.8437,
"[[138 176], [142 157], [143 133], [125 113]]",138,176,125,113,4,70.3446,0.6923,0.7486,0.4863,0.3876,,,,38.1218,
"[[66 89], [ 69 102], [ 83 109], [106 121], [129 120], [142 133], [141 150], [134 145]]",66,89,134,145,8,121.9746,0.6552,0.7528,0.4815,0.195,,,,38.6052,
"[[117 122], [ 99 126], [ 80 138], [ 71 144]]",117,122,71,144,4,51.7279,0.0,0.0414,0.012,0.0586,,,,31.0555,
"[[129 120], [132 113], [142  91]]",129,120,142,91,3,31.7819,0.1111,0.1365,0.3297,0.1698,,,,31.9024,
"[[130 118], [142 133], [141 150], [129 155]]",130,118,129,155,4,49.2388,0.8462,0.8856,0.4404,0.1991,,,,39.5077,
"[[ 82 154], [ 79 145], [ 75 137], [ 73 122], [ 70 104], [74 80], [95 51]]",82,154,95,51,7,111.9482,0.16,0.2496,0.2292,0.1233,,,,33.4557,
"[[ 48 137], [ 62 135], [ 87 128], [107 122], [116 118], [125 113], [141  98], [157  93], [160  94], [178  73], [161  61]]",48,137,161,61,11,171.4531,0.3415,0.4787,0.5319,0.512,,,,36.185,
"[[125 120], [129 120], [142 133], [141 150], [124 162], [122 164], [109 174]]",125,120,109,174,7,79.4525,0.4,0.4636,0.3861,0.0698,,,,35.6201,
"[[ 39 116], [ 39 107], [45 92]]",39,116,45,92,3,25.1555,0.2222,0.2423,0.313,0.1648,,,,32.966,
"[[54 72], [48 84], [ 52 115]]",54,72,52,115,3,44.6734,0.4444,0.4801,0.2873,0.2376,,,,35.3331,
"[[46 71], [70 76], [97 80], [108  88], [126  88]]",46,71,126,88,5,83.4115,0.6471,0.7138,0.1742,0.0665,,,,37.8842,
"[[173  92], [160  94]]",173,92,160,94,2,13.1529,0.0,0.0105,0.0113,0.0858,,,,30.5347,
"[[72 84], [ 67 106], [ 62 119], [ 53 129], [ 43 140]]",72,84,43,140,5,64.8091,0.0,0.0518,0.0919,0.0303,,,,31.2705,
"[[139  74], [120  82], [116  84], [108  88], [97 80]]",139,74,97,80,5,47.6334,0.1176,0.1557,0.0247,0.0146,,,,32.3219,
"[[146 158], [137 164], [124 168], [102 174], [ 82 154], [ 71 144], [ 68 138], [ 66 136], [ 53 129], [ 39 116]]",146,158,39,116,10,133.7784,0.027,0.134,0.3101,0.0944,,,,32.6417,
"[[ 36 155], [ 39 133], [ 32 115]]",36,155,32,115,3,41.5168,0.4444,0.4776,0.4374,0.244,,,,35.31,
"[[94 11], [121  26], [149  48], [152  50], [177  71], [173  92], [168 107], [164 116]]",94,11,164,116,8,149.7889,0.8621,0.9819,0.6292,0.5708,,,,40.88,
"[[ 48 137], [ 58 141], [ 82 154], [102 174], [109 174], [136 167]]",48,137,136,167,6,101.2419,0.5238,0.6048,0.1122,0.0796,,,,36.8997,
"[[ 27 120], [ 35 102], [46 83], [63 56], [67 32], [79 18], [87 17], [110  25], [143  39], [149  48], [147  56]]",27,120,147,56,11,203.6521,0.7561,0.919,0.7495,0.7384,,,,40.5709,
"[[177  98], [160  94], [142  91], [120  82], [102  74], [79 69], [51 66]]",177,98,51,66,7,130.8774,0.28,0.3847,0.4448,0.1915,,,,34.7955,
"[[132 113], [141  98], [162  89], [164  87], [184  71], [189  59]]",132,113,189,59,6,81.7811,0.7143,0.7797,0.4579,0.438,,,,38.6641,
"[[44 89], [45 92], [ 52 115], [ 53 129]]",44,89,53,129,4,41.2396,0.2308,0.2638,0.1128,0.0054,,,,33.289,
"[[151  55], [166  58], [178  73], [160  94], [157  93], [141  98], [130 109], [116 118], [107 122], [ 87 128], [ 62 135], [ 39 133], [ 30 129]]",151,55,30,129,13,203.9167,0.8571,1.0,0.7252,0.7169,,,,41.8222,
"[[183  60], [178  73], [173  92], [168 107], [164 116], [160 124], [153 136], [141 150]]",183,60,141,150,8,100.5113,0.4138,0.4942,0.5159,0.1052,,,,36.0316,
"[[102 174], [115 165], [123 162], [141 150], [142 133], [140 132]]",102,174,140,132,6,65.2542,0.2857,0.3379,0.2894,0.1548,,,,34.2528,
"[[ 18 134], [ 28 131]]",18,134,28,131,2,10.4403,0.0,0.0084,0.288,0.3851,,,,30.5148,
"[[45 92], [54 96], [66 89], [75 85], [102  74], [122  64]]",45,92,122,64,6,85.1056,0.8571,0.9252,0.2826,0.2706,,,,40.1179,
"[[39 87], [45 92], [54 96], [ 70 104], [ 83 109], [106 121], [125 120], [142 130], [139 138]]",39,87,139,138,9,122.7117,1.0,1.0,0.3895,0.2598,,,,42.1812,
"[[184  68], [184  71], [164  87], [162  89], [141  98], [130 109], [116 118], [107 122], [ 87 128], [ 62 135], [ 53 129]]",184,68,53,129,11,153.9955,0.7805,0.9037,0.6949,0.6538,,,,40.4515,
"[[70 51], [80 62], [102  74], [120  82], [130  88], [160  94], [178  73], [168  67]]",70,51,168,67,8,141.2003,0.8621,0.9751,0.5889,0.5746,,,,40.8171,
"[[ 37 149], [ 58 153], [ 82 154], [102 174], [109 174]]",37,149,109,174,5,80.6827,0.4118,0.4763,0.0192,0.0518,,,,35.5089,
"[[139  74], [132  80], [118  99], [107 122], [ 86 124]]",139,74,86,124,5,79.4105,0.3529,0.4164,0.1939,0.0389,,,,34.91,
"[[139  95], [160 105], [150 125]]",139,95,150,125,3,45.6201,0.4444,0.4809,0.4195,0.3697,,,,35.3401,
"[[46 83], [48 94], [ 62 119], [ 68 138], [ 70 141], [ 82 154], [102 174], [115 165], [124 158], [129 155]]",46,83,129,155,10,142.384,0.4054,0.5193,0.2752,0.0685,,,,36.4925,
"[[ 28 131], [ 39 133], [ 52 117], [ 63 103], [66 89], [79 69], [103  44]]",28,131,103,44,7,122.4274,0.04,0.1379,0.5914,0.1302,,,,32.3312,
"[[ 39 133], [ 39 116]]",39,133,39,116,2,17.0,0.2,0.2136,0.0689,0.166,,,,32.5648,
"[[123 162], [115 165], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 73 122], [ 70 104], [66 89], [50 71]]",123,162,50,71,10,144.0592,0.0,0.1152,0.3935,0.121,,,,32.4467,
"[[134  70], [109  61], [80 62], [67 58]]",134,70,67,58,4,69.1894,0.0,0.0554,0.0635,0.0609,,,,31.1834,
"[[141 184], [130 177], [102 174], [ 82 154], [ 79 145], [ 75 137], [ 73 122], [ 70 104], [66 89], [54 72]]",141,184,54,72,10,157.6279,0.8649,0.991,0.4548,0.0872,,,,41.2038,
"[[45 91], [48 84], [63 56], [67 32], [79 18], [87 17], [116  22], [129  26], [141  30]]",45,91,141,30,9,145.8914,0.7273,0.844,0.805,0.6206,,,,39.6213,
"[[ 70 141], [ 82 142]]",70,141,82,142,2,12.0416,0.0,0.0096,0.0448,0.0523,,,,30.5265,
"[[81  0], [83  7], [67 32], [71 68], [ 66 101], [ 62 119], [ 63 133], [ 58 153]]",81,0,58,153,8,159.6502,0.8276,0.9553,0.9856,0.871,,,,40.6069,
"[[72 84], [71 68], [67 32], [79 18], [87 17], [116  22]]",72,84,116,22,6,108.182,0.8095,0.896,0.6607,0.6171,,,,39.8104,
"[[147  56], [166  58], [178  73], [160  94], [142  91], [124  92]]",147,56,124,92,6,102.249,0.9048,0.9866,0.6746,0.3004,,,,40.7209,
"[[ 34 139], [ 43 140], [ 61 144], [ 82 154], [102 174], [115 165], [124 158], [129 155], [133 151]]",34,139,133,151,9,117.7391,0.4848,0.579,0.1406,0.0715,,,,36.9877,
"[[54 96], [66 89], [75 85], [97 80], [108  88], [130  88], [160  94], [178  73], [183  60]]",54,96,183,60,9,154.0849,0.697,0.8203,0.4851,0.3846,,,,39.378,
"[[ 50 163], [ 58 153], [ 66 136], [ 73 122], [ 77 113], [ 80 111]]",50,163,80,111,6,60.7014,0.4762,0.5248,0.0669,0.047,,,,36.1263,
"[[147  56], [149  48], [143  39], [117  32], [109  27], [87 17], [79 18], [67 32], [65 58], [66 88], [ 53 103]]",147,56,53,103,11,182.033,0.6585,0.8041,0.77,0.7534,,,,39.4356,
"[[ 48 137], [ 60 120], [ 66 101], [71 68], [67 32], [79 18], [87 17], [109  27]]",48,137,109,27,8,160.9991,0.5862,0.715,0.6699,0.6058,,,,38.2003,
"[[113  20], [79 18], [67 32], [63 56], [50 71], [39 87], [34 93]]",113,20,34,93,7,123.9051,0.92,1.0,0.7463,0.7462,,,,41.1508,
"[[ 34 139], [ 62 135], [ 87 128], [107 122], [120 118]]",34,139,120,118,5,88.7279,0.0,0.071,0.0264,0.1157,,,,31.4457,
